"mapped_by","year","reporter_fao","reporter_name","flow","hs_chap","hs","hs_extend","fcl","details","tl_description"
"2",2008,219,"Tonga",1,53,"53081000",53081000,0,NA,NA
"K",2008,220,"Trinidad Tob",1,41,"41032000",41032000,1216,"Generic HS 2007 to FCL, Old SWS series (could also be mapped to 1214, 1215)","Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved (excluding tanned, parchment-dressed or further prepared)"
"2",2008,220,"Trinidad Tob",1,50,"50030000",50030000,0,NA,NA
"1",2008,238,"Ethiopia",1,35,"350190",35019000,0,NA,NA
"K",2008,32,"Cameroon",2,53,"53081000",53081000,813,"HS 2007","Coir yarn"
"K",2008,57,"Belarus",2,2,"20200",202000000,0,"HS 4-digit heading?",NA
"K",2008,57,"Belarus",2,2,"21000",210000000,0,"HS 4-digit heading?",NA
"K",2008,57,"Belarus",2,4,"40400",404000000,0,"HS 4-digit heading?",NA
"K",2009,212,"Syria",1,4,"40299",4029900,889,"Generic HS 2007 to FCL mapping (could also be mapped to 896)","Milk and cream, concentrated and sweetened (excluding in solid forms)"
"K",2008,73,"Georgia",1,53,"530590",530590000,780,"Trademap description, FCL description, Old SWS series","Ramie and other vegetable textile fibres, n.e.s., raw or processed, but not spun; tow, noils and waste of such fibres, incl. yarn waste and garnetted stock"
"1",2008,83,"Kiribati",1,17,"17011900",17011900,0,NA,NA
"1",2008,83,"Kiribati",1,19,"1905010",19050100,0,NA,NA
"K",2008,86,"Grenada",1,20,"20093040",20093040,513,"Country TL description (WITS), Old SWS series (could also be mapped to 496, 498)","Preparations of the juice of any other single citrus fruit for infant use, put up for retail sale"
"1",2008,86,"Grenada",1,35,"35019090",35019090,0,NA,NA
"1",2008,89,"Guatemala",1,53,"53081000",53081000,0,NA,NA
"1",2009,103,"Iraq",2,51,"51129",51129000,0,NA,NA
"1",2009,113,"Kyrgyzstan",2,35,"350190",3501900000,0,NA,NA
"T",2009,136,"Mauritania",1,35,"3501900000",350190000000,917,"Country TL description (WITS)","Caseinates, Dervies des caseines; colles de caseine"
"T",2009,144,"Mozambique",1,53,"53081000",53081000,813,"Country TL description","Coir yarn"
"1",2009,153,"NewCaledonia",1,35,"35019000",35019000,0,NA,NA
"T",2009,158,"Niger",1,50,"5003000000",5003000000,1187,"Generic HS2012 to FCL unique six-digit match",NA
"1",2009,159,"Nigeria",1,12,"1207909000",1207909000,0,"CODE DOES NOT EXIST",NA
"C",2009,166,"Panama",1,23,"23064900",23064900,272,"WITS","Cake of rapeseed"
"C",2009,166,"Panama",1,5,"5021000",5021000,1293,"WITS","Crude materials"
"C",2009,166,"Panama",1,5,"5029000",5029000,1293,"WITS","Crude materials"
"C",2009,166,"Panama",1,53,"53081000",53081000,813,"WITS","Coir"
"C",2009,166,"Panama",2,50,"50020000",50020000,1186,"WITS","silk raw"
"C",2009,166,"Panama",2,5,"5010000",5010000,1293,"WITS","Crude materials"
"C",2009,166,"Panama",2,51,"51053900",51053900,1008,"WITS","Hair carded"
"K",2009,18,"Bhutan",1,8,"8106000",8106000,603,"Country TL description (WITS)","Durians"
"C",2009,184,"Rwanda",1,21,"2101900",21019000,0,"CODE DOES NOT EXIST (wrongly mapped and should be chapter 2?)",NA
"2",2009,207,"Suriname",1,20,"20091910",20091910,0,NA,NA
"T",2009,207,"Suriname",1,20,"20093020",20093020,513,"Country TL description, Old SWS series  (could also be mapped to 514) ","Juice of any other single citrus fruit"
"K",2009,207,"Suriname",1,20,"20094020",20094020,576,"Country TL description","Pineapple juice"
"2",2009,207,"Suriname",1,53,"53081000",53081000,0,NA,NA
"K",2009,212,"Syria",1,1,"10611",1061100,1169,"Trademap description (could also be mapped to 1171)","live primates"
"K",2009,212,"Syria",1,1,"10620",1062000,1169,"Trademap description (could also be mapped to 1171)","Live reptiles"
"K",2009,212,"Syria",1,1,"10632",1063200,1169,"Trademap description (could also be mapped to 1171)","live psittaciformes"
"A",2009,212,"Syria",1,11,"110290",11029000,111,"Trademap description","Cereal flours (excluding wheat, meslin and maize)"
"A",2009,212,"Syria",1,15,"150100",15010000,1043,"Country TL description (WITS) (could also be mapped to 1066)","pig fat (including lard) and poultry fat, other than that of heading 0209 or 1503"
"A",2009,212,"Syria",1,15,"151211",15121100,268,"Trademap description, Old SWS series (could also be mapped to 281)","Crude sunflower-seed or safflower oil"
"A",2009,212,"Syria",1,15,"151219",15121900,268,"Trademap description, Old SWS series (could also be mapped to 281)","Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically modified (excluding crude)"
"A",2009,212,"Syria",1,15,"151419",15141900,271,"Trademap description","Low erucic acid rape or colza oil fixed oil which has an erucic acid content of < 2% and its fractions"
"A",2009,212,"Syria",1,15,"151620",15162000,1275,"Trademap description (could also be mapped to 1273)"," Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared"
"A",2009,212,"Syria",1,15,"151790",15179000,1243,"Trademap description (could also be mapped to 1241)"," Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of different fats or oils "
"A",2009,212,"Syria",1,19,"190190",19019000,115,"Trademap description, Old SWS series (could also be mapped to 50)","Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing < 40% by weight of cocoa calculated on a totally defatted basis, n.e.s. and food preparations of milk, cream, butter milk, sour milk, sour cream, whey, yogurt, kephir or similar goods of heading 0401 to 0404, not containing cocoa or containing < 5% by weight of cocoa calculated on a totally defatted basis, n.e.s. (excluding for infant use, put up for retail sale, and mixes and doughs for the preparation of bakers  wares of heading 1905)"
"K",2009,212,"Syria",1,20,"200811",20081100,246,"Trademap description (could also be mapped to 247)","Groundnuts, prepared or preserved (excluding preserved with sugar)"
"K",2009,212,"Syria",1,20,"200911",20091100,492,"Trademap description","Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening matter (excluding containing spirit)"
"2",2009,212,"Syria",1,20,"200919",20091900,0,NA,NA
"K",2009,212,"Syria",1,2,"20727",2072700,1080,"Trademap description (could also be mapped to 1081)","Frozen cuts and edible offal of Turkey"
"A",2009,212,"Syria",1,2,"20900",2090000,1037,"Trademap description (could also be mapped to 1065)","Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked"
"2",2009,212,"Syria",1,35,"350190",35019000,0,NA,NA
"K",2009,212,"Syria",1,4,"40291",4029100,894,"Generic HS 2007 to FCL mapping (could also be mapped to 895)","Milk and cream, concentrated but unsweetened (excluding in solid forms)"
"2",2009,212,"Syria",1,41,"411520",41152000,0,NA,NA
"A",2009,212,"Syria",1,51,"510219",51021900,1218,"Trademap description (could also be mapped to 1030)","Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir cashmere goats)"
"A",2009,212,"Syria",1,7,"70990",7099000,463,"Trademap description","Fresh or chilled vegetables (excluding potatoes, tomatoes, vegetables of the Allium spp., cabbages of the genus Brassica, lettuces of the species Lactuca sativa and Cichorium, carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, cucumbers and gherkins, leguminous vegetables, asparagus, aubergines, mushrooms, truffles, fruits of the genus Capsicum or of the genus Pimenta, spinach, New Zealand spinach and orache spinach)"
"2",2009,212,"Syria",1,8,"80290",8029000,0,NA,NA
"A",2009,212,"Syria",2,15,"151211",15121100,268,"Trademap description, Old SWS series (could also be mapped to 281)","Crude sunflower-seed or safflower oil"
"A",2009,212,"Syria",2,15,"151219",15121900,268,"Trademap description, Old SWS series (could also be mapped to 281)","Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically modified (excluding crude)"
"A",2009,212,"Syria",2,15,"151620",15162000,1275,"Trademap description (could also be mapped to 1273)"," Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared"
"A",2009,212,"Syria",2,15,"151790",15179000,1243,"Trademap description (could also be mapped to 1241)"," Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of different fats or oils "
"A",2009,212,"Syria",2,19,"190190",19019000,115,"Trademap description, Old SWS series (could also be mapped to 50)","Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing < 40% by weight of cocoa calculated on a totally defatted basis, n.e.s. and food preparations of milk, cream, butter milk, sour milk, sour cream, whey, yogurt, kephir or similar goods of heading 0401 to 0404, not containing cocoa or containing < 5% by weight of cocoa calculated on a totally defatted basis, n.e.s. (excluding for infant use, put up for retail sale, and mixes and doughs for the preparation of bakers  wares of heading 1905)"
"K",2009,212,"Syria",2,20,"200811",20081100,246,"Trademap description (could also be mapped to 247)","Groundnuts, prepared or preserved (excluding preserved with sugar)"
"K",2009,212,"Syria",2,20,"200911",20091100,492,"Trademap description","Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening matter (excluding containing spirit)"
"2",2009,212,"Syria",2,20,"200919",20091900,0,NA,NA
"A",2009,212,"Syria",2,2,"20629",2062900,868,"Country TL description (WITS) (could also be mapped to 948)","Frozen edible bovine offal (excl. tongues and livers)"
"A",2009,212,"Syria",2,2,"20680",2068000,978,"Trademap description (could also be mapped to 1018, 1098, 1167)","Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies"
"K",2009,212,"Syria",2,2,"20690",2069000,978,"Trademap description (could also be mapped to 1018, 1098, 1167)","Frozen edible offal of sheep, goats, horses, asses, mules and hinnies"
"2",2009,212,"Syria",2,35,"350190",35019000,0,NA,NA
"K",2009,212,"Syria",2,4,"40291",4029100,894,"Generic HS 2007 to FCL mapping (could also be mapped to 895)","Milk and cream, concentrated but unsweetened (excluding in solid forms)"
"K",2009,212,"Syria",2,4,"40299",4029900,889,"Generic HS 2007 to FCL mapping (could also be mapped to 896)","Milk and cream, concentrated and sweetened (excluding in solid forms)"
"A",2009,212,"Syria",2,7,"70990",7099000,463,"Trademap description","Fresh or chilled vegetables (excluding potatoes, tomatoes, vegetables of the Allium spp., cabbages of the genus Brassica, lettuces of the species Lactuca sativa and Cichorium, carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, cucumbers and gherkins, leguminous vegetables, asparagus, aubergines, mushrooms, truffles, fruits of the genus Capsicum or of the genus Pimenta, spinach, New Zealand spinach and orache spinach)"
"2",2009,212,"Syria",2,8,"80290",8029000,0,NA,NA
"2",2009,212,"Syria",2,9,"91090",9109000,0,NA,NA
"R",2009,219,"Tonga",1,11,"11032000",11032000,111,"Trademap TL description, Old SWS series (could also be mapped to 16, 38, 58, 72)","Cereal groats, meal and pellets: pellets"
"K",2009,22,"Aruba",1,35,"35019000",35019000,917,"Trademap TL description","Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale as glue and weighing <= 1 kg, and organic or inorganic compounds of mercury whether or not chemically defined)"
"K",2009,22,"Aruba",2,35,"35019000",35019000,917,"Trademap TL description","Caseinates and other casein derivatives; casein glues (excl. those put up for retail sale as glue and weighing <= 1 kg)"
"K",2009,23,"Belize",2,1,"1061910",106191000,1169,"Trademap TL description","Dogs, live"
"K",2009,236,"Venezuela",2,53,"5308100000",530810000000,813,"HS 2007","Coir yarn"
"K",2009,29,"Burundi",1,2,"2051000",205100000,1097,"No code exists, but Jellyfish mapping of HS6 goes to 1097",NA
"K",2009,29,"Burundi",1,2,"2109200",210920000,1164,"HS 2007","viandes,farines,poudres de baleine,dauphins &marsouins ni frais ni réfrigéré ni congelé"
"K",2009,47,"Cook Is",1,15,"15020000",15020000,869,"Generic HS 2007 mapping, Old SWS series (could also be mapped to 871, 949, 979, 1019)","Fats of bovine animals, sheep or goats, other than those of heading 1503: other"
"1",2009,47,"Cook Is",1,41,"41030000",41030000,0,NA,NA
"K",2009,55,"Dominica",2,1,"1062010",1062010,1169,"Country TL description (WITS)","Live reptiles e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards: turtles"
"K",2009,57,"Belarus",1,33,"330100",3301000000,753,"ESSENTIAL OIL CODE.",NA
"K",2009,57,"Belarus",2,2,"20300",203000000,0,"HS 4-digit heading?",NA
"K",2009,57,"Belarus",2,2,"20600",206000000,0,"HS 4-digit heading?",NA
"K",2009,57,"Belarus",2,2,"20700",207000000,0,"HS 4-digit heading?",NA
"K",2009,57,"Belarus",2,7,"70900",709000000,0,"HS 4-digit heading?",NA
"K",2009,59,"Egypt",1,53,"5308100010",5308100010,813,"Trademap TL description","Coir yarn, put up for retail sale"
"K",2009,60,"El Salvador",1,1,"1064900",1064900,1169,"Trademap TL description (note: product code was not created until the 2012HS revision, but this data is from 2009)","Live insects (excluding bees)"
"K",2009,60,"El Salvador",1,11,"11029040",11029040,72,"Country TL description (WITS) (note: product code was not created until 2012, but data is from 2009)","Harina de Cereales, Excepto de Trio o de Morcajo (Tranquillon): Las Demas: Harina de Centeno"
"K",2009,60,"El Salvador",1,3,"3089099",3089099,0,"FISHERY CODE: DROP",NA
"K",2009,60,"El Salvador",1,4,"4014000",4014000,885,"Trademap TL description, Jellyfish (previously, anything above 6% fat was mapped to 885 cream)","Milk and cream of a fat content by weight exceeding 6% but not exceeding 10%"
"K",2009,60,"El Salvador",2,1,"1064900",1064900,1169,"Trademap TL description (note: product code was not created until the 2012HS revision, but this data is from 2009)","Live insects (excluding bees)"
"K",2009,60,"El Salvador",2,11,"11029040",11029040,72,"Country TL description (WITS) (note: product code was not created until 2012, but data is from 2009)","Harina de Cereales, Excepto de Trio o de Morcajo (Tranquillon): Las Demas: Harina de Centeno"
"K",2009,60,"El Salvador",2,4,"4014000",4014000,885,"Trademap TL description, Jellyfish (previously, anything above 6% fat was mapped to 885 cream)","Milk and cream of a fat content by weight exceeding 6% but not exceeding 10%"
"std-HS6",2009,7,"Angola",1,10,"10051010",NA,56,"Standard_HS12","FaoStatName: MAIZE"
"std-HS6",2009,7,"Angola",1,10,"10051020",NA,56,"Standard_HS12","FaoStatName: MAIZE"
"std-HS6",2009,7,"Angola",1,10,"10059010",NA,56,"Standard_HS12","FaoStatName: MAIZE"
"std-HS6",2009,7,"Angola",1,10,"10059020",NA,56,"Standard_HS12","FaoStatName: MAIZE"
"std-HS6",2009,7,"Angola",1,10,"10061010",NA,27,"Standard_HS12","FaoStatName: RICE PADDY"
"std-HS6",2009,7,"Angola",1,10,"10061090",NA,27,"Standard_HS12","FaoStatName: RICE PADDY"
"std-HS6",2009,7,"Angola",1,10,"10083000",NA,101,"Standard_HS12","FaoStatName: CANARY SEED"
"std-HS6",2009,7,"Angola",1,1,"1031000",NA,1034,"Standard_HS12","FaoStatName: PIGS"
"std-HS6",2009,7,"Angola",1,1,"1051200",NA,1079,"Standard_HS12","FaoStatName: TURKEYS"
"K",2009,7,"Angola",1,1,"1059900",NA,1068,"Country TL description (WITS) (could also be mapped to 1072)","Patos, gansos, perus, peruas e pintadas, das espécies domésticas, vivos, com peso > 185 g"
"K",2009,7,"Angola",1,1,"1060000",NA,1171,"Trademap TL description","Animals, live nes"
"K",2009,7,"Angola",1,1,"1063100",NA,1169,"Country TL description (WITS)","Aves de rapina, vivas"
"std-HS6",2009,7,"Angola",1,11,"11022010",NA,58,"Standard_HS12","FaoStatName: FLOUR OF MAIZE"
"std-HS6",2009,7,"Angola",1,11,"11022020",NA,58,"Standard_HS12","FaoStatName: FLOUR OF MAIZE"
"std-HS6",2009,7,"Angola",1,11,"11022090",NA,58,"Standard_HS12","FaoStatName: FLOUR OF MAIZE"
"K",2009,7,"Angola",1,11,"11032000",NA,111,"Country TL description (WITS) (could also be mapped to 16,38,48,58,72,80,84,90,95,98,104)","Grumos, sêmolas e pellets, de cereais : pellets"
"std-HS6",2009,7,"Angola",1,11,"11072000",NA,49,"Standard_HS12","FaoStatName: MALT"
"std-HS6",2009,7,"Angola",1,12,"12059000",NA,270,"Standard_HS12","FaoStatName: RAPESEED"
"K",2009,7,"Angola",1,12,"12072000",NA,329,"Trademap TL description","Sementes de algodão, mesmo trituradas"
"std-HS6",2009,7,"Angola",1,12,"12092100",NA,1294,"Standard_HS12","FaoStatName: SEEDS FOR PLANTING"
"std-HS6",2009,7,"Angola",1,12,"12092300",NA,1294,"Standard_HS12","FaoStatName: SEEDS FOR PLANTING"
"std-HS6",2009,7,"Angola",1,15,"15081010",NA,244,"Standard_HS12","FaoStatName: OIL OF GROUNDNUTS"
"std-HS6",2009,7,"Angola",1,15,"15111010",NA,257,"Standard_HS12","FaoStatName: OIL OF PALM"
"std-HS6",2009,7,"Angola",1,15,"15122190",NA,331,"Standard_HS12","FaoStatName: OIL OF COTTONSEED"
"std-HS6",2009,7,"Angola",1,15,"15132100",NA,258,"Standard_HS12","FaoStatName: OIL PALM KERNEL"
"std-HS6",2009,7,"Angola",1,15,"15151100",NA,334,"Standard_HS12","FaoStatName: OIL OF LINSEED"
"std-HS6",2009,7,"Angola",1,18,"18061001",NA,666,"Standard_HS12","FaoStatName: CHOCOLATE PRSNES"
"K",2009,7,"Angola",1,19,"19059010",NA,20,"Generic HS 2007 to FCL mapping","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes : outros: cápsulas vazias para medicamentos"
"K",2009,7,"Angola",1,19,"19059020",NA,22,"Generic HS 2007 to FCL mapping","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes : outros: obreias"
"K",2009,7,"Angola",1,19,"19059030",NA,18,"Trademap TL description","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes : outros: pasta seca de farinha, amido ou de fécula, em folhas, e produtos semelhantes"
"K",2009,7,"Angola",1,19,"19059090",NA,22,"Country TL description (WITS) (could also be mapped to 110)","Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula, em folhas, e produtos semelhantes : outros: outros"
"std-HS6",2009,7,"Angola",1,20,"20059100",NA,472,"Standard_HS12","FaoStatName: VEGETABLES PRESERVED NES"
"std-HS6",2009,7,"Angola",1,20,"20059900",NA,472,"Standard_HS12","FaoStatName: VEGETABLES PRESERVED NES"
"std-HS6",2009,7,"Angola",1,5,"5119100",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"K",2009,7,"Angola",1,20,"20091119",NA,492,"Trademap six-digit description","Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening matter (excluding containing spirit)"
"std-HS6",2009,7,"Angola",1,20,"20092111",NA,509,"Standard_HS12","FaoStatName: JUICE OF GRAPEFRUIT"
"K",2009,7,"Angola",1,20,"20093119",NA,513,"Trademap TL description (could also be mapped to 496,498)","Jugos de frutas u otros frutos (incluido el mosto de uva) o de hortalizas, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante : Jugo de cualquier otro agrio (cítrico) : De valor Brix inferior o igual a  20 "
"std-HS6",2009,7,"Angola",1,20,"20094119",NA,576,"Standard_HS12","FaoStatName: JUICE OF PINEAPPLES"
"K",2009,7,"Angola",1,20,"20095011",NA,390,"Generic HS 2007 to FCL (could also be mapped to 389)","Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter (excluding containing spirit)"
"K",2009,7,"Angola",1,20,"20095019",NA,390,"Trademap TL description (could also be mapped to 389)","Jugos de frutas u otros frutos (incluido el mosto de uva) o de hortalizas, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante : Jugo de tomate"
"std-HS6",2009,7,"Angola",1,20,"20096119",NA,562,"Standard_HS12","FaoStatName: grape juice"
"std-HS6",2009,7,"Angola",1,20,"20097119",NA,518,"Standard_HS12","FaoStatName: APPLEJUICE SINGLE STRENG"
"K",2009,7,"Angola",1,20,"20098011",NA,622,"Trademap TL description (could also be mapped to 466,538,539,583)","Jugos de frutas u otros frutos (incluido el mosto de uva) o de hortalizas, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante : Jugo de cualquier otra fruta o fruto, u hortaliza"
"K",2009,7,"Angola",1,20,"20098019",NA,622,"Trademap TL description (could also be mapped to 466,538,539,583)","Jugos de frutas u otros frutos (incluido el mosto de uva) o de hortalizas, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante : Jugo de cualquier otra fruta o fruto, u hortaliza"
"K",2009,7,"Angola",1,20,"20099011",NA,622,"Trademap TL description (could also be mapped to 466)","Jugos de frutas u otros frutos (incluido el mosto de uva) o de hortalizas, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante : Mezclas de jugos "
"K",2009,7,"Angola",1,20,"20099019",NA,622,"Trademap TL description (could also be mapped to 466)","Jugos de frutas u otros frutos (incluido el mosto de uva) o de hortalizas, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante : Mezclas de jugos"
"K",2009,7,"Angola",1,21,"21069010",NA,632,"Trademap TL description","Preparações alimentícias não especificadas nem compreendidas noutras posições : outras: preparações alcoólicas compostas, dos tipos utilizados na fabricação de bebidas, excepto as preparações à base de substâncias odoríferas"
"K",2009,7,"Angola",1,21,"21069020",NA,633,"Trademap TL description","Preparações alimentícias não especificadas nem compreendidas noutras posições : outras: bebidas concentradas em embalagens industriais superior a 10 kg"
"K",2009,7,"Angola",1,21,"21069090",NA,1232,"Trademap TL description","Preparações alimentícias não especificadas nem compreendidas noutras posições : outras: outras"
"std-HS6",2009,7,"Angola",1,22,"22042900",NA,564,"Standard_HS12","FaoStatName: WINE"
"std-HS6",2009,7,"Angola",1,23,"23012000",NA,1174,"Standard_HS12","FaoStatName: MEAL FISH"
"std-HS6",2009,7,"Angola",1,23,"23031000",NA,846,"Standard_HS12","FaoStatName: GLUTEN FEED&MEAL"
"K",2009,7,"Angola",1,23,"23032000",NA,170,"Trademap TL description, Old SWS series (could also be mapped to 169)","Resíduos da fabricação do amido e resíduos semelhantes, polpas de beterraba, bagaços de cana-de-açúcar e outros desperdícios da indústria do açúcar, borras e desperdícios da indústria da cerveja e das destilarias, mesmo em pellets : polpas de beterraba, bagaços de cana-de-açúcar e outros desperdícios da indústria do açúcar"
"std-HS6",2009,7,"Angola",1,23,"23064900",NA,272,"Standard_HS12","FaoStatName: CAKE OF RAPESEED"
"std-HS6",2009,7,"Angola",1,33,"33012400",NA,753,"Standard_HS12","FaoStatName: OIL ESSENTIAL NES"
"std-HS6",2009,7,"Angola",1,35,"35021100",NA,916,"Standard_HS12","FaoStatName: egg albumin"
"std-HS6",2009,7,"Angola",1,38,"38231100",NA,1276,"Standard_HS12","FaoStatName: FATTY ACIDS"
"std-HS6",2009,7,"Angola",1,38,"38231300",NA,1276,"Standard_HS12","FaoStatName: FATTY ACIDS"
"K",2009,7,"Angola",1,43,"43018000",NA,1195,"Country TL description (WITS) (could also be mapped to 1146)","Peles com pelo em bruto (incluindo as cabeças, caudas, patas e outras partes utilizáveis na indústria de peles), exceto as peles em bruto das posições 4101, 4102 ou 4103 : de outros animais, inteiras, com ou cabeça, cauda ou patas"
"std-HS6",2009,7,"Angola",1,50,"50010000",NA,1185,"Standard_HS12","FaoStatName: COCOONS REELABLE"
"std-HS6",2009,7,"Angola",1,50,"50030000",NA,1187,"Standard_HS12","FaoStatName: COCOON UNR.&WASTE"
"std-HS6",2009,7,"Angola",1,5,"5029000",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"std-HS6",2009,7,"Angola",1,5,"5051000",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"std-HS6",2009,7,"Angola",1,5,"5080000",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"std-HS6",2009,7,"Angola",1,51,"51011100",NA,987,"Standard_HS12","FaoStatName: WOOL GREASY"
"std-HS6",2009,7,"Angola",1,51,"51011900",NA,987,"Standard_HS12","FaoStatName: WOOL GREASY"
"std-HS6",2009,7,"Angola",1,51,"51012900",NA,988,"Standard_HS12","FaoStatName: WOOL DEGREASED"
"std-HS6",2009,7,"Angola",1,51,"51031000",NA,1009,"Standard_HS12","FaoStatName: WOOL;HAIR WASTE"
"std-HS6",2009,7,"Angola",1,51,"51051000",NA,1008,"Standard_HS12","FaoStatName: HAIR CARDED/ COMBED"
"K",2009,7,"Angola",1,51,"51052900",NA,1010,"Trademap TL description (could also be mapped to 1008)","Wool tops and other combed wool, other than combed wool in fragments"
"std-HS6",2009,7,"Angola",1,5,"5111000",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"std-HS6",2009,7,"Angola",1,53,"53012100",NA,773,"Standard_HS12","FaoStatName: FLAX FIBRE & TOW"
"K",2009,7,"Angola",1,53,"53050000",NA,821,"Generic HS 2007 to FCL mapping","Coconut, abaca Manila hemp or Musa textilis Nee"
"std-HS6",2009,7,"Angola",1,53,"53081000",NA,813,"Standard_HS12","FaoStatName: COIR"
"std-HS6",2009,7,"Angola",1,6,"6012000",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"std-HS6",2009,7,"Angola",1,6,"6023000",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"std-HS6",2009,7,"Angola",1,6,"6031100",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"std-HS6",2009,7,"Angola",1,6,"6031200",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"std-HS6",2009,7,"Angola",1,6,"6031300",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"std-HS6",2009,7,"Angola",1,6,"6031400",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"std-HS6",2009,7,"Angola",1,6,"6031900",NA,1293,"Standard_HS12","FaoStatName: CRUDE MATERIALS"
"K",2009,7,"Angola",1,6,"6041000",NA,1293,"Trademap TL description","Mosses and lichens suitable for bouquets or for ornamental purposes"
"std-HS6",2009,7,"Angola",1,7,"7123300",NA,450,"Standard_HS12","FaoStatName: DRIED MUSHROOMS"
"std-HS6",2009,7,"Angola",1,7,"7133310",NA,176,"Standard_HS12","FaoStatName: BEANS DRY"
"std-HS6",2009,7,"Angola",1,7,"7133320",NA,176,"Standard_HS12","FaoStatName: BEANS DRY"
"std-HS6",2009,7,"Angola",1,7,"7133390",NA,176,"Standard_HS12","FaoStatName: BEANS DRY"
"K",2009,7,"Angola",1,8,"8026000",NA,234,"Trademap TL description","Los demás frutos de cáscara frescos o secos, incluso sin cáscara o mondados : Nueces de macadamia"
"K",2009,7,"Angola",1,8,"8104000",NA,558,"Country TL description (WITS) (could also be mapped to 552,554)","Outras frutas frescas : airelas, mirtilos e outras frutas do género vaccinium"
"std-HS6",2009,7,"Angola",1,8,"8140000",NA,623,"Standard_HS12","FaoStatName: FRUIT Prp NES"
"std-HS6",2009,7,"Angola",1,9,"9061100",NA,693,"Standard_HS12","FaoStatName: CINNAMON(CANELLA)"
"std-HS6",2009,7,"Angola",1,9,"9061900",NA,693,"Standard_HS12","FaoStatName: CINNAMON(CANELLA)"
"1",2009,73,"Georgia",1,3,"30890",30890000,0,"FISHERY CODE: DROP",NA
"K",2009,73,"Georgia",1,41,"410190",410190000,920,"Trademap TL description, Old SWS series (could also be mapped to 921, 1103)","Butts, bends, bellies and split raw hides and skins of bovine incl. buffalo or equine animals"
"1",2009,73,"Georgia",2,1,"10633",10633000,0,NA,NA
"K",2009,73,"Georgia",2,41,"410190",410190000,920,"Trademap TL description, Old SWS series (could also be mapped to 921, 1103)","Butts, bends, bellies and split raw hides and skins of bovine incl. buffalo or equine animals"
