"mapped_by","year","reporter_fao","reporter_name","flow","hs_chap","hs","hs_extend","fcl","details","tl_description"
"A",2013,90,"Guinea",2,8,"802700000",802700000,224,"Standard_HS12","FaoStatName: KOLANUTS"
"A",2013,90,"Guinea",1,8,"808300000",808300000,521,"Standard_HS12","FaoStatName: PEARS"
"A",2013,90,"Guinea",2,10,"1008400000",1008400000,94,"Standard_HS12","FaoStatName: FONIO"
"A",2013,90,"Guinea",2,12,"1202419000",1202419000,242,"Standard_HS12","FaoStatName: GROUNDNUTS IN SHELL"
"A",2014,90,"Guinea",1,12,"1202429000",1202429000,243,"Standard_HS12","FaoStatName: GROUNDNUTS SHELLED"
"A",2014,90,"Guinea",1,15,"1501100000",1501100000,1043,"Standard_HS12","FaoStatName: LARD"
"A",2013,90,"Guinea",1,15,"1501200000",1501200000,1043,"Standard_HS12","FaoStatName: LARD"
"K",2013,90,"Guinea",2,15,"1514190000",1514190000,271,"Trademap description, old SWS series (could also be mapped to 293)","Huiles de navette ou de colza à faible teneur en acide érucique, huiles fixes dont la teneur en acide érucique est < 2%, et leurs fractions, même raffinées, mais non chimiquement modifiées (à l'excl. des huiles brutes)"
"K",2013,90,"Guinea",1,17,"1701149000",1701149000,162,"Trademap description (could also be mapped to 163)","Sucres de canne ou de betterave et saccharose chimiquement pur, à l'état solide. sucres bruts sans addition d'aromatisants ou de colorants : autres sucres de canne: autres"
"A",2013,90,"Guinea",1,20,"2008970000",2008970000,623,"Standard_HS12","FaoStatName: FRUIT Prp NES"
"A",2014,90,"Guinea",1,20,"2009419000",2009419000,576,"Standard_HS12","FaoStatName: JUICE OF PINEAPPLES"
"A",2013,90,"Guinea",1,20,"2009811000",2009811000,622,"Standard_HS12","FaoStatName: FRUIT JUICE NES"
"A",2013,90,"Guinea",1,20,"2009819000",2009819000,622,"Standard_HS12","FaoStatName: FRUIT JUICE NES"
"A",2013,90,"Guinea",2,20,"2009819000",2009819000,622,"Standard_HS12","FaoStatName: FRUIT JUICE NES"
"K",2014,90,"Guinea",1,20,"2009891100",2009891100,622,"Trademap description","Jus de fruits (y compris les moûts de raisin) ou de légumes, non fermentés, sans addition d'alcool, avec ou sans addition de sucre ou d'autres édulcorants: Jus de tout autre fruit ou légume : Autres : Jus de goyaves : Concentrés, présentés en emballages de 25 Kg ou plus destinés à l'industrie"
"K",2014,90,"Guinea",1,20,"2009891900",2009891900,622,"Trademap description","Jus de fruits (y compris les moûts de raisin) ou de légumes, non fermentés, sans addition d'alcool, avec ou sans addition de sucre ou d'autres édulcorants: Jus de tout autre fruit ou légume : Autres : Jus de goyaves : Autres"
"K",2013,90,"Guinea",1,20,"2009893900",2009893900,622,"Trademap description, Old SWS series (could also be mapped to 466,538,539,583)","Jus de fruits (y compris les moûts de raisin) ou de légumes, non fermentés, sans addition d'alcool, avec ou sans addition de sucre ou d'autres édulcorants. jus de tout autre fruit ou légume : autres: autres"
"K",2014,90,"Guinea",1,20,"2009899100",2009899100,622,"Trademap description, Old SWS series (could also be mapped to 466,538,539,583)","Jus de fruits (y compris les moûts de raisin) ou de légumes, non fermentés, sans addition d'alcool, avec ou sans addition de sucre ou d'autres édulcorants: Jus de tout autre fruit ou légume : Autres : Autres : Concentrés, présentés en emballages de 25 Kg ou plus destinés à l'industrie"
"K",2013,90,"Guinea",1,20,"2009899900",2009899900,622,"Trademap description, Old SWS series (could also be mapped to 466,538,539,583)","Jus de fruits (y compris les moûts de raisin) ou de légumes, non fermentés, sans addition d'alcool, avec ou sans addition de sucre ou d'autres édulcorants. jus de tout autre fruit ou légume : autres: autres"
"K",2013,90,"Guinea",2,20,"2009899900",2009899900,622,"Trademap description, Old SWS series (could also be mapped to 466,538,539,583)","Jus de fruits (y compris les moûts de raisin) ou de légumes, non fermentés, sans addition d'alcool, avec ou sans addition de sucre ou d'autres édulcorants. jus de tout autre fruit ou légume : autres: autres"
"A",2015,147,"Namibia",1,12,"12024100",12024100,242,"Standard_HS12","FaoStatName: GROUNDNUTS IN SHELL"
"K",2013,196,"Seychelle",1,1,"1011000",1011000,1096,"Trademap description (could also be mapped to 1107, 1110)","Live Pure-bred breeding horses,"
"K",2013,90,"Guinea",1,41,"4101900000",4101900000,920,"Trademap description, Old SWS series (could also be mapped to 921, 1103)","Croupons, demi-croupons, flancs et cuirs et peaux refendus, bruts, de bovins [y.c. les buffles] ou d'équidés, même épilés, frais, ou salés, séchés, chaulés, picklés ou autrement conservés ainsi que cuirs et peaux entiers d'un poids unitaire > 8 kg mais < 16 kg lorsqu'ils sont secs et > 10 kg mais < 16 kg lorsqu'ils sont salés secs (à l'excl. des peaux tannées, parcheminées ou autrement préparées)"
"K",2013,90,"Guinea",1,53,"5305000000",5305000000,821,"Trademap description (could also be mapped to 809)","Coco, abaca [chanvre de manille ou 'musa textilis nee'], ramie, agave et autres fibres textiles végétales, n.d.a., bruts ou travaillés mais non-filés; étoupes et déchets de ces fibres, y.c. les déchets de fils et les effilochés"
"K",2014,95,"Honduras",1,2,"207459000",207459000,1069,"Trademap TL description (could also be mapped to 1075)","Carne y despojos comestibles, de aves de la partida 0105, frescos, refrigerados o congelados. de pato: los demás, congelados: - - - otros"
"A",2014,95,"Honduras",1,4,"407190001",407190001,1091,"Standard_HS12","FaoStatName: EGGS EXCL HENEGGS"
"A",2014,95,"Honduras",1,12,"1207700000",1207700000,299,"Standard_HS12","FaoStatName: Melonseeds"
"A",2014,95,"Honduras",1,8,"802620000",802620000,234,"Standard_HS12","FaoStatName: Nuts nes (MACADAMIA NUTS)"
"A",2014,95,"Honduras",1,7,"713600000",713600000,197,"Standard_HS12","FaoStatName: PIGEON PEAS"
"A",2014,95,"Honduras",1,7,"713350000",713350000,195,"Standard_HS12","FaoStatName: COW PEAS DRY"
"A",2014,103,"Iraq",1,1,"1019090",1019090,1110,"Standard_HS12","FaoStatName: MULES"
"K",2013,103,"Iraq",2,2,"2090010",2090010,1065,"Trademap six-digit description (could also be mapped to 1037, 1040)","Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked"
"K",2014,103,"Iraq",1,4,"4070000",4070000,1062,"Trademap description (could also be mapped to 1091)","Birds'' eggs, in shell, fresh, preserved or cooked (detailed label not available)"
"K",2014,103,"Iraq",1,8,"8103000",8103000,550,"Trademap description (could also be mapped to 549)","Fresh black, white or red currants and gooseberries (detailed label not available)"
"A",2014,103,"Iraq",1,35,"35019090",35019090,917,"Standard_HS12","FaoStatName: CASEIN"
"K",2013,83,"Kiribati",1,4,"40700",4070000,1062,"Trademap six-digit description, Old SWS time series (could also be mapped to 1091)","Birds' eggs, in shell, fresh, preserved or cooked"
"K",2013,83,"Kiribati",1,19,"190590",19059000,110,"Trademap six-digit description, historic time series of country (most trade occurs under the code for biscuits) (could also be mapped to 22)","Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products (excluding crispbread, gingerbread and the like, sweet biscuits, waffles, wafers not mentioned, rusks, toasted bread and similar toasted products)"
"A",2015,113,"Kyrgyzstan",1,1,"101210000",101210000,1096,"Standard_HS12","FaoStatName: HORSES"
"A",2015,113,"Kyrgyzstan",2,1,"101210000",101210000,1096,"Standard_HS12","FaoStatName: HORSES"
"A",2015,113,"Kyrgyzstan",1,1,"101299000",101299000,1096,"Standard_HS12","FaoStatName: HORSES"
"A",2015,113,"Kyrgyzstan",2,1,"106410002",106410002,1181,"Standard_HS12","FaoStatName: BEEHIVES"
"A",2015,113,"Kyrgyzstan",2,1,"106410003",106410003,1181,"Standard_HS12","FaoStatName: BEEHIVES"
"K",2015,113,"Kyrgyzstan",1,2,"207441009",207441009,1069,"Trademap description","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen. Of ducks : Other, fresh or chilledDucks: other, fresh or chilled: parts of carcass: boned meat: other"
"K",2015,113,"Kyrgyzstan",1,2,"207442109",207442109,1069,"Trademap description","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen. Of ducks : Other, fresh or chilledDucks: other, fresh or chilled: parts of carcass: boneless meat: halves or quarters: other"
"K",2015,113,"Kyrgyzstan",1,2,"207445101",207445101,1069,"Trademap description","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen. Of ducks : Other, fresh or chilledDucks: other, fresh or chilled: parts of carcass: boneless meat: breasts and parts: according to the order, described in the Additional Note 4 of the Customs Union (CU) to the group 02"
"K",2015,113,"Kyrgyzstan",1,2,"207445109",207445109,1069,"Trademap description","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen. Of ducks : Other, fresh or chilledDucks: other, fresh or chilled: parts of carcass: boneless meat: breasts and parts: other"
"K",2015,113,"Kyrgyzstan",1,2,"207451009",207451009,1069,"Trademap description","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen. Of ducks : Other, frozenDucks: other, frozen: parts of carcass: boned meat: other"
"K",2015,113,"Kyrgyzstan",1,4,"401401000",401401000,885,"Trademap description, Jellyfish mapping (previously anything with milkfat higher than 6 percent was mapped to 885 cream) (could also be mapped to 882,883,951,982,1020,1130)","Milk and cream, not concentrated nor containing added sugar or other sweetening matter. Of a fat content, by weight, exceeding 6 % but not exceeding 10%with fat content more than 6 wt.%, but no more than 10 wt.%: in immediate packings of net weight not exceeding 2 litres"
"K",2015,113,"Kyrgyzstan",2,4,"401401000",401401000,885,"Trademap description, Jellyfish mapping (previously anything with milkfat higher than 6 percent was mapped to 885 cream) (could also be mapped to 882,883,951,982,1020,1130)","Milk and cream, not concentrated nor containing added sugar or other sweetening matter. Of a fat content, by weight, exceeding 6 % but not exceeding 10%with fat content more than 6 wt.%, but no more than 10 wt.%: in immediate packings of net weight not exceeding 2 litres"
"K",2015,113,"Kyrgyzstan",1,4,"401409000",401409000,885,"Trademap description, Jellyfish mapping (previously anything with milkfat higher than 6 percent was mapped to 885 cream) (could also be mapped to 882,883,951,982,1020,1130)","Milk and cream, not concentrated nor containing added sugar or other sweetening matter. Of a fat content, by weight, exceeding 6 % but not exceeding 10%with fat content more than 6 wt.%, but no more than 10 wt.%: other"
"K",2015,113,"Kyrgyzstan",2,4,"401409000",401409000,885,"Trademap description, Jellyfish mapping (previously anything with milkfat higher than 6 percent was mapped to 885 cream) (could also be mapped to 882,883,951,982,1020,1130)","Milk and cream, not concentrated nor containing added sugar or other sweetening matter. Of a fat content, by weight, exceeding 6 % but not exceeding 10%with fat content more than 6 wt.%, but no more than 10 wt.%: other"
"K",2015,113,"Kyrgyzstan",1,4,"401501100",401501100,885,"Trademap description, Jellyfish mapping (previously anything with milkfat higher than 6 percent was mapped to 885 cream) (could also be mapped to 882,883,951,982,1020,1130)","Milk and cream, not concentrated nor containing added sugar or other sweetening matter. Of a fat content, by weight, exceeding 10 %with fat content more than 10 wt.%: not exceeding 21%: in immediate packings of net weight not exceeding 2 litres"
"K",2015,113,"Kyrgyzstan",1,4,"401501900",401501900,885,"Trademap description, Jellyfish mapping (previously anything with milkfat higher than 6 percent was mapped to 885 cream) (could also be mapped to 882,883,951,982,1020,1130)","Milk and cream, not concentrated nor containing added sugar or other sweetening matter. Of a fat content, by weight, exceeding 10 %with fat content more than 10 wt.%: not exceeding 21%: other"
"K",2015,113,"Kyrgyzstan",1,4,"401509900",401509900,885,"Trademap description, Jellyfish mapping (previously anything with milkfat higher than 6 percent was mapped to 885 cream) (could also be mapped to 882,883,951,982,1020,1130)","Milk and cream, not concentrated nor containing added sugar or other sweetening matter. Of a fat content, by weight, exceeding 10 %with fat content more than 10 wt.%: more than 45%: other"
"A",2015,113,"Kyrgyzstan",1,4,"407210000",407210000,1062,"Standard_HS12","FaoStatName: HEN EGGS"
"A",2015,113,"Kyrgyzstan",1,4,"407299000",407299000,1091,"Standard_HS12","FaoStatName: EGGS EXCL HENEGGS"
"A",2015,113,"Kyrgyzstan",2,4,"407299000",407299000,1091,"Standard_HS12","FaoStatName: EGGS EXCL HENEGGS"
"A",2015,113,"Kyrgyzstan",1,7,"709931000",709931000,394,"Standard_HS12","FaoStatName: PUMPKINS,SQUASH, GOURDS"
"A",2015,113,"Kyrgyzstan",1,7,"709939000",709939000,394,"Standard_HS12","FaoStatName: PUMPKINS,SQUASH, GOURDS"
"A",2015,113,"Kyrgyzstan",2,7,"709939000",709939000,394,"Standard_HS12","FaoStatName: PUMPKINS,SQUASH, GOURDS"
"K",2015,113,"Kyrgyzstan",1,7,"709991000",709991000,463,"Trademap description","Other vegetables, fresh or chilled. Other : Otherother: other: salad vegetables, except for the lettuce (Lactuca sativa) and chicory (Cichorium spp.)"
"K",2015,113,"Kyrgyzstan",2,7,"709991000",709991000,463,"Trademap description","Other vegetables, fresh or chilled. Other : Otherother: other: salad vegetables, except for the lettuce (Lactuca sativa) and chicory (Cichorium spp.)"
"K",2015,113,"Kyrgyzstan",1,7,"709995000",709995000,463,"Country TL description (WITS), FCL descriptions","Other vegetables, fresh or chilled. Other : Other: Fennel"
"K",2015,113,"Kyrgyzstan",2,7,"709996000",709996000,446,"Trademap description","Other vegetables, fresh or chilled. Other : Otherother: other: sweetcorn"
"K",2015,113,"Kyrgyzstan",1,7,"709999000",709999000,463,"Trademap description (could also be mapped to 378,430)","Other vegetables, fresh or chilled. Other : Otherother: other: other"
"K",2015,113,"Kyrgyzstan",2,7,"709999000",709999000,463,"Trademap description (could also be mapped to 378,430)","Other vegetables, fresh or chilled. Other : Otherother: other: other"
"K",2015,113,"Kyrgyzstan",1,8,"803901000",803901000,486,"Trademap description","Bananas, including plantains, fresh or dried. Otherother: fresh"
"K",2015,113,"Kyrgyzstan",2,8,"803901000",803901000,486,"Trademap description","Bananas, including plantains, fresh or dried. Otherother: fresh"
"K",2015,113,"Kyrgyzstan",1,8,"803909000",803909000,604,"Trademap description","Bananas, including plantains, fresh or dried. Otherother: dried"
"A",2015,113,"Kyrgyzstan",1,8,"808309000",808309000,521,"Standard_HS12","FaoStatName: PEARS"
"A",2015,113,"Kyrgyzstan",2,8,"808309000",808309000,521,"Standard_HS12","FaoStatName: PEARS"
"A",2015,113,"Kyrgyzstan",1,8,"808400000",808400000,523,"Standard_HS12","FaoStatName: QUINCES"
"A",2015,113,"Kyrgyzstan",2,8,"808400000",808400000,523,"Standard_HS12","FaoStatName: QUINCES"
"A",2015,113,"Kyrgyzstan",1,8,"810700000",810700000,587,"Standard_HS12","FaoStatName: PERSIMMONS"
"A",2015,113,"Kyrgyzstan",2,8,"810700000",810700000,587,"Standard_HS12","FaoStatName: PERSIMMONS"
"A",2015,113,"Kyrgyzstan",1,12,"1202300000",1202300000,242,"Standard_HS12","FaoStatName: GROUNDNUTS IN SHELL"
"A",2015,113,"Kyrgyzstan",1,12,"1202410000",1202410000,242,"Standard_HS12","FaoStatName: GROUNDNUTS IN SHELL"
"A",2015,113,"Kyrgyzstan",1,12,"1202420000",1202420000,243,"Standard_HS12","FaoStatName: GROUNDNUTS SHELLED"
"A",2015,113,"Kyrgyzstan",1,12,"1207700000",1207700000,299,"Standard_HS12","FaoStatName: Melonseeds"
"K",2015,113,"Kyrgyzstan",1,17,"1701139021",1701139021,162,"Country TL description (WITS) (could also be mapped to 163)","Cane or beet sugar and chemically pure sucrose, in solid form: Raw sugar not containing added flavouring or colouring matter: Cane sugar specified in subheading note 2 to this chapter: no description available at 10-digit level"
"K",2015,113,"Kyrgyzstan",1,17,"1701139035",1701139035,162,"Country TL description (WITS) (could also be mapped to 163)","Cane or beet sugar and chemically pure sucrose, in solid form: Raw sugar not containing added flavouring or colouring matter: Cane sugar specified in subheading note 2 to this chapter: no description available at 10-digit level"
"A",2015,113,"Kyrgyzstan",1,20,"2008975900",2008975900,623,"Standard_HS12","FaoStatName: FRUIT Prp NES"
"A",2015,113,"Kyrgyzstan",1,20,"2008979800",2008979800,623,"Standard_HS12","FaoStatName: FRUIT Prp NES"
"K",2015,147,"Namibia",1,2,"2075500",2075500,1073,"Trademap description (could also be mapped to 1074)","Frozen cuts and edible offal of domestic geese"
"A",2015,147,"Namibia",1,2,"2075300",2075300,1074,"Standard_HS12","FaoStatName: OFFALS LIVER GEESE"
"A",2015,147,"Namibia",2,2,"2076000",2076000,1058,"Standard_HS12","FaoStatName: MEAT OF CHICKENS"
"A",2015,147,"Namibia",1,12,"12024200",12024200,243,"Standard_HS12","FaoStatName: GROUNDNUTS SHELLED"
"K",2010,196,"Seychelle",1,1,"1011010",1011010,1096,"Trademap six-digit description (could also be mapped to 1107, 1110)","Pure-bred breeding horses and asses"
"K",2012,196,"Seychelle",1,1,"1011090",1011090,1096,"Trademap six-digit description (could also be mapped to 1107, 1110)","Pure-bred breeding horses and asses"
"K",2015,196,"Seychelle",1,1,"1021000",1021000,866,"Trademap description (could also be mapped to 946)","Live Pure-bred breeding bovine animals"
"A",2010,196,"Seychelle",1,1,"1051200",1051200,1079,"Standard_HS12","FaoStatName: TURKEYS"
"A",2014,196,"Seychelle",2,2,"2071200",2071200,1058,"Standard_HS12","FaoStatName: MEAT OF CHICKENS"
"K",2015,196,"Seychelle",1,8,"8026010",8026010,234,"Country TL description (WITS)","Fresh macadamia nuts"
"K",2013,196,"Seychelle",1,8,"8026020",8026020,234,"Trademap description","Dried macadamia nuts"
"A",2012,196,"Seychelle",1,8,"8031010",8031010,489,"Standard_HS12","FaoStatName: PLANTAINS"
"K",2012,196,"Seychelle",1,15,"15149100",15149100,293,"Country TL description (WITS)","Crude oil from mustard & its fraction whether or not refined but not chemically modified"
"K",2011,196,"Seychelle",1,20,"20098011",20098011,622,"Country TL description (WITS), Old SWS series (could also be mapped to 466,538,539,583)","Juice of any other single fruit/veg with no added sugar in bottle of PET/Plastic"
"K",2012,196,"Seychelle",1,20,"20098012",20098012,622,"Country TL description (WITS), Old SWS series (could also be mapped to 466,538,539,583)","Juice of any other single fruit/veg with no added sugar in metal containers"
"K",2010,196,"Seychelle",1,20,"20098013",20098013,622,"Trademap description, Old SWS series (could also be mapped to 466,538,539,583)","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter: ---Other"
"K",2012,196,"Seychelle",1,20,"20098019",20098019,622,"Country TL description (WITS), Old SWS series (could also be mapped to 466,538,539,583)","Juice of any other single fruit/veg with no added sugar in containers of other material"
"K",2012,196,"Seychelle",1,20,"20098021",20098021,622,"Trademap description, Old SWS series (could also be mapped to 466,538,539,583)","Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening matter (excl. containing spirit, mixtures, and juice of citrus fruit, pineapples, tomatoes, grapes, incl. grape must and apples) (detailed label not available)"
"K",2012,196,"Seychelle",1,20,"20098022",20098022,622,"Trademap description, Old SWS series (could also be mapped to 466,538,539,583)","Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening matter (excl. containing spirit, mixtures, and juice of citrus fruit, pineapples, tomatoes, grapes, incl. grape must and apples) (detailed label not available)"
"K",2012,196,"Seychelle",1,20,"20098029",20098029,622,"Trademap description, Old SWS series (could also be mapped to 466,538,539,583)","Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening matter (excl. containing spirit, mixtures, and juice of citrus fruit, pineapples, tomatoes, grapes, incl. grape must and apples) (detailed label not available)"
"K",2010,196,"Seychelle",1,20,"20098090",20098090,622,"Trademap description, Old SWS series (could also be mapped to 466,538,539,583)","Other juice of any single fruit or vegetable"
"K",2010,196,"Seychelle",1,20,"20098091",20098091,622,"Country TL description (WITS), Old SWS series (could also be mapped to 466,538,539,583)","Juice of any other single fruit/veg with added sugar in bottle of PET/plastic"
"K",2010,196,"Seychelle",1,20,"20098092",20098092,622,"Country TL description (WITS), Old SWS series (could also be mapped to 466,538,539,583)","Juice of any other single fruit/veg with added sugar in containers made of metal"
"K",2010,196,"Seychelle",1,20,"20098099",20098099,622,"Country TL description (WITS), Old SWS series (could also be mapped to 466,538,539,583)","Juice of any othe single fruit/veg with added sugar in containers of other materials"
"K",2011,196,"Seychelle",1,23,"23032000",23032000,170,"Country TL description (WITS) (could also be mapped to 169)","Beet-pulp, bagasse and other waste of sugar manufacture"
"A",2010,196,"Seychelle",1,38,"38231200",38231200,1276,"Standard_HS12","FaoStatName: FATTY ACIDS"
"K",2010,196,"Seychelle",1,41,"41015000",41015000,920,"Trademap six-digit description (could also be mapped to 921,1103)","Whole raw hides and skins of bovine incl. buffalo or equine animals, whether or not dehaired or split, of a weight per skin > 16 kg, fresh, or salted, dried, limed, pickled or otherwise preserved (excluding tanned, parchment-dressed or further prepared)"
"K",2014,196,"Seychelle",1,53,"53050000",53050000,821,"Trademap description, old SWS series (could also be mapped to 809)","Coconut, abaca Manila hemp or Musa textilis Nee, ramie, agave and other vegetable textile fibres, n.e.s., raw or processed, but not spun; tow, noils and waste of such fibres, incl. yarn waste and garnetted stock"
"A",2012,196,"Seychelle",1,53,"53081000",53081000,813,"Standard_HS12","FaoStatName: COIR"
"A",2010,188,"St Kitts Nev",1,1,"1019010",1019010,1110,"Standard_HS12","FaoStatName: MULES"
"A",2010,188,"St Kitts Nev",2,1,"1019010",1019010,1110,"Standard_HS12","FaoStatName: MULES"
"A",2011,188,"St Kitts Nev",1,1,"1019090",1019090,1110,"Standard_HS12","FaoStatName: MULES"
"A",2010,188,"St Kitts Nev",2,1,"1019090",1019090,1110,"Standard_HS12","FaoStatName: MULES"
"K",2010,188,"St Kitts Nev",2,1,"1061110",1061110,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Mammals: Primates: Monkeys"
"K",2011,188,"St Kitts Nev",1,1,"1061190",1061190,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Mammals: Primates: Other"
"K",2010,188,"St Kitts Nev",1,1,"1063100",1063100,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Birds: Birds of prey"
"K",2011,188,"St Kitts Nev",2,1,"1063200",1063200,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Birds: Psittaciformes (including parrots, parakeets, macaws and cockatoos)."
"K",2010,188,"St Kitts Nev",1,1,"1063200",1063200,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Birds: Psittaciformes (including parrots, parakeets, macaws and cockatoos)."
"K",2011,188,"St Kitts Nev",1,1,"1063910",1063910,1083,"Trademap description","Other live animals. Birds: Other: Pigeons"
"K",2011,188,"St Kitts Nev",1,1,"1063990",1063990,1083,"Trademap description","Other live animals. Birds: Other: Other birds"
"K",2010,188,"St Kitts Nev",1,1,"1069030",1069030,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Other: Dogs"
"K",2010,188,"St Kitts Nev",2,1,"1069030",1069030,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Other: Dogs"
"K",2011,188,"St Kitts Nev",2,1,"1069040",1069040,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Other: Cats"
"K",2010,188,"St Kitts Nev",1,1,"1069040",1069040,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Other: Cats"
"K",2011,188,"St Kitts Nev",1,1,"1069090",1069090,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Other: Other"
"K",2010,188,"St Kitts Nev",2,1,"1069090",1069090,1169,"Trademap description (could also be mapped to 1171)","Other live animals. Other: Other"
"A",2011,188,"St Kitts Nev",1,2,"2109900",2109900,1164,"Standard_HS12","FaoStatName: MEAT DRIED NES"
"A",2011,188,"St Kitts Nev",1,7,"7095900",7095900,449,"Standard_HS12","FaoStatName: MUSHROOMS"
"A",2010,188,"St Kitts Nev",1,8,"8055010",8055010,497,"Standard_HS12","FaoStatName: LEMONS AND LIMES"
"A",2010,188,"St Kitts Nev",1,8,"8055020",8055020,497,"Standard_HS12","FaoStatName: LEMONS AND LIMES"
"A",2010,188,"St Kitts Nev",2,8,"8093000",8093000,534,"Standard_HS12","FaoStatName: PEACHES AND NECTARINES"
"K",2010,188,"St Kitts Nev",1,11,"11032000",11032000,111,"Trademap description (could also be mapped to 16,38,48,58,72,80,84,90,95,98,104)","Cereal groats, meal and pellets. Pellets"
"K",2011,188,"St Kitts Nev",1,15,"15141900",15141900,271,"Trademap description, old SWS series (could also be mapped to 293)","Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified. Low erucic acid rape or colza oil and its fractions: Other"
"K",2011,188,"St Kitts Nev",1,15,"15149100",15149100,271,"Trademap description, old SWS series (could also be mapped to 293)","Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified. Other: Crude oil"
"K",2010,188,"St Kitts Nev",1,15,"15149900",15149900,271,"Trademap description, old SWS series (could also be mapped to 293)","Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified. Other: Other"
"A",2011,188,"St Kitts Nev",1,20,"20091210",20091210,491,"Standard_HS12","FaoStatName: JUICE OF ORANGES"
"A",2011,188,"St Kitts Nev",1,20,"20091220",20091220,491,"Standard_HS12","FaoStatName: JUICE OF ORANGES"
"A",2011,188,"St Kitts Nev",1,20,"20091290",20091290,491,"Standard_HS12","FaoStatName: JUICE OF ORANGES"
"A",2010,188,"St Kitts Nev",1,20,"20092110",20092110,509,"Standard_HS12","FaoStatName: JUICE OF GRAPEFRUIT"
"A",2011,188,"St Kitts Nev",1,20,"20092120",20092120,509,"Standard_HS12","FaoStatName: JUICE OF GRAPEFRUIT"
"A",2010,188,"St Kitts Nev",1,20,"20092130",20092130,509,"Standard_HS12","FaoStatName: JUICE OF GRAPEFRUIT"
"A",2011,188,"St Kitts Nev",1,20,"20092190",20092190,509,"Standard_HS12","FaoStatName: JUICE OF GRAPEFRUIT"
"A",2011,188,"St Kitts Nev",1,20,"20092920",20092920,510,"Standard_HS12","FaoStatName: GRAPEFRUITJUICE COCENTR"
"A",2010,188,"St Kitts Nev",1,20,"20092990",20092990,510,"Standard_HS12","FaoStatName: GRAPEFRUITJUICE COCENTR"
"K",2010,188,"St Kitts Nev",1,20,"20093111",20093111,498,"Trademap description","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit whether or not containing added sugar or other sweetening matter. Juice of any other single citrus fruit: Of a Brix value not exceeding 20: Lime juice: Concentrated"
"K",2010,188,"St Kitts Nev",1,20,"20093112",20093112,498,"Trademap description","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit whether or not containing added sugar or other sweetening matter. Juice of any other single citrus fruit: Of a Brix value not exceeding 20: Lime juice: For infant use, in packages put up for retail sale"
"K",2011,188,"St Kitts Nev",1,20,"20093113",20093113,498,"Trademap description","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit whether or not containing added sugar or other sweetening matter. Juice of any other single citrus fruit: Of a Brix value not exceeding 20: Lime juice: Other in packages put up for retail sale"
"K",2010,188,"St Kitts Nev",1,20,"20093119",20093119,498,"Trademap description","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit whether or not containing added sugar or other sweetening matter. Juice of any other single citrus fruit: Of a Brix value not exceeding 20: Lime juice: Other"
"K",2011,188,"St Kitts Nev",1,20,"20093122",20093122,513,"Trademap description (could also be mapped to 496)","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit whether or not containing added sugar or other sweetening matter. Juice of any other single citrus fruit: Of a Brix value not exceeding 20: Other: Other in packages put up for retail sale"
"K",2011,188,"St Kitts Nev",1,20,"20093129",20093129,513,"Trademap description (could also be mapped to 496)","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit whether or not containing added sugar or other sweetening matter. Juice of any other single citrus fruit: Of a Brix value not exceeding 20: Other: Other"
