"Year","hs","reporter","flow","QTY","hs6","HSLength"
2014,"590699000",112,1,37316,"590699",9
2014,"590700100",112,1,827,"590700",9
2014,"590700900",112,1,3459,"590700",9
2014,"590800900",112,1,1566,"590800",9
2014,"590900000",112,1,35052,"590900",9
2014,"591000000",112,1,43232,"591000",9
2014,"591110100",112,1,15962,"591110",9
2014,"591110900",112,1,1137,"591110",9
2014,"591120000",112,1,200,"591120",9
2014,"591131000",112,1,3771,"591131",9
2014,"591132000",112,1,23344,"591132",9
2014,"591140200",112,1,8263,"591140",9
2014,"591140900",112,1,3132,"591140",9
2014,"591190200",112,1,130639,"591190",9
2014,"591190300",112,1,10447,"591190",9
2014,"591190400",112,1,13914,"591190",9
2014,"591190900",112,1,68821,"591190",9
2014,"600110000",112,1,961773,"600110",9
2014,"600121000",112,1,111353,"600121",9
2014,"600122000",112,1,89276,"600122",9
2014,"600129000",112,1,8210,"600129",9
2014,"600191000",112,1,11238490,"600191",9
2014,"600192000",112,1,2072089,"600192",9
2014,"600199000",112,1,2049380,"600199",9
2014,"600240000",112,1,6728,"600240",9
2014,"600290000",112,1,6000,"600290",9
2014,"600310000",112,1,0,"600310",9
2014,"600320000",112,1,17002,"600320",9
2014,"600330000",112,1,9148,"600330",9
2014,"600340000",112,1,21216,"600340",9
2014,"600390000",112,1,20409,"600390",9
2014,"600410000",112,1,3474041,"600410",9
2014,"600490000",112,1,826874,"600490",9
2014,"600521000",112,1,20325,"600521",9
2014,"600532000",112,1,16167,"600532",9
2014,"600533000",112,1,9530,"600533",9
2014,"600541000",112,1,19404,"600541",9
2014,"600610000",112,1,41291,"600610",9
2014,"600621000",112,1,163015,"600621",9
2014,"600622000",112,1,438607,"600622",9
2014,"600623000",112,1,74160,"600623",9
2014,"600624000",112,1,11110,"600624",9
2014,"600631000",112,1,442165,"600631",9
2014,"600632000",112,1,844550,"600632",9
2014,"600633000",112,1,53624,"600633",9
2014,"600634000",112,1,627630,"600634",9
2014,"600642000",112,1,67244,"600642",9
2014,"600643000",112,1,154396,"600643",9
2014,"600644000",112,1,13196,"600644",9
2014,"600690000",112,1,35316174,"600690",9
2014,"610130000",112,1,9150,"610130",9
2014,"610220000",112,1,0,"610220",9
2014,"610230000",112,1,1609,"610230",9
2014,"610290000",112,1,39635,"610290",9
2014,"610310000",112,1,5972,"610310",9
2014,"610323000",112,1,3930,"610323",9
2014,"610329000",112,1,42642,"610329",9
2014,"610331000",112,1,250,"610331",9
2014,"610332000",112,1,15231,"610332",9
2014,"610333000",112,1,27460,"610333",9
2014,"610339000",112,1,21595,"610339",9
2014,"610342000",112,1,46778,"610342",9
2014,"610343000",112,1,110680,"610343",9
2014,"610349000",112,1,241750,"610349",9
2014,"610413000",112,1,217,"610413",9
2014,"610419000",112,1,9360,"610419",9
2014,"610423000",112,1,43406,"610423",9
2014,"610429000",112,1,83764,"610429",9
2014,"610432000",112,1,4466,"610432",9
2014,"610433000",112,1,10103,"610433",9
2014,"610439000",112,1,17500,"610439",9
2014,"610442000",112,1,326,"610442",9
2014,"610443000",112,1,3963,"610443",9
2014,"610444000",112,1,8463,"610444",9
2014,"610449000",112,1,7037,"610449",9
2014,"610459000",112,1,441,"610459",9
2014,"610462000",112,1,12930,"610462",9
2014,"610463000",112,1,15302,"610463",9
2014,"610469000",112,1,368172,"610469",9
2014,"610510000",112,1,27872,"610510",9
2014,"610520000",112,1,1717,"610520",9
2014,"610590000",112,1,8353,"610590",9
2014,"610610000",112,1,9747,"610610",9
2014,"610620000",112,1,13262,"610620",9
2014,"610690000",112,1,13735,"610690",9
2014,"610711000",112,1,8148,"610711",9
2014,"610712000",112,1,11700,"610712",9
2014,"610719000",112,1,36775,"610719",9
2014,"610721000",112,1,2008,"610721",9
2014,"610729000",112,1,66927,"610729",9
2014,"610791000",112,1,302,"610791",9
2014,"610799000",112,1,6105,"610799",9
2014,"610811000",112,1,2181,"610811",9
2014,"610819000",112,1,2229,"610819",9
2014,"610821000",112,1,340,"610821",9
2014,"610822000",112,1,3751,"610822",9
2014,"610829000",112,1,35885,"610829",9
2014,"610831000",112,1,2820,"610831",9
2014,"610832000",112,1,27515,"610832",9
2014,"610839000",112,1,18619,"610839",9
2014,"610891000",112,1,225,"610891",9
2014,"610892000",112,1,1383,"610892",9
2014,"610899000",112,1,12203,"610899",9
2014,"610910000",112,1,40018,"610910",9
2014,"610990000",112,1,91372,"610990",9
2014,"611011000",112,1,13750,"611011",9
2014,"611020000",112,1,31631,"611020",9
2014,"611030000",112,1,44095,"611030",9
2014,"611090000",112,1,28053,"611090",9
2014,"611120000",112,1,143191,"611120",9
2014,"611130000",112,1,4195,"611130",9
2014,"611190000",112,1,5870,"611190",9
2014,"611211000",112,1,300,"611211",9
2014,"611212000",112,1,10067,"611212",9
2014,"611219000",112,1,15470,"611219",9
2014,"611231000",112,1,100,"611231",9
2014,"611239000",112,1,1050,"611239",9
2014,"611241000",112,1,1750,"611241",9
2014,"611300000",112,1,298572,"611300",9
2014,"611420000",112,1,996484,"611420",9
2014,"611430000",112,1,5053948,"611430",9
2014,"611490000",112,1,15463851,"611490",9
2014,"611510000",112,1,2707,"611510",9
2014,"611521000",112,1,1817,"611521",9
2014,"611529000",112,1,13441,"611529",9
2014,"611530000",112,1,440,"611530",9
2014,"611595000",112,1,18583,"611595",9
2014,"611596000",112,1,193669,"611596",9
2014,"611599000",112,1,172103,"611599",9
2014,"611610000",112,1,30086,"611610",9
2014,"611691000",112,1,418,"611691",9
2014,"611692000",112,1,11331,"611692",9
2014,"611693000",112,1,2134,"611693",9
2014,"611699000",112,1,111845,"611699",9
2014,"611710000",112,1,194481,"611710",9
2014,"611780100",112,1,13102,"611780",9
2014,"611780900",112,1,1031357,"611780",9
2014,"611790100",112,1,1842691,"611790",9
2014,"611790900",112,1,0,"611790",9
2014,"620111000",112,1,758,"620111",9
2014,"620113000",112,1,3044,"620113",9
2014,"620119000",112,1,10093,"620119",9
2014,"620193000",112,1,3688,"620193",9
2014,"620211000",112,1,576,"620211",9
2014,"620212000",112,1,362,"620212",9
2014,"620213000",112,1,1561,"620213",9
2014,"620219000",112,1,1165,"620219",9
2014,"620293000",112,1,4674,"620293",9
2014,"620311000",112,1,9076,"620311",9
2014,"620312000",112,1,7544,"620312",9
2014,"620319000",112,1,17376,"620319",9
2014,"620323000",112,1,50759,"620323",9
2014,"620329000",112,1,277811,"620329",9
2014,"620331000",112,1,4255,"620331",9
2014,"620332000",112,1,1765,"620332",9
2014,"620333000",112,1,9691,"620333",9
2014,"620339000",112,1,143084,"620339",9
2014,"620341000",112,1,1756,"620341",9
2014,"620342000",112,1,92148,"620342",9
2014,"620343000",112,1,226034,"620343",9
2014,"620349000",112,1,444031,"620349",9
2014,"620413000",112,1,23424,"620413",9
2014,"620419000",112,1,12270,"620419",9
2014,"620421000",112,1,12200,"620421",9
2014,"620422000",112,1,10670,"620422",9
2014,"620423000",112,1,5507,"620423",9
2014,"620429000",112,1,230422,"620429",9
2014,"620431000",112,1,1000,"620431",9
2014,"620432000",112,1,1231,"620432",9
2014,"620433000",112,1,3378,"620433",9
2014,"620439000",112,1,18240,"620439",9
2014,"620441000",112,1,2758,"620441",9
2014,"620442000",112,1,164,"620442",9
2014,"620443000",112,1,9656,"620443",9
2014,"620444000",112,1,2667,"620444",9
2014,"620449000",112,1,28283,"620449",9
2014,"620452000",112,1,296,"620452",9
2014,"620453000",112,1,485,"620453",9
2014,"620461000",112,1,500,"620461",9
2014,"620462000",112,1,22098,"620462",9
2014,"620463000",112,1,63485,"620463",9
2014,"620469000",112,1,90395,"620469",9
2014,"620520000",112,1,1083802,"620520",9
2014,"620530000",112,1,59549,"620530",9
2014,"620590000",112,1,144290,"620590",9
2014,"620610000",112,1,1140,"620610",9
2014,"620620000",112,1,362416,"620620",9
2014,"620630000",112,1,6145,"620630",9
2014,"620640000",112,1,37307,"620640",9
2014,"620690000",112,1,106485,"620690",9
2014,"620711000",112,1,56630,"620711",9
2014,"620719000",112,1,14883,"620719",9
2014,"620722000",112,1,10270,"620722",9
2014,"620729000",112,1,13443,"620729",9
2014,"620791000",112,1,5053,"620791",9
2014,"620799000",112,1,5007,"620799",9
2014,"620819000",112,1,8172,"620819",9
2014,"620821000",112,1,22162,"620821",9
2014,"620822000",112,1,21450,"620822",9
2014,"620829000",112,1,33503,"620829",9
2014,"620891000",112,1,33667,"620891",9
2014,"620892000",112,1,3622,"620892",9
2014,"620899000",112,1,56950,"620899",9
2014,"620920000",112,1,21370,"620920",9
2014,"620930000",112,1,74077,"620930",9
2014,"620990000",112,1,78176,"620990",9
2014,"621010000",112,1,163914,"621010",9
2014,"621020000",112,1,20875,"621020",9
2014,"621040000",112,1,147937,"621040",9
2014,"621050000",112,1,85034,"621050",9
2014,"621111000",112,1,10053,"621111",9
2014,"621112000",112,1,1268,"621112",9
2014,"621132000",112,1,267338,"621132",9
2014,"621133000",112,1,261504,"621133",9
2014,"621139000",112,1,591246,"621139",9
2014,"621142000",112,1,199289,"621142",9
2014,"621143000",112,1,157180,"621143",9
2014,"621149000",112,1,128977,"621149",9
2014,"621210000",112,1,31594,"621210",9
2014,"621220000",112,1,16104,"621220",9
2014,"621230000",112,1,2331,"621230",9
2014,"621290000",112,1,17456,"621290",9
2014,"621320000",112,1,19190,"621320",9
2014,"621390000",112,1,57703,"621390",9
2014,"621410000",112,1,82185,"621410",9
2014,"621420000",112,1,23799,"621420",9
2014,"621430000",112,1,116312,"621430",9
2014,"621440000",112,1,113731,"621440",9
2014,"621490000",112,1,244036,"621490",9
2014,"621510000",112,1,6779,"621510",9
2014,"621520000",112,1,18758,"621520",9
2014,"621590000",112,1,8520,"621590",9
2014,"621600000",112,1,51951,"621600",9
2014,"621710000",112,1,353137,"621710",9
2014,"621790100",112,1,5002173,"621790",9
2014,"621790900",112,1,0,"621790",9
2014,"630110000",112,1,3982,"630110",9
2014,"630120000",112,1,9420,"630120",9
2014,"630130000",112,1,16227,"630130",9
2014,"630140000",112,1,476657,"630140",9
2014,"630190000",112,1,3242567,"630190",9
2014,"630210000",112,1,111872,"630210",9
2014,"630221000",112,1,72496,"630221",9
2014,"630222000",112,1,25607,"630222",9
2014,"630229000",112,1,179421,"630229",9
2014,"630231000",112,1,50057,"630231",9
2014,"630232000",112,1,36413,"630232",9
2014,"630239000",112,1,65826,"630239",9
2014,"630240000",112,1,52009,"630240",9
2014,"630251000",112,1,146083,"630251",9
2014,"630253000",112,1,3881,"630253",9
2014,"630259000",112,1,26901,"630259",9
2014,"630260000",112,1,90322,"630260",9
2014,"630291000",112,1,136743,"630291",9
2014,"630293000",112,1,18706,"630293",9
2014,"630299000",112,1,159659,"630299",9
2014,"630312000",112,1,65623,"630312",9
2014,"630319000",112,1,45365,"630319",9
2014,"630391000",112,1,11140,"630391",9
2014,"630392000",112,1,102861,"630392",9
2014,"630399000",112,1,226347,"630399",9
2014,"630411000",112,1,34935,"630411",9
2014,"630419000",112,1,22382,"630419",9
2014,"630491000",112,1,37334,"630491",9
2014,"630492000",112,1,2387,"630492",9
2014,"630493000",112,1,1175,"630493",9
2014,"630499000",112,1,19088,"630499",9
2014,"630510100",112,1,114915,"630510",9
2014,"630532000",112,1,0,"630532",9
2014,"630533000",112,1,1186086,"630533",9
2014,"630539000",112,1,58340,"630539",9
2014,"630590000",112,1,265865,"630590",9
2014,"630612000",112,1,140173,"630612",9
2014,"630619000",112,1,30258,"630619",9
2014,"630622000",112,1,288670,"630622",9
2014,"630629000",112,1,2260104,"630629",9
2014,"630690000",112,1,37624,"630690",9
2014,"630710000",112,1,528861,"630710",9
2014,"630720000",112,1,8259,"630720",9
2014,"630790000",112,1,419604,"630790",9
2014,"630800000",112,1,7633,"630800",9
2014,"630900100",112,1,5973351,"630900",9
2014,"630900900",112,1,14166127,"630900",9
2014,"631090000",112,1,5897,"631090",9
2014,"640110000",112,1,10422,"640110",9
2014,"640192000",112,1,4355,"640192",9
2014,"640199000",112,1,36433,"640199",9
2014,"640219000",112,1,92894,"640219",9
2014,"640220000",112,1,16257,"640220",9
2014,"640291000",112,1,10916,"640291",9
2014,"640299000",112,1,831618,"640299",9
2014,"640312000",112,1,2528,"640312",9
2014,"640319000",112,1,17603,"640319",9
2014,"640320000",112,1,1136,"640320",9
2014,"640340000",112,1,127954,"640340",9
2014,"640351000",112,1,84287,"640351",9
2014,"640359000",112,1,38469,"640359",9
2014,"640391000",112,1,48310,"640391",9
2014,"640399000",112,1,172826,"640399",9
2014,"640411000",112,1,124265,"640411",9
2014,"640419000",112,1,453999,"640419",9
2014,"640420000",112,1,66432,"640420",9
2014,"640510000",112,1,222397,"640510",9
2014,"640520000",112,1,184213,"640520",9
2014,"640590000",112,1,8137123,"640590",9
2014,"640610000",112,1,134444,"640610",9
2014,"640620000",112,1,179429,"640620",9
2014,"640690000",112,1,513827,"640690",9
2014,"650100000",112,1,1000,"650100",9
2014,"650200000",112,1,484,"650200",9
2014,"650400000",112,1,97747,"650400",9
2014,"650500000",112,1,93386,"650500",9
2014,"650610000",112,1,16376,"650610",9
2014,"650691000",112,1,2688,"650691",9
2014,"650699000",112,1,129859,"650699",9
2014,"650700000",112,1,6649,"650700",9
2014,"660110000",112,1,49630,"660110",9
2014,"660191000",112,1,5479,"660191",9
2014,"660199000",112,1,64965,"660199",9
2014,"660200000",112,1,4312,"660200",9
2014,"660320900",112,1,25337,"660320",9
2014,"660390000",112,1,8011,"660390",9
2014,"670100000",112,1,101,"670100",9
2014,"670210000",112,1,101719,"670210",9
2014,"670290900",112,1,53356,"670290",9
2014,"670300000",112,1,217,"670300",9
2014,"670411000",112,1,1386,"670411",9
2014,"670419000",112,1,205,"670419",9
2014,"670420000",112,1,733,"670420",9
2014,"670490000",112,1,3139,"670490",9
2014,"680100000",112,1,120950,"680100",9
2014,"680210000",112,1,121995,"680210",9
2014,"680221000",112,1,17989815,"680221",9
2014,"680223000",112,1,29265101,"680223",9
2014,"680229000",112,1,24111239,"680229",9
2014,"680291000",112,1,12314215,"680291",9
2014,"680292000",112,1,7439300,"680292",9
2014,"680293000",112,1,32421640,"680293",9
2014,"680299000",112,1,19351792,"680299",9
2014,"680300000",112,1,2000,"680300",9
2014,"680410100",112,1,0,"680410",9
2014,"680410900",112,1,15000,"680410",9
2014,"680421000",112,1,86406,"680421",9
2014,"680422000",112,1,895418,"680422",9
2014,"680423100",112,1,2010,"680423",9
2014,"680423900",112,1,5230,"680423",9
2014,"680430100",112,1,63646,"680430",9
2014,"680430900",112,1,40163,"680430",9
2014,"680510100",112,1,1251,"680510",9
2014,"680510900",112,1,99506,"680510",9
2014,"680520100",112,1,18048,"680520",9
2014,"680520900",112,1,114101,"680520",9
2014,"680530100",112,1,2459,"680530",9
2014,"680530200",112,1,86805,"680530",9
2014,"680530900",112,1,293259,"680530",9
2014,"680610400",112,1,186450,"680610",9
2014,"680610900",112,1,116434,"680610",9
2014,"680620000",112,1,275270,"680620",9
2014,"680690100",112,1,524220,"680690",9
2014,"680690200",112,1,285818,"680690",9
2014,"680690900",112,1,74470,"680690",9
2014,"680710000",112,1,1145427,"680710",9
2014,"680790000",112,1,21010,"680790",9
2014,"680800000",112,1,492207,"680800",9
2014,"680911000",112,1,49342531,"680911",9
2014,"680919000",112,1,2814145,"680919",9
2014,"680990000",112,1,5046041,"680990",9
2014,"681011000",112,1,74627,"681011",9
2014,"681019000",112,1,1699656,"681019",9
2014,"681091000",112,1,49577,"681091",9
2014,"681099000",112,1,1923395,"681099",9
2014,"681182100",112,1,13840,"681182",9
2014,"681182900",112,1,199231,"681182",9
2014,"681291900",112,1,169,"681291",9
2014,"681292000",112,1,13000,"681292",9
2014,"681293000",112,1,0,"681293",9
2014,"681299300",112,1,4944,"681299",9
2014,"681381000",112,1,92630,"681381",9
2014,"681410000",112,1,1678,"681410",9
2014,"681510100",112,1,652,"681510",9
2014,"681510900",112,1,1222,"681510",9
2014,"681599000",112,1,480635,"681599",9
2014,"690100000",112,1,739625,"690100",9
2014,"690210200",112,1,866808,"690210",9
2014,"690210900",112,1,73850,"690210",9
2014,"690220200",112,1,974204,"690220",9
2014,"690220900",112,1,51779,"690220",9
2014,"690290200",112,1,2691476,"690290",9
2014,"690290900",112,1,120642,"690290",9
2014,"690320200",112,1,1864,"690320",9
2014,"690320400",112,1,177246,"690320",9
2014,"690320900",112,1,5682,"690320",9
2014,"690390200",112,1,5055,"690390",9
2014,"690390400",112,1,84881,"690390",9
2014,"690390900",112,1,0,"690390",9
2014,"690510000",112,1,37808591,"690510",9
2014,"690600000",112,1,204992,"690600",9
2014,"690710100",112,1,818814,"690710",9
2014,"690710900",112,1,638143,"690710",9
2014,"690790200",112,1,16420257,"690790",9
2014,"690790300",112,1,114227201,"690790",9
2014,"690790900",112,1,18577729,"690790",9
2014,"690810100",112,1,30724627,"690810",9
2014,"690810900",112,1,14665583,"690810",9
2014,"690890900",112,1,410707709,"690890",9
2014,"690911000",112,1,0,"690911",9
2014,"690912000",112,1,1570,"690912",9
2014,"690919000",112,1,11582,"690919",9
2014,"690990000",112,1,266408,"690990",9
2014,"691010000",112,1,7287931,"691010",9
2014,"691090000",112,1,9999930,"691090",9
2014,"691110000",112,1,4468241,"691110",9
2014,"691190000",112,1,2895716,"691190",9
2014,"691200000",112,1,396487,"691200",9
2014,"691310000",112,1,95243,"691310",9
2014,"691390000",112,1,164339,"691390",9
2014,"691410000",112,1,1253209,"691410",9
2014,"691490000",112,1,178186,"691490",9
2014,"700100000",112,1,0,"700100",9
2014,"700210000",112,1,49125,"700210",9
2014,"700231000",112,1,22,"700231",9
2014,"700312000",112,1,358109,"700312",9
2014,"700319100",112,1,32634,"700319",9
2014,"700319910",112,1,0,"700319",9
2014,"700319990",112,1,374208,"700319",9
2014,"700320000",112,1,268145,"700320",9
2014,"700330000",112,1,328,"700330",9
2014,"700420000",112,1,2590,"700420",9
2014,"700490000",112,1,274602,"700490",9
2014,"700510000",112,1,45122944,"700510",9
2014,"700521000",112,1,15664845,"700521",9
2014,"700529000",112,1,5556407,"700529",9
2014,"700530000",112,1,194438,"700530",9
2014,"700600100",112,1,1106976,"700600",9
2014,"700600900",112,1,4308,"700600",9
2014,"700711000",112,1,488404,"700711",9
2014,"700719100",112,1,445830,"700719",9
2014,"700719900",112,1,182681,"700719",9
2014,"700721000",112,1,511657,"700721",9
2014,"700729100",112,1,139294,"700729",9
2014,"700729900",112,1,72041,"700729",9
2014,"700800900",112,1,307408,"700800",9
2014,"700910000",112,1,110344,"700910",9
2014,"700991100",112,1,2596930,"700991",9
2014,"700991900",112,1,88335,"700991",9
2014,"700992000",112,1,524338,"700992",9
2014,"701010000",112,1,541,"701010",9
2014,"701020000",112,1,2000,"701020",9
2014,"701090100",112,1,106754,"701090",9
2014,"701090300",112,1,14101193,"701090",9
2014,"701090900",112,1,7908604,"701090",9
2014,"701190000",112,1,2540,"701190",9
2014,"701310000",112,1,935443,"701310",9
2014,"701322000",112,1,22102,"701322",9
2014,"701328100",112,1,847103,"701328",9
2014,"701328900",112,1,3336638,"701328",9
2014,"701333000",112,1,8613,"701333",9
2014,"701337000",112,1,10888278,"701337",9
2014,"701341000",112,1,65899,"701341",9
2014,"701342000",112,1,2738591,"701342",9
2014,"701349000",112,1,5368955,"701349",9
2014,"701391000",112,1,49508,"701391",9
2014,"701400000",112,1,16,"701400",9
2014,"701510000",112,1,100,"701510",9
2014,"701610000",112,1,194189,"701610",9
2014,"701690000",112,1,93833,"701690",9
2014,"701710100",112,1,9315,"701710",9
2014,"701710900",112,1,3649,"701710",9
2014,"701720100",112,1,687,"701720",9
2014,"701720900",112,1,8709,"701720",9
2014,"701790900",112,1,48894,"701790",9
2014,"701810100",112,1,9273,"701810",9
2014,"701810900",112,1,76151,"701810",9
2014,"701820100",112,1,47307,"701820",9
2014,"701820900",112,1,31632,"701820",9
2014,"701890900",112,1,5634,"701890",9
2014,"701919000",112,1,113107,"701919",9
2014,"701931000",112,1,86167,"701931",9
2014,"701932000",112,1,30250,"701932",9
2014,"701939000",112,1,118487,"701939",9
2014,"701940000",112,1,10667,"701940",9
2014,"701951000",112,1,5059,"701951",9
2014,"701952000",112,1,11860,"701952",9
2014,"701959000",112,1,109053,"701959",9
2014,"701990000",112,1,723217,"701990",9
2014,"702020900",112,1,976926,"702020",9
2014,"710122000",112,1,5,"710122",9
2014,"710210000",112,1,1,"710210",9
2014,"710221000",112,1,2,"710221",9
2014,"710229000",112,1,20,"710229",9
2014,"710231000",112,1,1,"710231",9
2014,"710239000",112,1,17,"710239",9
2014,"710310000",112,1,37,"710310",9
2014,"710399000",112,1,110,"710399",9
2014,"710490000",112,1,49,"710490",9
2014,"710510000",112,1,5059,"710510",9
2014,"710590000",112,1,0,"710590",9
2014,"710691000",112,1,1097,"710691",9
2014,"710692100",112,1,5726,"710692",9
2014,"710692900",112,1,5137,"710692",9
2014,"710700000",112,1,4191,"710700",9
2014,"710811000",112,1,80,"710811",9
2014,"710812000",112,1,13429,"710812",9
2014,"710813000",112,1,1807,"710813",9
2014,"710900000",112,1,7,"710900",9
2014,"711019000",112,1,2,"711019",9
2014,"711031100",112,1,40,"711031",9
2014,"711039000",112,1,11,"711039",9
2014,"711299000",112,1,0,"711299",9
2014,"711311000",112,1,6622,"711311",9
2014,"711319110",112,1,70,"711319",9
2014,"711319190",112,1,3123,"711319",9
2014,"711319900",112,1,1651,"711319",9
2014,"711320000",112,1,11792,"711320",9
2014,"711411000",112,1,29,"711411",9
2014,"711420000",112,1,303,"711420",9
2014,"711590100",112,1,1,"711590",9
2014,"711590900",112,1,7031,"711590",9
2014,"711610000",112,1,0,"711610",9
2014,"711620000",112,1,2,"711620",9
2014,"711711000",112,1,5099,"711711",9
2014,"711719000",112,1,347843,"711719",9
2014,"711790000",112,1,153925,"711790",9
2014,"711890000",112,1,0,"711890",9
2014,"720110000",112,1,5000,"720110",9
2014,"720120000",112,1,0,"720120",9
2014,"720150000",112,1,0,"720150",9
2014,"720211000",112,1,39000,"720211",9
2014,"720219000",112,1,126228,"720219",9
2014,"720221000",112,1,282592,"720221",9
2014,"720229000",112,1,864000,"720229",9
2014,"720230000",112,1,2402641,"720230",9
2014,"720241000",112,1,46007,"720241",9
2014,"720260000",112,1,1340,"720260",9
2014,"720270000",112,1,2295,"720270",9
2014,"720299000",112,1,6600,"720299",9
2014,"720310000",112,1,75000,"720310",9
2014,"720410000",112,1,8948770,"720410",9
2014,"720421000",112,1,0,"720421",9
2014,"720429000",112,1,0,"720429",9
2014,"720430000",112,1,26560,"720430",9
2014,"720441000",112,1,4483780,"720441",9
2014,"720449000",112,1,45902244,"720449",9
2014,"720450100",112,1,724880,"720450",9
2014,"720450900",112,1,75000,"720450",9
2014,"720510000",112,1,255218,"720510",9
2014,"720521000",112,1,54000,"720521",9
2014,"720529000",112,1,82000,"720529",9
2014,"720610000",112,1,119608911,"720610",9
2014,"720690000",112,1,292530,"720690",9
2014,"720711000",112,1,24842560,"720711",9
2014,"720719000",112,1,229581914,"720719",9
2014,"720720000",112,1,21811760,"720720",9
2014,"720810000",112,1,73946654,"720810",9
2014,"720825000",112,1,188425,"720825",9
2014,"720827000",112,1,27395465,"720827",9
2014,"720836000",112,1,15020,"720836",9
2014,"720837000",112,1,10000,"720837",9
2014,"720838000",112,1,63890,"720838",9
2014,"720839000",112,1,51840979,"720839",9
2014,"720840000",112,1,9270016,"720840",9
2014,"720851000",112,1,1874592,"720851",9
2014,"720852000",112,1,821813,"720852",9
2014,"720854000",112,1,6409722,"720854",9
2014,"720890000",112,1,44717247,"720890",9
2014,"720915000",112,1,9160338,"720915",9
2014,"720916000",112,1,7070239,"720916",9
2014,"720917000",112,1,6046610,"720917",9
2014,"720918000",112,1,728308,"720918",9
2014,"720925000",112,1,2864530,"720925",9
2014,"720926000",112,1,48178,"720926",9
2014,"720927000",112,1,10004377,"720927",9
2014,"720928000",112,1,499082,"720928",9
2014,"720990000",112,1,5220950,"720990",9
2014,"721011000",112,1,761920,"721011",9
2014,"721012000",112,1,24889340,"721012",9
2014,"721020000",112,1,0,"721020",9
2014,"721030000",112,1,446688,"721030",9
2014,"721041000",112,1,198629,"721041",9
2014,"721049000",112,1,55310403,"721049",9
2014,"721061000",112,1,338628,"721061",9
2014,"721070000",112,1,38610971,"721070",9
2014,"721090100",112,1,46782,"721090",9
2014,"721090900",112,1,8476835,"721090",9
2014,"721113000",112,1,94170,"721113",9
2014,"721114000",112,1,3345035,"721114",9
2014,"721119000",112,1,1075981,"721119",9
2014,"721123000",112,1,47058,"721123",9
2014,"721129000",112,1,10099313,"721129",9
2014,"721190000",112,1,1397733,"721190",9
2014,"721220000",112,1,704774,"721220",9
2014,"721230000",112,1,1122398,"721230",9
2014,"721240000",112,1,349615,"721240",9
2014,"721250000",112,1,2216,"721250",9
2014,"721260000",112,1,0,"721260",9
2014,"721310500",112,1,0,"721310",9
2014,"721320100",112,1,13794944,"721320",9
2014,"721320200",112,1,21585160,"721320",9
2014,"721320900",112,1,11117110,"721320",9
2014,"721391100",112,1,10564981,"721391",9
2014,"721391200",112,1,54382211,"721391",9
2014,"721391900",112,1,26840020,"721391",9
2014,"721399900",112,1,29960,"721399",9
2014,"721410500",112,1,21873461,"721410",9
2014,"721410900",112,1,1224790,"721410",9
2014,"721420500",112,1,0,"721420",9
2014,"721430100",112,1,19744,"721430",9
2014,"721430900",112,1,0,"721430",9
2014,"721491100",112,1,0,"721491",9
2014,"721491900",112,1,546307,"721491",9
2014,"721499100",112,1,5155,"721499",9
2014,"721499400",112,1,44510,"721499",9
2014,"721499500",112,1,1001480,"721499",9
2014,"721499900",112,1,21329104,"721499",9
2014,"721510100",112,1,710780,"721510",9
2014,"721510500",112,1,1849020,"721510",9
2014,"721550900",112,1,229468,"721550",9
2014,"721590500",112,1,0,"721590",9
2014,"721590600",112,1,35195,"721590",9
2014,"721590900",112,1,23000,"721590",9
2014,"721610000",112,1,13945168,"721610",9
2014,"721621000",112,1,5010502,"721621",9
2014,"721631000",112,1,723678,"721631",9
2014,"721632000",112,1,4004789,"721632",9
2014,"721633000",112,1,5014718,"721633",9
2014,"721640000",112,1,173702,"721640",9
2014,"721650000",112,1,3464492,"721650",9
2014,"721661000",112,1,65584,"721661",9
2014,"721669000",112,1,1140285,"721669",9
2014,"721691000",112,1,11257,"721691",9
2014,"721699000",112,1,13778970,"721699",9
2014,"721710200",112,1,850443,"721710",9
2014,"721710900",112,1,239224,"721710",9
2014,"721720300",112,1,41090,"721720",9
2014,"721720400",112,1,8617594,"721720",9
2014,"721720900",112,1,967159,"721720",9
2014,"721730400",112,1,589276,"721730",9
2014,"721730900",112,1,486124,"721730",9
2014,"721790200",112,1,411829,"721790",9
2014,"721790900",112,1,1308479,"721790",9
2014,"721810000",112,1,9726,"721810",9
2014,"721911000",112,1,94505,"721911",9
2014,"721912000",112,1,17905,"721912",9
2014,"721913000",112,1,12706,"721913",9
2014,"721914000",112,1,58526,"721914",9
2014,"721921000",112,1,7144,"721921",9
2014,"721922000",112,1,23994,"721922",9
2014,"721923000",112,1,1641,"721923",9
2014,"721924000",112,1,307998,"721924",9
2014,"721931000",112,1,89365,"721931",9
2014,"721932000",112,1,23739,"721932",9
2014,"721933000",112,1,1045900,"721933",9
2014,"721934000",112,1,575294,"721934",9
2014,"721935000",112,1,143176,"721935",9
2014,"721990000",112,1,1102231,"721990",9
2014,"722012000",112,1,29946,"722012",9
2014,"722020000",112,1,246016,"722020",9
2014,"722090000",112,1,108610,"722090",9
2014,"722211100",112,1,3596,"722211",9
2014,"722211900",112,1,2496,"722211",9
2014,"722219000",112,1,33079,"722219",9
2014,"722220000",112,1,15627,"722220",9
2014,"722230000",112,1,162253,"722230",9
2014,"722240100",112,1,44516,"722240",9
