"hs2012_code","ex_code","faostat_code","faostat_name","unit"
"430110",NA,1195,"SKIN FURS","MT"
"430130",NA,1002,"CARAKUL SKINS","MT"
"430160",NA,1195,"SKIN FURS","MT"
"430180",NA,1146,"SKINS OF RABBITS","MT"
"430180",NA,1195,"SKIN FURS","MT"
"430190",NA,1195,"SKIN FURS","MT"
"500100",NA,1185,"COCOONS REELABLE","MT"
"500200",NA,1186,"SILK RAW","MT"
"500300",NA,1187,"COCOON UNR.&WASTE","MT"
"510111",NA,987,"WOOL GREASY","MT"
"510119",NA,987,"WOOL GREASY","MT"
"510121",NA,988,"WOOL DEGREASED","MT"
"510129",NA,988,"WOOL DEGREASED","MT"
"510130",NA,988,"WOOL DEGREASED","MT"
"510211",NA,1030,"FINE GOAT HAIR","MT"
"510211",NA,1218,"HAIR FINE","MT"
"510219",NA,1030,"FINE GOAT HAIR","MT"
"510219",NA,1218,"HAIR FINE","MT"
"510220",NA,1031,"COARSE GOAT HAIR","MT"
"510220",NA,1219,"HAIR COARSE NES","MT"
"510310",NA,1009,"WOOL;HAIR WASTE","MT"
"510320",NA,1009,"WOOL;HAIR WASTE","MT"
"510330",NA,1009,"WOOL;HAIR WASTE","MT"
"510400",NA,1007,"WOOL SHODDY","MT"
"510510",NA,1008,"HAIR CARDED/ COMBED","MT"
"510521",NA,1008,"HAIR CARDED/ COMBED","MT"
"510529",NA,1008,"HAIR CARDED/ COMBED","MT"
"510529",NA,1010,"wool tops","MT"
"510531",NA,1008,"HAIR CARDED/ COMBED","MT"
"510539",NA,1008,"HAIR CARDED/ COMBED","MT"
"510540",NA,1008,"HAIR CARDED/ COMBED","MT"
"520100",NA,767,"COTTON LINT","MT"
"520210",NA,769,"COTTON WASTE","MT"
"520291",NA,769,"COTTON WASTE","MT"
"520299",NA,769,"COTTON WASTE","MT"
"520300",NA,768,"COTTON CARDED,COMBED","MT"
"530110",NA,771,"FLAX FIBRE RAW","MT"
"530121",NA,773,"FLAX FIBRE & TOW","MT"
"530129",NA,773,"FLAX FIBRE & TOW","MT"
"530130",NA,774,"FLAX TOW WASTE","MT"
"530210",NA,777,"HEMP TOW WASTE","MT"
"530290",NA,777,"HEMP TOW WASTE","MT"
"530310",NA,780,"JUTE","MT"
"530310",NA,782,"OTHER BASTFIBRES","MT"
"530390",NA,780,"JUTE","MT"
"530390",NA,782,"OTHER BASTFIBRES","MT"
"530500",NA,809,"MANILA FIBRE (ABACA)","MT"
"530500",NA,821,"FIBRE CROPS NES","MT"
"530810",NA,813,"COIR","MT"
