hs2012_code,ex_code,faostat_code,faostat_name,unit
130219,,1293,CRUDE MATERIALS,$ VALUE only
130220,,1293,CRUDE MATERIALS,$ VALUE only
130231,,1293,CRUDE MATERIALS,$ VALUE only
130232,,1293,CRUDE MATERIALS,$ VALUE only
130239,,1293,CRUDE MATERIALS,$ VALUE only
140110,,1293,CRUDE MATERIALS,$ VALUE only
140120,,1293,CRUDE MATERIALS,$ VALUE only
140190,,1293,CRUDE MATERIALS,$ VALUE only
140420,,770,COTTON LINTER,MT
140490,,1293,CRUDE MATERIALS,$ VALUE only
150110,,1043,LARD,MT
150120,,1043,LARD,MT
150190,,1066,FAT OF PTRY REND,MT
150210,,1225,TALLOW,MT
150290,,869,FAT OF CATTLE,MT
150290,,871,CATTLE BUTCH.FAT,MT
150290,,949,FAT OF BUFFALOES,MT
150290,,979,FAT OF SHEEP,MT
150290,,1019,FAT OF GOATS,MT
150300,,1221,LARD STEARINE OIL,MT
150410,,1223,"OIL FISH,MAR MAMM",MT
150420,,1223,"OIL FISH,MAR MAMM",MT
150430,,1223,"OIL FISH,MAR MAMM",MT
150500,,994,GREASE INCL.,MT
150600,,1129,FAT OF CAMELS,MT
150600,,1160,FAT OTHER CAM,MT
150600,,1168,"OILS,FATS OF ANIMAL NES",MT
150710,,237,OIL OF SOYBEANS,MT
150790,,237,OIL OF SOYBEANS,MT
150810,,244,OIL OF GROUNDNUTS,MT
150890,,244,OIL OF GROUNDNUTS,MT
150910,,261,"OIL OF OLIVES, VIRGIN",MT
150990,,261,"OIL OF OLIVES, VIRGIN",MT
151000,,274,OIL OF OLIVE RESIDUES,MT
151110,,257,OIL OF PALM,MT
151190,,257,OIL OF PALM,MT
151211,,268,OIL OF SUNFLOWER SEED,MT
151211,,281,OIL OF SAFFLOWER SEED,MT
151219,,268,OIL OF SUNFLOWER SEED,MT
151219,,281,OIL OF SAFFLOWER SEED,MT
151221,,331,OIL OF COTTONSEED,MT
151229,,331,OIL OF COTTONSEED,MT
151311,,252,OIL OF COCONUTS,MT
151319,,252,OIL OF COCONUTS,MT
151321,,258,OIL PALM KERNEL,MT
151329,,258,OIL PALM KERNEL,MT
151411,,271,OIL OF RAPESEED,MT
151411,,293,OIL OF MUSTARD SEED,MT
151419,,271,OIL OF RAPESEED,MT
151419,,293,OIL OF MUSTARD SEED,MT
151491,,271,OIL OF RAPESEED,MT
151491,,293,OIL OF MUSTARD SEED,MT
151499,,271,OIL OF RAPESEED,MT
151499,,293,OIL OF MUSTARD SEED,MT
151511,,334,OIL OF LINSEED,MT
151519,,334,OIL OF LINSEED,MT
151521,,60,OIL OF MAIZE,MT
151529,,60,OIL OF MAIZE,MT
151530,,266,OIL OF CASTOR BEANS,MT
151550,,290,OIL OF SESAME SEED,MT
151590,,36,OIL OF RICE BRAN,MT
151590,,264,BUTTER OF KARITE NUTS,MT
151590,,278,OIL OF JOJOBA,MT
151590,,297,OIL OF POPPY SEED,MT
151590,,306,VEGETABLE TALLOW,MT
151590,,307,STILLINGIA OIL,MT
151590,,313,OIL OF KAPOK,MT
151590,,337,OIL OF HEMPSEED,MT
151590,,340,"OIL OF VEGETABLE ORIGIN, NES",MT
151610,,1275,OIL HYDROGENATED,MT
151620,,1273,castor oil hydr (opal wax,MT
151620,,1275,OIL HYDROGENATED,MT
151710,,1242,MARGARINE SHORT,MT
151790,,1241,LIQUID MARGARINE,MT
151790,,1243,FAT PREP NES,MT
151800,,1274,OIL BOILED ETC,MT
152110,,1296,WAXES VEGETABLE,MT
152190,,1183,BEESWAX,MT
152190,,1295,SPERMACETI,MT
152200,,1222,DEGRAS,MT
152200,,1277,RES.FATTY SUBS,MT
160100,,874,SAUSAGE BEEF&VEAL,MT
160100,,1041,SAUSAGES OF PIG MEAT,MT
160210,,877,homogen.meat prp.,MT
160220,,878,liver prep.,MT
160220,,1060,fat liver prep (foie gras,MT
160231,,1061,MEAT OF CHIK CAN,MT
160232,,1061,MEAT OF CHIK CAN,MT
160239,,1061,MEAT OF CHIK CAN,MT
160241,,1042,PREP OF PIG MEAT,MT
160242,,1042,PREP OF PIG MEAT,MT
160249,,1042,PREP OF PIG MEAT,MT
160250,,875,PREPARATIONS OF BEEF MEAT,MT
160290,,1172,PREPARED MEAT NES,MT
160300,,873,MEAT EXTRACTS,MT
170112,,162,SUGAR RAW CENTRIFUGAL,MT
170112,,163,SUGAR NON- CENTRIFUGAL,MT
170113,,162,SUGAR RAW CENTRIFUGAL,MT
170113,,163,SUGAR NON- CENTRIFUGAL,MT
170114,,162,SUGAR RAW CENTRIFUGAL,MT
170114,,163,SUGAR NON- CENTRIFUGAL,MT
170191,,164,SUGAR REFINED,MT
170199,,164,SUGAR REFINED,MT
170211,,173,LACTOSE,MT
170219,,173,LACTOSE,MT
170220,,160,MAPLE SUGAR AND SYRUPS,MT
170230,,172,GLUCOSE AND DEXTROSE,MT
170240,,172,GLUCOSE AND DEXTROSE,MT
170250,,154,FRUCTOSE CHEMICALLY PURE,MT
170260,,166,OTHER FRUCTOSE AND SYRUP,MT
170290,,155,MALTOSE CHEMICALLY PURE,MT
170290,,167,"SUGAR AND SYRUPS, NES",MT
170290,,175,ISOGLUCOSE,MT
170310,,165,MOLASSES,MT
170390,,165,MOLASSES,MT
170410,,168,SUGAR CONFECTIONERY,MT
170490,,168,SUGAR CONFECTIONERY,MT
180100,,661,COCOA BEANS,MT
180200,,663,COCOAHUSKS;SHELL,MT
180310,,662,COCOA PASTE,MT
180320,,665,COCOAPOWDER&CAKE,MT
180400,,664,COCOA BUTTER,MT
180500,,665,COCOAPOWDER&CAKE,MT
180610,,666,CHOCOLATE PRSNES,MT
180620,,666,CHOCOLATE PRSNES,MT
180631,,666,CHOCOLATE PRSNES,MT
180632,,666,CHOCOLATE PRSNES,MT
180690,,666,CHOCOLATE PRSNES,MT
190110,,109,INFANT FOOD,MT
190120,,114,MIXES AND DOUGHS,MT
190190,,50,MALT EXTRACT,MT
190190,,115,"FOOD PREPARED,FLOUR,MALT EXTRACT",MT
190211,,18,MACARONI,MT
190219,,18,MACARONI,MT
190220,,1232,FOOD PREP NES,Mt
190230,,1232,FOOD PREP NES,Mt
190240,,1232,FOOD PREP NES,Mt
190300,,121,TAPIOCA OF POTATOES,MT
190300,,127,TAPIOCA OF CASSAVA,MT
190410,,41,BREAKFAST CEREALS,MT
190420,,41,BREAKFAST CEREALS,MT
190430,,41,BREAKFAST CEREALS,MT
190490,,41,BREAKFAST CEREALS,MT
190510,,20,BREAD,MT
190520,,22,PASTRY,MT
190531,,22,PASTRY,MT
190532,,110,WAFERS,MT
190540,,20,BREAD,MT
190590,,22,PASTRY,MT
190590,,110,WAFERS,MT
200110,,471,VEGETABLES IN VINEGAR,MT
200190,,262,OLIVES PRESERVED,MT
200190,,471,VEGETABLES IN VINEGAR,MT
200210,,392,TOMATO PEELED,MT
200290,,391,PASTE OF TOMATOES,MT
200310,,451,CANNED MUSHROOMS,MT
200390,,451,CANNED MUSHROOMS,MT
200410,,118,FROZEN POTATOES,MT
200490,,262,OLIVES PRESERVED,MT
200490,,447,SWEET CORN FROZEN,MT
200490,,475,veg.prep. or pres.frozen,MT
200510,,476,homogen.veget. prep,MT
200520,,472,VEGETABLES PRESERVED NES,MT
200540,,472,VEGETABLES PRESERVED NES,MT
200551,,472,VEGETABLES PRESERVED NES,MT
200559,,472,VEGETABLES PRESERVED NES,MT
200560,,472,VEGETABLES PRESERVED NES,MT
200570,,262,OLIVES PRESERVED,MT
200580,,448,SWEET CORN PREPARED OR PRESERVED,MT
200591,,472,VEGETABLES PRESERVED NES,MT
200599,,472,VEGETABLES PRESERVED NES,MT
200600,,625,"fruit,nut,peel, sugar prs",MT
200710,,626,homogen.cooked fruit prp,MT
200791,,623,FRUIT Prp NES,MT
200799,,623,FRUIT Prp NES,MT
200811,,246,PREPARED GROUNDNUTS,MT
200811,,247,PEANUT BUTTER,MT
200819,,235,PREPARED NUTS (EXCL.GROUNDNUTS),MT
200820,,575,PINEAPPLES CAND,MT
200830,,623,FRUIT Prp NES,MT
200840,,623,FRUIT Prp NES,MT
200850,,623,FRUIT Prp NES,MT
200860,,623,FRUIT Prp NES,MT
200870,,623,FRUIT Prp NES,MT
200880,,623,FRUIT Prp NES,MT
200891,,623,FRUIT Prp NES,MT
200893,,623,FRUIT Prp NES,MT
200897,,623,FRUIT Prp NES,MT
200899,,584,MANGO PULP,MT
200899,,623,FRUIT Prp NES,MT
200911,,492,orangejuice concentrated,MT
200911,,491,JUICE OF ORANGES,MT
200912,,491,JUICE OF ORANGES,MT
200919,,492,ORANJUICE CONCENTRATED,MT
200921,,509,JUICE OF GRAPEFRUIT,MT
200929,,510,GRAPEFRUITJUICE COCENTR,MT
200931,,496,TANGERINE JUICE,mt
200931,,498,LEMONJUOCE  SINGLE-STRENGTH,MT
200931,,513,JUICE OF CITRUS FRUIT NES,MT
200939,,499,LEMONJUOCE  CONCENTRATED,MT
200939,,514,CITRUSJUICE CONC.,MT
200941,,576,JUICE OF PINEAPPLES,MT
200949,,580,PINEAPPLE JUICE CONC,MT
200950,,389,TOMATOJUICE CONCENTRATED,MT
200950,,390,JUICE OF TOMATOES,MT
200961,,562,grape juice,MT
200969,,562,grape juice,MT
200971,,518,APPLEJUICE SINGLE STRENG,MT
200979,,519,APPLEJUICE CONCENTRATED,MT
200981,,622,FRUIT JUICE NES,MT
200989,,466,JUICE OF VEGETABLES NES,MT
200989,,538,PLUMJUICE SINGLE-STRENGT,MT
200989,,539,PLUMJUICE CONC.,MT
200989,,583,MANGO JUICE,MT
200989,,622,FRUIT JUICE NES,MT
200990,,466,JUICE OF VEGETABLES NES,MT
200990,,622,FRUIT JUICE NES,MT
210111,,659,COFFEE EXTRACTS,MT
210112,,659,COFFEE EXTRACTS,MT
210120,,672,"extracts tea, mate,prep.",MT
210130,,659,COFFEE EXTRACTS,MT
210210,,1232,FOOD PREP NES,Mt
210220,,1232,FOOD PREP NES,Mt
210230,,1232,FOOD PREP NES,Mt
210310,,239,SOYA SAUCE,MT
210320,,1232,FOOD PREP NES,Mt
210330,,295,FLOUR OF MUSTARD,MT
210390,,240,SOYA PASTE,MT
210390,,1232,FOOD PREP NES,Mt
210410,,1232,FOOD PREP NES,Mt
210420,,1232,FOOD PREP NES,Mt
210500,,910,ice cream and edible ice,MT
210610,,240,SOYA PASTE,MT
210610,,241,SOYA CURD,MT
210610,,1232,FOOD PREP NES,Mt
210690,,674,TEA NES,MT
210690,,1232,FOOD PREP NES,Mt
220110,,631,"WATERS,ICE ETC",MT
220190,,631,"WATERS,ICE ETC",MT
220210,,633,BEVERAGE NON-ALC,MT
220290,,633,BEVERAGE NON-ALC,MT
220300,,51,BEER OF BARLEY,MT
220300,,66,BEER OF MAIZE,MT
220300,,82,BEER OF MILLET,MT
220300,,86,BEER OF SORGHUM,MT
220410,,564,WINE,MT
220421,,564,WINE,MT
220429,,564,WINE,MT
220430,,563,MUST OF GRAPES,MT
220510,,565,VERMOUTHS&SIMILAR,MT
220590,,565,VERMOUTHS&SIMILAR,MT
220600,,26,WHEAT FERMENTED BEVERAGE,MT
220600,,39,RICE FERMENTED BEVERAGES,MT
220600,,517,CIDER ETC,MT
220710,,632,ALCOHOL NON FOOD,MT
220720,,632,ALCOHOL NON FOOD,MT
220820,,634,BEVER. DIST.ALC,MT
220830,,634,BEVER. DIST.ALC,MT
220840,,634,BEVER. DIST.ALC,MT
220850,,634,BEVER. DIST.ALC,MT
220860,,634,BEVER. DIST.ALC,MT
220870,,634,BEVER. DIST.ALC,MT
220890,,634,BEVER. DIST.ALC,MT
220900,,1232,FOOD PREP NES,Mt
230110,,1173,MEAL MEAT,MT
230120,,1174,MEAL FISH,MT
230210,,59,BRAN OF MAIZE,MT
230230,,17,BRAN OF WHEAT,MT
230240,,47,BRAN OF BARLEY,MT
230240,,73,BRAN OF RYE,MT
230240,,77,BRAN OF OATS,MT
230240,,81,BRAN OF MILLET,MT
230240,,85,BRAN OF SORGHUM,MT
230240,,91,BRAN BUCKWHEAT,MT
230240,,96,BRAN OF FONIO,MT
230240,,99,BRAN OF TRITICALE,MT
230240,,105,BRAN OF MIXED GRAINS,MT
230240,,112,BRAN OF CEREALS,MT
230250,,213,BRAN OF PULSES,MT
230310,,846,GLUTEN FEED&MEAL,MT
230320,,169,BEET PULP,MT
230320,,170,BAGASSE,MT
230330,,654,DREGS FROM BREWING;DIST.,MT
230400,,238,CAKE OF SOYBEANS,MT
230500,,245,CAKE OF GROUNDNUTS,MT
230610,,332,CAKE OF COTTONSEED,MT
230620,,335,CAKE OF LINSEED,MT
230630,,269,SUNFLOWER CAKE,MT
230641,,272,CAKE OF RAPESEED,MT
230649,,272,CAKE OF RAPESEED,MT
230650,,253,CAKE OF COPRA,MT
230660,,259,CAKE OF PALM KERNEL,MT
230690,,37,CAKE RICE BRAN,MT
230690,,273,OLIVE RESIDUES,MT
230690,,282,CAKE SAFFLOWER,MT
230690,,291,CAKE OF SESAME SEED,MT
230690,,294,CAKE OF MUSTARD,MT
230690,,298,CAKE OF POPPY SEED,MT
230690,,314,CAKE OF KAPOK,MT
230690,,338,CAKE OF HEMPSEED,MT
230690,,341,"CAKE OF OILSEEDS, NES",MT
230700,,653,FOOD WASTES,MT
230800,,120,POTATO OFFALS,MT
230800,,566,MARC OF GRAPES,MT
230800,,628,PULP OF FRUIT FOR FEED,MT
230800,,629,BEET TOPS,MT
230800,,630,CANE TOPS,MT
230800,,650,"LEAVES&TOPS,VINES",MT
230800,,652,VEG PROD FOR FEED,MT
230800,,652,VEG PROD FOR FEED,MT
230910,,843,PET FOOD,MT
230990,,653,FOOD WASTES,MT
230990,,840,"COMPOUND FEED, CATTLE",MT
230990,,841,"CMPD FEED,POULTRY",MT
230990,,842,"CMPD FEED,PIGS",MT
230990,,843,PET FOOD,MT
230990,,845,"CMPD FEED,OTH OR NES",MT
230990,,849,FEED YEAST,MT
230990,,850,FEED SUPPLEMENTS,MT
230990,,851,NON PROTEIN NITROGENS,MT
230990,,852,"OTHER CONC, NES",MT
230990,,853,VITAMINS,MT
230990,,854,FEED ADDITIVES,MT
230990,,855,FEED MINERALS,MT
230990,,1259,"FOOD WASTE,PREP. FOR FEED",MT
240110,,826,TOBACCO UNMANFCTED,MT
240120,,826,TOBACCO UNMANFCTED,MT
240130,,826,TOBACCO UNMANFCTED,MT
240210,,829,CIGARS CHEROOTS,MT
240220,,828,CIGARETTES,MT
240290,,828,CIGARETTES,MT
240290,,829,CIGARS CHEROOTS,MT
240311,,831,TOBACCO PRS NES,MT
240319,,831,TOBACCO PRS NES,MT
240391,,831,TOBACCO PRS NES,MT
240399,,831,TOBACCO PRS NES,MT
330112,,753,OIL ESSENTIAL NES,MT
330113,,753,OIL ESSENTIAL NES,MT
330119,,753,OIL ESSENTIAL NES,MT
330124,,753,OIL ESSENTIAL NES,MT
330125,,753,OIL ESSENTIAL NES,MT
330129,,737,OIL CITRONELLA,MT
330129,,753,OIL ESSENTIAL NES,MT
330130,,753,OIL ESSENTIAL NES,MT
330190,,753,OIL ESSENTIAL NES,MT
350110,,917,CASEIN,MT
350190,,917,CASEIN,MT
350211,,916,egg albumin,MT
350219,,916,egg albumin,MT
382311,,1276,FATTY ACIDS,MT
382312,,1276,FATTY ACIDS,MT
382313,,1276,FATTY ACIDS,MT
382319,,1276,FATTY ACIDS,MT
400110,,836,RUBBER NAT LATEX,MT
400121,,837,RUBBER NAT DRY,MT
400122,,837,RUBBER NAT DRY,MT
400129,,837,RUBBER NAT DRY,MT
400130,,839,GUMS NATURAL,MT
410120,,920,HIDES WET SALTED CATTLE,MT
410120,,921,HIDESDRY S.CATTLE,MT
410120,,922,HIDES NES CATTLE,MT
410120,,928,SKINS WET SALTED CALVES,MT
410120,,929,SKINSDRY S.CALVES,MT
410120,,930,SKINS NES CALVES,MT
410120,,958,HIDES WET SALTED BUFFALOES,MT
410120,,959,HIDES DRYSALT BUF,MT
410120,,1103,HIDES WET SALTED HORSES,MT
410120,,1104,HIDES DRY SLT HORSES,MT
410120,,1105,HIDES UNSP HORSE,MT
410150,,920,HIDES WET SALTED CATTLE,MT
410150,,921,HIDESDRY S.CATTLE,MT
410150,,1103,HIDES WET SALTED HORSES,MT
410190,,920,HIDES WET SALTED CATTLE,MT
410190,,921,HIDESDRY S.CATTLE,MT
410190,,1103,HIDES WET SALTED HORSES,MT
410210,,999,SKINS WITH WOOL SHEEP,MT
410221,,996,SKINSWET SALTED,MT
410221,,997,SKINSDRY SLTSHEEP,MT
410221,,998,SKINS NES SHEEP,MT
410229,,996,SKINSWET SALTED,MT
410229,,997,SKINSDRY SLTSHEEP,MT
410229,,998,SKINS NES SHEEP,MT
410320,,1214,HIDES WET SALTED NES,MT
410320,,1215,HIDES DRY SLT NES,MT
410320,,1216,HIDES NES,MT
410330,,1045,SKINSWET SLTDPIGS,MT
410390,,1045,SKINSWET SLTDPIGS,MT
410390,,1046,SKINSDRY SLTDPIGS,MT
410390,,1047,SKINS NES PIGS,MT
410390,,1134,HIDES WET SALTED CAMELS,MT
410390,,1135,HIDESDRY SLT CAM,MT
410390,,1136,HIDES UNSP CAMELS,MT
410390,,1214,HIDES WET SALTED NES,MT
410390,,1215,HIDES DRY SLT NES,MT
410390,,1216,HIDES NES,MT
411520,,1217,LEATHER USE&WASTE,MT
430110,,1195,SKIN FURS,MT
430130,,1002,CARAKUL SKINS,MT
430160,,1195,SKIN FURS,MT
430180,,1146,SKINS OF RABBITS,MT
430180,,1195,SKIN FURS,MT
430190,,1195,SKIN FURS,MT
500100,,1185,COCOONS REELABLE,MT
500200,,1186,SILK RAW,MT
500300,,1187,COCOON UNR.&WASTE,MT
510111,,987,WOOL GREASY,MT
510119,,987,WOOL GREASY,MT
510121,,988,WOOL DEGREASED,MT
510129,,988,WOOL DEGREASED,MT
510130,,988,WOOL DEGREASED,MT
510211,,1030,FINE GOAT HAIR,MT
510211,,1218,HAIR FINE,MT
510219,,1030,FINE GOAT HAIR,MT
510219,,1218,HAIR FINE,MT
510220,,1031,COARSE GOAT HAIR,MT
510220,,1219,HAIR COARSE NES,MT
510310,,1009,WOOL;HAIR WASTE,MT
510320,,1009,WOOL;HAIR WASTE,MT
510330,,1009,WOOL;HAIR WASTE,MT
510400,,1007,WOOL SHODDY,MT
510510,,1008,HAIR CARDED/ COMBED,MT
510521,,1008,HAIR CARDED/ COMBED,MT
510529,,1008,HAIR CARDED/ COMBED,MT
510529,,1010,wool tops,MT
510531,,1008,HAIR CARDED/ COMBED,MT
510539,,1008,HAIR CARDED/ COMBED,MT
510540,,1008,HAIR CARDED/ COMBED,MT
520100,,767,COTTON LINT,MT
520210,,769,COTTON WASTE,MT
520291,,769,COTTON WASTE,MT
520299,,769,COTTON WASTE,MT
520300,,768,"COTTON CARDED,COMBED",MT
530110,,771,FLAX FIBRE RAW,MT
530121,,773,FLAX FIBRE & TOW,MT
530129,,773,FLAX FIBRE & TOW,MT
530130,,774,FLAX TOW WASTE,MT
530210,,777,HEMP TOW WASTE,MT
530290,,777,HEMP TOW WASTE,MT
530310,,780,JUTE,MT
530310,,782,OTHER BASTFIBRES,MT
530390,,780,JUTE,MT
530390,,782,OTHER BASTFIBRES,MT
530500,,809,MANILA FIBRE (ABACA),MT
530500,,821,FIBRE CROPS NES,MT
530810,,813,COIR,MT
