"measuredElementSuaFbs","timePointYears","geographicAreaM49","measuredItemFbsSua","Value","flagObservationStatus"
"1061","2014","894","S2520",0.000283327017538238,"I"
"1062","2014","894","S2520",0,"I"
"1063","2014","894","S2520",0.000340139427401455,"I"
"1064","2014","894","S2520",0.0220402948970934,"I"
"1068","2014","894","S2520",0.00102071568180129,"I"
"1070","2014","894","S2520",0.00397498496142994,"I"
"1071","2014","894","S2520",0.000878616712594806,"I"
"1072","2014","894","S2520",0.0201304868589284,"I"
"1073","2014","894","S2520",0.0538511435860792,"I"
"1074","2014","894","S2520",0.0521806290307846,"I"
"1075","2014","894","S2520",0.0192598985453623,"I"
"1076","2014","894","S2520",0.00044785672856074,"I"
"1078","2014","894","S2520",0.000931959624495025,"I"
"1080","2014","894","S2520",3.96799427404299e-05,"I"
"1081","2014","894","S2520",7.08517861334682e-05,"I"
"1083","2014","894","S2520",1.28236286250607e-07,"I"
"1084","2014","894","S2520",4.91227709427727e-09,"I"
"1087","2014","894","S2520",0,"I"
"1089","2014","894","S2520",0.00198390923311559,"I"
"5910","2014","894","S2531",3965.415796,"I"
"5141","2014","894","S2531",32967.7059766226,"I"
"5610","2014","894","S2531",10546.0530826412,"I"
"5165","2014","894","S2531",0,"I"
"5016","2014","894","S2531",2135.939561,"I"
"5510","2014","894","S2531",28384.578884,"I"
"5525","2014","894","S2531",1180.283848,"I"
"5071","2014","894","S2531",601.622565018653,"I"
"664","2014","894","S2531",3.74668908205696,"I"
"674","2014","894","S2531",0.0894264781551317,"I"
"684","2014","894","S2531",0.00780606575714592,"I"
"5166","2014","894","S2531",-1952.16993169796,"I"
"261","2014","894","S2531",21737.50315572,"I"
"271","2014","894","S2531",518.83364446,"I"
"281","2014","894","S2531",45.289154054,"I"
"1061","2014","894","S2531",0.0430173809355448,"I"
"1062","2014","894","S2531",0,"I"
"1063","2014","894","S2531",0.0489776967529749,"I"
"1064","2014","894","S2531",0.791637996027596,"I"
"1068","2014","894","S2531",0.0833093134044377,"I"
"1070","2014","894","S2531",0.407333096775879,"I"
"1071","2014","894","S2531",0.0346822359797676,"I"
"1072","2014","894","S2531",1.06198832872436,"I"
"1073","2014","894","S2531",2.44759593330505,"I"
"1074","2014","894","S2531",21.6408095432065,"I"
"1075","2014","894","S2531",0.407049773858799,"I"
"1076","2014","894","S2531",0.016084441232294,"I"
"1078","2014","894","S2531",0.0484062433274827,"I"
"1080","2014","894","S2531",0.00146949376094918,"I"
"1081","2014","894","S2531",0.00396000225127074,"I"
"1083","2014","894","S2531",0.0467255128414055,"I"
"1084","2014","894","S2531",0,"I"
"1087","2014","894","S2531",0.863092495181196,"I"
"1089","2014","894","S2531",3.88801221039546,"I"
"5910","2014","894","S2532",177.605361963763,"I"
"5141","2014","894","S2532",850304.85075,"I"
"5610","2014","894","S2532",60.5092277707211,"I"
"5165","2014","894","S2532",0,"I"
"5016","2014","894","S2532",69192.14925,"I"
"5510","2014","894","S2532",919497,"I"
"5071","2014","894","S2532",0,"I"
"664","2014","894","S2532",178.714110554226,"I"
"674","2014","894","S2532",1.46705613141529,"I"
"684","2014","894","S2532",0.266737478439143,"I"
"5166","2014","894","S2532",-786.593868201366,"I"
"261","2014","894","S2532",1036861.73500455,"I"
"271","2014","894","S2532",8511.5515560075,"I"
"281","2014","894","S2532",1547.554828365,"I"
"1061","2014","894","S2532",1.2136555268981,"I"
"1062","2014","894","S2532",0,"I"
"1063","2014","894","S2532",1.20031865297614,"I"
"1064","2014","894","S2532",40.0106217658715,"I"
"1068","2014","894","S2532",4.80127461190458,"I"
"1070","2014","894","S2532",29.3411226283058,"I"
"1071","2014","894","S2532",0.933581174537001,"I"
"1072","2014","894","S2532",24.0063730595229,"I"
"1073","2014","894","S2532",41.3443091580672,"I"
"1074","2014","894","S2532",321.418661519168,"I"
"1075","2014","894","S2532",5.33474956878286,"I"
"1076","2014","894","S2532",1.44038238357137,"I"
"1078","2014","894","S2532",0.640169948253944,"I"
"1080","2014","894","S2532",0.0266737478439143,"I"
"1081","2014","894","S2532",0.133368739219572,"I"
"1083","2014","894","S2532",49.3464335112415,"I"
"1084","2014","894","S2532",25.3400604517186,"I"
"1087","2014","894","S2532",37.3432469814801,"I"
"1089","2014","894","S2532",85.622730578965,"I"
"5910","2014","894","S2533",76.88675,"I"
"5141","2014","894","S2533",151078.373424,"I"
"5610","2014","894","S2533",9.84767,"I"
"5165","2014","894","S2533",0,"I"
"5016","2014","894","S2533",11299.3895,"I"
"5510","2014","894","S2533",150158,"I"
"5071","2014","894","S2533",-12286.802004,"I"
"664","2014","894","S2533",25.5035359034115,"I"
"674","2014","894","S2533",0.280971158257924,"I"
"684","2014","894","S2533",0.0648394980595208,"I"
"5166","2014","894","S2533",-259.891837438772,"I"
"261","2014","894","S2533",147966.158931466,"I"
"271","2014","894","S2533",1630.13564924496,"I"
"281","2014","894","S2533",376.18514982576,"I"
"1061","2014","894","S2533",0.179389277964674,"I"
"1062","2014","894","S2533",0,"I"
"1063","2014","894","S2533",0.237744826218243,"I"
"1064","2014","894","S2533",5.59780999913863,"I"
"1068","2014","894","S2533",0.713234478654729,"I"
"1070","2014","894","S2533",7.13234478654729,"I"
"1071","2014","894","S2533",0.216131660198403,"I"
"1072","2014","894","S2533",4.97102818456326,"I"
"1073","2014","894","S2533",9.72592470892813,"I"
"1074","2014","894","S2533",75.4299494092426,"I"
"1075","2014","894","S2533",5.18715984476167,"I"
"1076","2014","894","S2533",0.075646081069441,"I"
"1078","2014","894","S2533",0.14480821233293,"I"
"1080","2014","894","S2533",0.00864526640793611,"I"
"1081","2014","894","S2533",0.0172905328158722,"I"
"1083","2014","894","S2533",87.1010590599563,"I"
"1084","2014","894","S2533",43.6585953600774,"I"
"1087","2014","894","S2533",4.75489652436486,"I"
"1089","2014","894","S2533",14.7401792255311,"I"
"5910","2014","894","S2534",31.897,"I"
"5520","2014","894","S2534",4e-04,"I"
"5141","2014","894","S2534",0,"I"
"5610","2014","894","S2534",16.3904,"I"
"5071","2014","894","S2534",0,"I"
"664","2014","894","S2534",0,"I"
"674","2014","894","S2534",0,"I"
"684","2014","894","S2534",0,"I"
"5166","2014","894","S2534",-15.507,"I"
"261","2014","894","S2534",0,"I"
"271","2014","894","S2534",0,"I"
"281","2014","894","S2534",0,"I"
"1061","2014","894","S2534",0,"I"
"1062","2014","894","S2534",0,"I"
"1063","2014","894","S2534",0,"I"
"1064","2014","894","S2534",0,"I"
"1068","2014","894","S2534",0,"I"
"1070","2014","894","S2534",0,"I"
"1071","2014","894","S2534",0,"I"
"1072","2014","894","S2534",0,"I"
"1073","2014","894","S2534",0,"I"
"1074","2014","894","S2534",0,"I"
"1075","2014","894","S2534",0,"I"
"1076","2014","894","S2534",0,"I"
"1078","2014","894","S2534",0,"I"
"1080","2014","894","S2534",0,"I"
"1081","2014","894","S2534",0,"I"
"1083","2014","894","S2534",0,"I"
"1084","2014","894","S2534",0,"I"
"1087","2014","894","S2534",0,"I"
"1089","2014","894","S2534",0,"I"
"5910","2014","894","S2535",0.41,"I"
"5166","2014","894","S2535",-0.41,"I"
"5910","2014","894","S2536",0,"I"
"5520","2014","894","S2536",370542.812098,"I"
"5141","2014","894","S2536",0,"I"
"5023","2014","894","S2536",3982041.5879017,"I"
"5610","2014","894","S2536",0,"I"
"5016","2014","894","S2536",247415.6,"I"
"5510","2014","894","S2536",4600000,"I"
"5071","2014","894","S2536",0,"I"
"684","2014","894","S2536",0,"I"
"5166","2014","894","S2536",0,"I"
"281","2014","894","S2536",0,"I"
"1062","2014","894","S2536",0,"I"
"1068","2014","894","S2536",0,"I"
"1083","2014","894","S2536",0,"I"
"1084","2014","894","S2536",0,"I"
"1087","2014","894","S2536",0,"I"
"5071","2014","894","S2537",0,"I"
"5166","2014","894","S2537",0,"I"
"5910","2014","894","S2542",231497.435600217,"I"
"5141","2014","894","S2542",187184.188258043,"I"
"5023","2014","894","S2542",5354.05869565217,"I"
"5610","2014","894","S2542",2768.68886478261,"I"
"5510","2014","894","S2542",421300,"I"
"5071","2014","894","S2542",0.0063108695347024,"I"
"664","2014","894","S2542",118.44566019889,"I"
"674","2014","894","S2542",0.00326265674366336,"I"
"684","2014","894","S2542",0.0123514808937909,"I"
"5166","2014","894","S2542",0,"I"
"261","2014","894","S2542",687196.843924178,"I"
"271","2014","894","S2542",18.9292491872522,"I"
"281","2014","894","S2542",71.660698026,"I"
"1061","2014","894","S2542",0.296821246168341,"I"
"1062","2014","894","S2542",0,"I"
"1063","2014","894","S2542",0.000815665952450875,"I"
"1064","2014","894","S2542",29.5949113140792,"I"
"1068","2014","894","S2542",0.000582617023292023,"I"
"1070","2014","894","S2542",0.678704854164719,"I"
"1071","2014","894","S2542",0.0297986515969594,"I"
"1072","2014","894","S2542",0.304977920249098,"I"
"1073","2014","894","S2542",0.0780707164518318,"I"
"1074","2014","894","S2542",1.00815295083927,"I"
"1075","2014","894","S2542",0.64025188331254,"I"
"1076","2014","894","S2542",0.00626269081819672,"I"
"1078","2014","894","S2542",0.000361222554441054,"I"
"1080","2014","894","S2542",0.000163132766521766,"I"
"1081","2014","894","S2542",3.49570213975214e-05,"I"
"1083","2014","894","S2542",0.00815663832608832,"I"
"1084","2014","894","S2542",0.00699140427950428,"I"
"1087","2014","894","S2542",0,"I"
"1089","2014","894","S2542",0.0702009252450794,"I"
"5910","2014","894","S2543",13503.449698,"I"
"5520","2014","894","S2543",0,"I"
"5141","2014","894","S2543",21676.920132,"I"
"5023","2014","894","S2543",0,"I"
"5610","2014","894","S2543",13345.032762,"I"
"5165","2014","894","S2543",14.75851,"I"
"5510","2014","894","S2543",24780.47,"I"
"5071","2014","894","S2543",2930.374422,"I"
"664","2014","894","S2543",4.96407088577176,"I"
"674","2014","894","S2543",6.40768817213174e-05,"I"
"684","2014","894","S2543",5.168826539606e-06,"I"
"5166","2014","894","S2543",-4.72821473952354,"I"
"261","2014","894","S2543",28800.49670026,"I"
"271","2014","894","S2543",0.37176061,"I"
"281","2014","894","S2543",0.029988446,"I"
"1061","2014","894","S2543",0.0374117594665257,"I"
"1062","2014","894","S2543",0,"I"
"1063","2014","894","S2543",7.00913052268839e-05,"I"
"1064","2014","894","S2543",1.24224498824675,"I"
"1068","2014","894","S2543",0,"I"
"1070","2014","894","S2543",0.0812761748308547,"I"
"1071","2014","894","S2543",0.00227513962947271,"I"
"1072","2014","894","S2543",0.0392220916890395,"I"
"1073","2014","894","S2543",0.142513415970388,"I"
"1074","2014","894","S2543",0.105797931377204,"I"
"1075","2014","894","S2543",0.580390650411298,"I"
"1076","2014","894","S2543",0.000798658434063705,"I"
"1078","2014","894","S2543",4.29831810655986e-05,"I"
"1080","2014","894","S2543",6.4837783101585e-06,"I"
"1081","2014","894","S2543",1.06656635739387e-06,"I"
"1083","2014","894","S2543",0,"I"
"1084","2014","894","S2543",0,"I"
"1087","2014","894","S2543",0,"I"
"1089","2014","894","S2543",2.49616330464013,"I"
"5910","2014","894","S2546",4226.04,"I"
"5141","2014","894","S2546",0,"I"
"5610","2014","894","S2546",111.61488,"I"
"5071","2014","894","S2546",0,"I"
"664","2014","894","S2546",0,"I"
"674","2014","894","S2546",0,"I"
"684","2014","894","S2546",0,"I"
"5166","2014","894","S2546",-4114.42512,"I"
"261","2014","894","S2546",0,"I"
"271","2014","894","S2546",0,"I"
"281","2014","894","S2546",0,"I"
"1061","2014","894","S2546",0,"I"
"1062","2014","894","S2546",0,"I"
"1063","2014","894","S2546",0,"I"
"1064","2014","894","S2546",0,"I"
"1068","2014","894","S2546",0,"I"
"1070","2014","894","S2546",0,"I"
"1071","2014","894","S2546",0,"I"
"1072","2014","894","S2546",0,"I"
"1073","2014","894","S2546",0,"I"
"1074","2014","894","S2546",0,"I"
"1075","2014","894","S2546",0,"I"
"1076","2014","894","S2546",0,"I"
"1078","2014","894","S2546",0,"I"
"1080","2014","894","S2546",0,"I"
"1081","2014","894","S2546",0,"I"
"1083","2014","894","S2546",0,"I"
"1084","2014","894","S2546",0,"I"
"1087","2014","894","S2546",0,"I"
"1089","2014","894","S2546",0,"I"
"5910","2014","894","S2547",2.62,"I"
"5141","2014","894","S2547",657.18875,"I"
"5610","2014","894","S2547",1221.57948,"I"
"5071","2014","894","S2547",561.77073,"I"
"664","2014","894","S2547",0.365873234234061,"I"
"674","2014","894","S2547",0.025146705263146,"I"
"684","2014","894","S2547",0.00203892204836319,"I"
"5166","2014","894","S2547",-1.72608344207583,"I"
"261","2014","894","S2547",2122.7196625,"I"
"271","2014","894","S2547",145.8959025,"I"
"281","2014","894","S2547",11.8293975,"I"
"1061","2014","894","S2547",0.00113273447131288,"I"
"1062","2014","894","S2547",0,"I"
"1063","2014","894","S2547",0.0028318361782822,"I"
"1064","2014","894","S2547",0.0525588794689177,"I"
"1068","2014","894","S2547",0.0180104780938748,"I"
"1070","2014","894","S2547",0.0430439099098895,"I"
"1071","2014","894","S2547",0.0047574847795141,"I"
"1072","2014","894","S2547",0.109875243717349,"I"
"1073","2014","894","S2547",0.357944092934871,"I"
"1074","2014","894","S2547",1.07383227880461,"I"
"1075","2014","894","S2547",0.0124600791844417,"I"
"1076","2014","894","S2547",0.00353413155049619,"I"
"1078","2014","894","S2547",0.00305838307254478,"I"
"1080","2014","894","S2547",0.000249201583688834,"I"
"1081","2014","894","S2547",0.000883532887624048,"I"
"1083","2014","894","S2547",0.0169910170696932,"I"
"1084","2014","894","S2547",0.00792914129919017,"I"
"1087","2014","894","S2547",0.00453093788525153,"I"
"1089","2014","894","S2547",0.0124600791844417,"I"
"5910","2014","894","S2549",97.645,"I"
"5520","2014","894","S2549",6.454475,"I"
"5141","2014","894","S2549",25538.225474,"I"
"5610","2014","894","S2549",13.655863,"I"
"5016","2014","894","S2549",1496.563719,"I"
"5510","2014","894","S2549",31737.789348,"I"
"5525","2014","894","S2549",5018.705367,"I"
"5071","2014","894","S2549",-308.548824,"I"
"664","2014","894","S2549",14.8088540087786,"I"
"674","2014","894","S2549",1.10598416438454,"I"
"684","2014","894","S2549",0.215912666384481,"I"
"5166","2014","894","S2549",-187.144054923567,"I"
"261","2014","894","S2549",85917.86072937,"I"
"271","2014","894","S2549",6416.687837435,"I"
"281","2014","894","S2549",1252.679943305,"I"
"1061","2014","894","S2549",0.0440705175198969,"I"
"1062","2014","894","S2549",0,"I"
"1063","2014","894","S2549",0.136608394885408,"I"
"1064","2014","894","S2549",1.71946840143123,"I"
"1068","2014","894","S2549",0.775325915111913,"I"
"1070","2014","894","S2549",6.42907796657014,"I"
"1071","2014","894","S2549",0.308362153055877,"I"
"1072","2014","894","S2549",10.085018231988,"I"
"1073","2014","894","S2549",17.0972253601872,"I"
"1074","2014","894","S2549",51.4106863969218,"I"
"1075","2014","894","S2549",0.617106804978751,"I"
"1076","2014","894","S2549",0.1551009988965,"I"
"1078","2014","894","S2549",0.10134369416149,"I"
"1080","2014","894","S2549",0.0092492091197941,"I"
"1081","2014","894","S2549",0.0290817320099561,"I"
"1083","2014","894","S2549",0.0885487883314838,"I"
"1084","2014","894","S2549",0.0443005008415528,"I"
"1087","2014","894","S2549",0.044128294457953,"I"
"1089","2014","894","S2549",0.449351563095146,"I"
"5910","2014","894","S2551",0.31,"I"
"5141","2014","894","S2551",70.1685630106592,"I"
"5610","2014","894","S2551",71.3146880106592,"I"
"5071","2014","894","S2551",0.836125,"I"
"664","2014","894","S2551",0.100684724524572,"I"
"674","2014","894","S2551",0.00253693133783596,"I"
"684","2014","894","S2551",0.00888833524295233,"I"
"5166","2014","894","S2551",-0.245557938566634,"I"
"261","2014","894","S2551",584.1516253823,"I"
"271","2014","894","S2551",14.71874280312,"I"
"281","2014","894","S2551",51.568254307,"I"
"1061","2014","894","S2551",0.000148446756874028,"I"
"1062","2014","894","S2551",0,"I"
"1063","2014","894","S2551",0.000417688798965874,"I"
"1064","2014","894","S2551",0.00199342177316407,"I"
"1068","2014","894","S2551",0.00127909385651279,"I"
"1070","2014","894","S2551",0.0202323707619561,"I"
"1071","2014","894","S2551",0.000612103593320784,"I"
"1072","2014","894","S2551",0.0340698918606063,"I"
"1073","2014","894","S2551",0.0671926675416064,"I"
