"geographicAreaM49","measuredElementSuaFbs","measuredItemParentCPC","measuredItemChildCPC","timePointYears","Value","flagObservationStatus","flagMethod"
"398","share_Up","01234","21399.01","2015",0.2857142857,"I","c"
"398","share_Up","01234","21399.01","2014",0.2857142857,"I","c"
"398","share_Up","01234","21399.02","2022",0.7142857143,"I","c"
"398","share_Up","01234","21399.02","2021",0.7142857143,"I","c"
"398","share_Up","01234","21399.02","2020",0.7142857143,"I","c"
"398","share_Up","01234","21399.02","2019",0.7142857143,"I","c"
"398","share_Up","01234","21399.02","2018",0.7142857143,"I","c"
"398","share_Up","01234","21399.02","2017",0.7142857143,"I","c"
"398","share_Up","01234","21399.02","2016",0.7142857143,"I","c"
"398","share_Up","01234","21399.02","2015",0.7142857143,"I","c"
"398","share_Up","01234","21399.02","2014",0.7142857143,"I","c"
"398","share_Up","01270","21393.01","2022",1,"I","c"
"398","share_Up","01270","21393.01","2021",1,"I","c"
"398","share_Up","01270","21393.01","2020",1,"I","c"
"398","share_Up","01270","21393.01","2019",1,"I","c"
"398","share_Up","01270","21393.01","2018",1,"I","c"
"398","share_Up","01270","21393.01","2017",1,"I","c"
"398","share_Up","01270","21393.01","2016",1,"I","c"
"398","share_Up","01270","21393.01","2015",1,"I","c"
"398","share_Up","01270","21393.01","2014",1,"I","c"
"398","share_Up","01290.90","21330.90","2022",0.3333333333,"I","c"
"398","share_Up","01290.90","21330.90","2021",0.3333333333,"I","c"
"398","share_Up","01290.90","21330.90","2020",0.3333333333,"I","c"
"398","share_Up","01290.90","21330.90","2019",0.3333333333,"I","c"
"398","share_Up","01290.90","21330.90","2018",0.3333333333,"I","c"
"398","share_Up","01290.90","21330.90","2017",0.3333333333,"I","c"
"398","share_Up","01290.90","21330.90","2016",0.3333333333,"I","c"
"398","share_Up","01290.90","21330.90","2015",0.3333333333,"I","c"
"398","share_Up","01290.90","21330.90","2014",0.3333333333,"I","c"
"398","share_Up","01290.90","21393.90","2022",0.3333333333,"I","c"
"398","share_Up","01290.90","21393.90","2021",0.3333333333,"I","c"
"398","share_Up","01290.90","21393.90","2020",0.3333333333,"I","c"
"398","share_Up","01290.90","21393.90","2019",0.3333333333,"I","c"
"398","share_Up","01290.90","21393.90","2018",0.3333333333,"I","c"
"398","share_Up","01290.90","21393.90","2017",0.3333333333,"I","c"
"398","share_Up","01290.90","21393.90","2016",0.3333333333,"I","c"
"398","share_Up","01290.90","21393.90","2015",0.3333333333,"I","c"
"398","share_Up","01290.90","21393.90","2014",0.3333333333,"I","c"
"398","share_Up","01290.90","F0473","2022",0.3333333333,"I","c"
"398","share_Up","01290.90","F0473","2021",0.3333333333,"I","c"
"398","share_Up","01290.90","F0473","2020",0.3333333333,"I","c"
"398","share_Up","01290.90","F0473","2019",0.3333333333,"I","c"
"398","share_Up","01290.90","F0473","2018",0.3333333333,"I","c"
"398","share_Up","01290.90","F0473","2017",0.3333333333,"I","c"
"398","share_Up","01290.90","F0473","2016",0.3333333333,"I","c"
"398","share_Up","01290.90","F0473","2015",0.3333333333,"I","c"
"398","share_Up","01290.90","F0473","2014",0.3333333333,"I","c"
"398","share_Up","01329","21439.04","2022",1,"I","c"
"398","share_Up","01329","21439.04","2021",1,"I","c"
"398","share_Up","01329","21439.04","2020",1,"I","c"
"398","share_Up","01329","21439.04","2019",1,"I","c"
"398","share_Up","01329","21439.04","2018",1,"I","c"
"398","share_Up","01329","21439.04","2017",1,"I","c"
"398","share_Up","01329","21439.04","2016",1,"I","c"
"398","share_Up","01329","21439.04","2015",1,"I","c"
"398","share_Up","01329","21439.04","2014",1,"I","c"
"398","share_Up","01330","21411","2022",0.0046337684,"I","c"
"398","share_Up","01330","21411","2021",0.0046337684,"I","c"
"398","share_Up","01330","21411","2020",0.0046337684,"I","c"
"398","share_Up","01330","21411","2019",0.0046337684,"I","c"
"398","share_Up","01330","21411","2018",0.0046337684,"I","c"
"398","share_Up","01330","21411","2017",0.0046855746,"I","c"
"398","share_Up","01330","21411","2016",0.0045062732,"I","c"
"398","share_Up","01330","21411","2015",0.0047094573,"I","c"
"398","share_Up","01330","21411","2014",0.0048409935,"I","c"
"398","share_Up","01330","24212.01","2022",0.343563507,"T","-"
"398","share_Up","01330","24212.01","2021",0.343563507,"T","-"
"398","share_Up","01330","24212.01","2020",0.343563507,"T","-"
"398","share_Up","01330","24212.01","2019",0.343563507,"T","-"
"398","share_Up","01330","24212.01","2018",0.3721377668,"T","-"
"398","share_Up","01330","24212.01","2017",0.3993847159,"T","-"
"398","share_Up","01330","24212.01","2016",0.4032231244,"T","-"
"398","share_Up","01330","24212.01","2015",0.3766195022,"T","-"
"398","share_Up","01330","24212.01","2014",0.4094215622,"T","-"
"398","share_Up","01330","24212.02","2022",0.6518027246,"T","-"
"398","share_Up","01330","24212.02","2021",0.6518027246,"T","-"
"398","share_Up","01330","24212.02","2020",0.6518027246,"T","-"
"398","share_Up","01330","24212.02","2019",0.6518027246,"T","-"
"398","share_Up","01330","24212.02","2018",0.6232284648,"T","-"
"398","share_Up","01330","24212.02","2017",0.5959297095,"T","-"
"398","share_Up","01330","24212.02","2016",0.5922706024,"T","-"
"398","share_Up","01330","24212.02","2015",0.6186710405,"T","-"
"398","share_Up","01330","24212.02","2014",0.5857374443,"T","-"
"398","share_Up","01341","21419.99","2022",0.4,"I","c"
"398","share_Up","01341","21419.99","2021",0.4,"I","c"
"398","share_Up","01341","21419.99","2020",0.4,"I","c"
"398","share_Up","01341","21419.99","2019",0.4,"I","c"
"398","share_Up","01341","21419.99","2018",0.4,"I","c"
"398","share_Up","01341","21419.99","2017",0.4,"I","c"
"398","share_Up","01341","21419.99","2016",0.4,"I","c"
"398","share_Up","01341","21419.99","2015",0.4,"I","c"
"398","share_Up","01341","21419.99","2014",0.4,"I","c"
"398","share_Up","01341","21435.01","2022",0.4,"I","c"
"398","share_Up","01341","21435.01","2021",0.4,"I","c"
"398","share_Up","01341","21435.01","2020",0.4,"I","c"
"398","share_Up","01341","21435.01","2019",0.4,"I","c"
"398","share_Up","01341","21435.01","2018",0.4,"I","c"
"398","share_Up","01341","21435.01","2017",0.4,"I","c"
"398","share_Up","01341","21435.01","2016",0.4,"I","c"
"398","share_Up","01341","21435.01","2015",0.4,"I","c"
"398","share_Up","01341","21435.01","2014",0.4,"I","c"
"398","share_Up","01341","24230.03","2022",0.2,"I","c"
"398","share_Up","01341","24230.03","2021",0.2,"I","c"
"398","share_Up","01341","24230.03","2020",0.2,"I","c"
"398","share_Up","01341","24230.03","2019",0.2,"I","c"
"398","share_Up","01341","24230.03","2018",0.2,"I","c"
"398","share_Up","01341","24230.03","2017",0.2,"I","c"
"398","share_Up","01341","24230.03","2016",0.2,"I","c"
"398","share_Up","01341","24230.03","2015",0.2,"I","c"
"398","share_Up","01341","24230.03","2014",0.2,"I","c"
"398","share_Up","01343","21419.01","2022",1,"I","c"
"398","share_Up","01343","21419.01","2021",1,"I","c"
"398","share_Up","01343","21419.01","2020",1,"I","c"
"398","share_Up","01343","21419.01","2019",1,"I","c"
"398","share_Up","01343","21419.01","2018",1,"I","c"
"398","share_Up","01343","21419.01","2017",1,"I","c"
"398","share_Up","01343","21419.01","2016",1,"I","c"
"398","share_Up","01343","21419.01","2015",1,"I","c"
"398","share_Up","01343","21419.01","2014",1,"I","c"
"398","share_Up","01345","23991.03","2022",1,"I","c"
"398","share_Up","01345","23991.03","2021",1,"I","c"
"398","share_Up","01345","23991.03","2020",1,"I","c"
"398","share_Up","01345","23991.03","2019",1,"I","c"
"398","share_Up","01345","23991.03","2018",1,"I","c"
"398","share_Up","01345","23991.03","2017",1,"I","c"
"398","share_Up","01345","23991.03","2016",1,"I","c"
"398","share_Up","01345","23991.03","2015",1,"I","c"
"398","share_Up","01345","23991.03","2014",1,"I","c"
"398","share_Up","01376","21429.02","2022",1,"I","c"
"398","share_Up","01376","21429.02","2021",1,"I","c"
"398","share_Up","01376","21429.02","2020",1,"I","c"
"398","share_Up","01376","21429.02","2019",1,"I","c"
"398","share_Up","01376","21429.02","2018",1,"I","c"
"398","share_Up","01376","21429.02","2017",1,"I","c"
"398","share_Up","01376","21429.02","2016",1,"I","c"
"398","share_Up","01376","21429.02","2015",1,"I","c"
"398","share_Up","01376","21429.02","2014",1,"I","c"
"398","share_Up","0141","2161","2022",0.9998588662,"T","-"
"398","share_Up","0141","2161","2021",0.9998588662,"T","-"
"398","share_Up","0141","2161","2020",0.9998588662,"T","-"
"398","share_Up","0141","2161","2019",0.9998588662,"T","-"
"398","share_Up","0141","2161","2018",0.9998588662,"T","-"
"398","share_Up","0141","2161","2017",0.9998608581,"T","-"
"398","share_Up","0141","2161","2016",0.9998628988,"T","-"
"398","share_Up","0141","2161","2015",0.9998528418,"T","-"
"398","share_Up","0141","2161","2014",0.9998668337,"T","-"
"398","share_Up","0141","21910.03","2022",0.9998588662,"T","-"
"398","share_Up","0141","21910.03","2021",0.9998588662,"T","-"
"398","share_Up","0141","21910.03","2020",0.9998588662,"T","-"
"398","share_Up","0141","21910.03","2019",0.9998588662,"T","-"
"398","share_Up","0141","21910.03","2018",0.9998588662,"T","-"
"398","share_Up","0141","21910.03","2017",0.9998608581,"T","-"
"398","share_Up","0141","21910.03","2016",0.9998628988,"T","-"
"398","share_Up","0141","21910.03","2015",0.9998528418,"T","-"
"398","share_Up","0141","21910.03","2014",0.9998668337,"T","-"
"398","share_Up","0141","21920","2022",0.0001411338,"I","c"
"398","share_Up","0141","21920","2021",0.0001411338,"I","c"
"398","share_Up","0141","21920","2020",0.0001411338,"I","c"
"398","share_Up","0141","21920","2019",0.0001411338,"I","c"
"398","share_Up","0141","21920","2018",0.0001411338,"I","c"
"398","share_Up","0141","21920","2017",0.0001391419,"I","c"
"398","share_Up","0141","21920","2016",0.0001371012,"I","c"
"398","share_Up","0141","21920","2015",0.0001471582,"I","c"
"398","share_Up","0141","21920","2014",0.0001331663,"I","c"
"398","share_Up","0142","21421","2022",1,"I","c"
"398","share_Up","0142","21421","2021",1,"I","c"
"398","share_Up","0142","21421","2020",1,"I","c"
"398","share_Up","0142","21421","2019",1,"I","c"
"398","share_Up","0142","21421","2018",1,"I","c"
"398","share_Up","0142","21421","2017",1,"I","c"
"398","share_Up","0142","21421","2016",1,"I","c"
"398","share_Up","0142","21421","2015",1,"I","c"
"398","share_Up","0142","21421","2014",1,"I","c"
"398","share_Up","0143","2168","2022",1,"T","-"
"398","share_Up","0143","2168","2021",1,"T","-"
"398","share_Up","0143","2168","2020",1,"T","-"
"398","share_Up","0143","2168","2019",1,"T","-"
"398","share_Up","0143","2168","2018",1,"T","-"
"398","share_Up","0143","2168","2017",1,"T","-"
"398","share_Up","0143","2168","2016",1,"T","-"
"398","share_Up","0143","2168","2015",1,"T","-"
"398","share_Up","0143","2168","2014",1,"T","-"
"398","share_Up","0143","21800","2022",1,"T","-"
"398","share_Up","0143","21800","2021",1,"T","-"
"398","share_Up","0143","21800","2020",1,"T","-"
"398","share_Up","0143","21800","2019",1,"T","-"
"398","share_Up","0143","21800","2018",1,"T","-"
"398","share_Up","0143","21800","2017",1,"T","-"
"398","share_Up","0143","21800","2016",1,"T","-"
"398","share_Up","0143","21800","2015",1,"T","-"
"398","share_Up","0143","21800","2014",1,"T","-"
"398","share_Up","0143","21910.15","2022",1,"T","-"
"398","share_Up","0143","21910.15","2021",1,"T","-"
"398","share_Up","0143","21910.15","2020",1,"T","-"
"398","share_Up","0143","21910.15","2019",1,"T","-"
"398","share_Up","0143","21910.15","2018",1,"T","-"
"398","share_Up","0143","21910.15","2017",1,"T","-"
"398","share_Up","0143","21910.15","2016",1,"T","-"
"398","share_Up","0143","21910.15","2015",1,"T","-"
"398","share_Up","0143","21910.15","2014",1,"T","-"
"398","share_Up","01441","21691.12","2022",1,"T","-"
"398","share_Up","01441","21691.12","2021",1,"T","-"
"398","share_Up","01441","21691.12","2020",1,"T","-"
"398","share_Up","01441","21691.12","2019",1,"T","-"
"398","share_Up","01441","21691.12","2018",1,"T","-"
"398","share_Up","01441","21691.12","2017",1,"T","-"
"398","share_Up","01441","21691.12","2016",1,"T","-"
"398","share_Up","01441","21691.12","2015",1,"T","-"
"398","share_Up","01441","21691.12","2014",1,"T","-"
"398","share_Up","01441","21910.16","2022",1,"T","-"
"398","share_Up","01441","21910.16","2021",1,"T","-"
"398","share_Up","01441","21910.16","2020",1,"T","-"
"398","share_Up","01441","21910.16","2019",1,"T","-"
"398","share_Up","01441","21910.16","2018",1,"T","-"
"398","share_Up","01441","21910.16","2017",1,"T","-"
"398","share_Up","01441","21910.16","2016",1,"T","-"
"398","share_Up","01441","21910.16","2015",1,"T","-"
"398","share_Up","01441","21910.16","2014",1,"T","-"
