"geographicAreaM49","measuredElementSuaFbs","measuredItemFbsSua","timePointYears","Value","flagObservationStatus","flagMethod"
"894","674","S2515","2010",0,"I","s"
"894","684","S2515","2013",0.00001,"I","s"
"894","684","S2515","2012",0.000011,"I","s"
"894","684","S2515","2011",0.000011,"I","s"
"894","684","S2515","2010",0,"I","s"
"894","5166","S2515","2013",-30,"I","s"
"894","5166","S2515","2012",-30,"I","s"
"894","5166","S2515","2011",0,"I","s"
"894","5166","S2515","2010",0,"I","s"
"894","665","S2515","2013",0.000539,"T","i"
"894","665","S2515","2012",0.000557,"T","i"
"894","665","S2515","2011",0.000576,"T","i"
"894","665","S2515","2010",0,"T","i"
"894","5610","S2516","2013",615.804709,"I","s"
"894","5610","S2516","2012",410.249763,"I","s"
"894","5610","S2516","2011",422.793814,"I","s"
"894","5610","S2516","2010",471.881916,"I","s"
"894","5071","S2516","2013",0,"I","s"
"894","5910","S2516","2013",187.21798,"I","s"
"894","5910","S2516","2012",303.016342,"I","s"
"894","5910","S2516","2011",53.160762,"I","s"
"894","5910","S2516","2010",1.772025,"I","s"
"894","5520","S2516","2012",8,"I","s"
"894","5520","S2516","2011",17,"I","s"
"894","5520","S2516","2010",59,"I","s"
"894","5023","S2516","2012",0,"I","s"
"894","5023","S2516","2011",0,"I","s"
"894","5023","S2516","2010",0,"I","s"
"894","5141","S2516","2013",469.586728,"I","s"
"894","5141","S2516","2012",99.233422,"I","s"
"894","5141","S2516","2011",352.633053,"I","s"
"894","5141","S2516","2010",411.10989,"I","s"
"894","261","S2516","2013",985.8,"I","s"
"894","261","S2516","2012",208.32,"I","s"
"894","261","S2516","2011",740.28,"I","s"
"894","261","S2516","2010",863.04,"I","s"
"894","271","S2516","2013",36.04,"I","s"
"894","271","S2516","2012",7.616,"I","s"
"894","271","S2516","2011",27.064,"I","s"
"894","271","S2516","2010",31.552,"I","s"
"894","281","S2516","2013",18.815,"I","s"
"894","281","S2516","2012",3.976,"I","s"
"894","281","S2516","2011",14.129,"I","s"
"894","281","S2516","2010",16.472,"I","s"
"894","664","S2516","2013",0.177278,"I","s"
"894","664","S2516","2012",0.038708,"I","s"
"894","664","S2516","2011",0.14217,"I","s"
"894","664","S2516","2010",0.171438,"I","s"
"894","674","S2516","2013",0.006481,"I","s"
"894","674","S2516","2012",0.001415,"I","s"
"894","674","S2516","2011",0.005198,"I","s"
"894","674","S2516","2010",0.006268,"I","s"
"894","684","S2516","2013",0.003384,"I","s"
"894","684","S2516","2012",0.000739,"I","s"
"894","684","S2516","2011",0.002713,"I","s"
"894","684","S2516","2010",0.003272,"I","s"
"894","5166","S2516","2013",-41,"I","s"
"894","5166","S2516","2012",0,"I","s"
"894","5166","S2516","2011",0,"I","s"
"894","5166","S2516","2010",0,"I","s"
"894","665","S2516","2013",0.084446,"T","i"
"894","665","S2516","2012",0.018439,"T","i"
"894","665","S2516","2011",0.067723,"T","i"
"894","665","S2516","2010",0.081665,"T","i"
"894","5510","S2517","2013",23942,"I","s"
"894","5510","S2517","2012",28445,"I","s"
"894","5510","S2517","2011",41602,"I","s"
"894","5510","S2517","2010",47997,"I","s"
"894","5610","S2517","2013",10,"I","s"
"894","5610","S2517","2012",0,"I","s"
"894","5610","S2517","2011",0,"I","s"
"894","5610","S2517","2010",0,"I","s"
"894","5071","S2517","2013",0,"I","s"
"894","5071","S2517","2012",0,"I","s"
"894","5071","S2517","2011",0,"I","s"
"894","5071","S2517","2010",0,"I","s"
"894","5910","S2517","2013",11,"I","s"
"894","5910","S2517","2012",11,"I","s"
"894","5910","S2517","2011",0,"I","s"
"894","5910","S2517","2010",0,"I","s"
"894","5520","S2517","2013",1920.384673,"I","s"
"894","5520","S2517","2012",2280.154906,"I","s"
"894","5520","S2517","2011",1416.435189,"I","s"
"894","5520","S2517","2010",1492.817636,"I","s"
"894","5525","S2517","2013",731.435269,"I","s"
"894","5525","S2517","2012",869.003267,"I","s"
"894","5525","S2517","2011",3191.823967,"I","s"
"894","5525","S2517","2010",3824.503595,"I","s"
"894","5016","S2517","2013",1844.11975,"I","s"
"894","5016","S2517","2012",2190.046188,"I","s"
"894","5016","S2517","2011",3203.033978,"I","s"
"894","5016","S2517","2010",3695.399785,"I","s"
"894","5023","S2517","2013",11691.99221,"I","s"
"894","5023","S2517","2012",13886.47985,"I","s"
"894","5023","S2517","2011",20317.738445,"I","s"
"894","5023","S2517","2010",23440.552668,"I","s"
"894","5141","S2517","2013",7753.068098,"I","s"
"894","5141","S2517","2012",9208.315789,"I","s"
"894","5141","S2517","2011",13472.968421,"I","s"
"894","5141","S2517","2010",15543.726316,"I","s"
"894","261","S2517","2013",25928.9888,"I","s"
"894","261","S2517","2012",30792.608,"I","s"
"894","261","S2517","2011",45053.6064,"I","s"
"894","261","S2517","2010",51978.2208,"I","s"
"894","271","S2517","2013",692.42186,"I","s"
"894","271","S2517","2012",822.3026,"I","s"
"894","271","S2517","2011",1203.13608,"I","s"
"894","271","S2517","2010",1388.05476,"I","s"
"894","281","S2517","2013",279.91522,"I","s"
"894","281","S2517","2012",332.4202,"I","s"
"894","281","S2517","2011",486.37416,"I","s"
"894","281","S2517","2010",561.12852,"I","s"
"894","664","S2517","2013",4.662845,"I","s"
"894","664","S2517","2012",5.721619,"I","s"
"894","664","S2517","2011",8.652471,"I","s"
"894","664","S2517","2010",10.325202,"I","s"
"894","674","S2517","2013",0.124519,"I","s"
"894","674","S2517","2012",0.152793,"I","s"
"894","674","S2517","2011",0.23106,"I","s"
"894","674","S2517","2010",0.27573,"I","s"
"894","684","S2517","2013",0.050338,"I","s"
"894","684","S2517","2012",0.061767,"I","s"
"894","684","S2517","2011",0.093407,"I","s"
"894","684","S2517","2010",0.111465,"I","s"
"894","5166","S2517","2013",0,"I","s"
"894","5166","S2517","2012",0,"I","s"
"894","5166","S2517","2011",0,"I","s"
"894","5166","S2517","2010",0,"I","s"
"894","665","S2517","2013",1.394245,"T","i"
"894","665","S2517","2012",1.71101,"T","i"
"894","665","S2517","2011",2.587461,"T","i"
"894","665","S2517","2010",3.08768,"T","i"
"894","5510","S2518","2013",14971,"I","s"
"894","5510","S2518","2012",15379,"I","s"
"894","5510","S2518","2011",18457,"I","s"
"894","5510","S2518","2010",27732,"I","s"
"894","5610","S2518","2013",202,"I","s"
"894","5610","S2518","2012",509,"I","s"
"894","5610","S2518","2011",1861,"I","s"
"894","5610","S2518","2010",86,"I","s"
"894","5071","S2518","2013",0,"I","s"
"894","5071","S2518","2012",0,"I","s"
"894","5071","S2518","2011",0,"I","s"
"894","5071","S2518","2010",0,"I","s"
"894","5910","S2518","2013",95,"I","s"
"894","5910","S2518","2012",95,"I","s"
"894","5910","S2518","2011",120,"I","s"
"894","5910","S2518","2010",80,"I","s"
"894","5520","S2518","2013",2471.423653,"I","s"
"894","5520","S2518","2012",3444.087351,"I","s"
"894","5520","S2518","2011",2993.56268,"I","s"
"894","5520","S2518","2010",4696.960851,"I","s"
"894","5525","S2518","2013",389.046136,"I","s"
"894","5525","S2518","2012",399.648689,"I","s"
"894","5525","S2518","2011",479.635597,"I","s"
"894","5525","S2518","2010",720.661775,"I","s"
"894","5016","S2518","2013",2406.902641,"I","s"
"894","5016","S2518","2012",2472.497209,"I","s"
"894","5016","S2518","2011",2967.350347,"I","s"
"894","5016","S2518","2010",4458.501372,"I","s"
"894","5023","S2518","2013",2858.980375,"I","s"
"894","5023","S2518","2012",2761.672014,"I","s"
"894","5023","S2518","2011",4009.135587,"I","s"
"894","5023","S2518","2010",5205.233897,"I","s"
"894","5141","S2518","2013",6951.647195,"I","s"
"894","5141","S2518","2012",6715.094737,"I","s"
"894","5141","S2518","2011",9748.315789,"I","s"
"894","5141","S2518","2010",12656.642105,"I","s"
"894","261","S2518","2013",22984.5648,"I","s"
"894","261","S2518","2012",22200.1032,"I","s"
"894","261","S2518","2011",32227.932,"I","s"
"894","261","S2518","2010",41842.8588,"I","s"
"894","271","S2518","2013",640.66172,"I","s"
"894","271","S2518","2012",618.79598,"I","s"
"894","271","S2518","2011",898.3073,"I","s"
"894","271","S2518","2010",1166.30957,"I","s"
"894","281","S2518","2013",171.72376,"I","s"
"894","281","S2518","2012",165.86284,"I","s"
"894","281","S2518","2011",240.7834,"I","s"
"894","281","S2518","2010",312.61906,"I","s"
"894","664","S2518","2013",4.133345,"I","s"
"894","664","S2518","2012",4.125033,"I","s"
"894","664","S2518","2011",6.189321,"I","s"
"894","664","S2518","2010",8.311865,"I","s"
"894","674","S2518","2013",0.115211,"I","s"
"894","674","S2518","2012",0.114979,"I","s"
"894","674","S2518","2011",0.172518,"I","s"
"894","674","S2518","2010",0.231681,"I","s"
"894","684","S2518","2013",0.030881,"I","s"
"894","684","S2518","2012",0.030819,"I","s"
"894","684","S2518","2011",0.046242,"I","s"
"894","684","S2518","2010",0.0621,"I","s"
"894","5166","S2518","2013",0,"I","s"
"894","5166","S2518","2012",0,"I","s"
"894","5166","S2518","2011",0,"I","s"
"894","5166","S2518","2010",0,"I","s"
"894","665","S2518","2013",1.250124,"T","i"
"894","665","S2518","2012",1.247741,"T","i"
"894","665","S2518","2011",1.872148,"T","i"
"894","665","S2518","2010",2.514176,"T","i"
"894","5510","S2531","2013",29537.137032,"I","s"
"894","5510","S2531","2012",30000,"I","s"
"894","5510","S2531","2011",25700,"I","s"
"894","5510","S2531","2010",22939,"I","s"
"894","5610","S2531","2013",8409.513061,"I","s"
"894","5610","S2531","2012",6484.023651,"I","s"
"894","5610","S2531","2011",4548.129349,"I","s"
"894","5610","S2531","2010",5274.14358,"I","s"
"894","5071","S2531","2013",-539.716959,"I","s"
"894","5071","S2531","2012",818.745528,"I","s"
"894","5071","S2531","2011",-2819.437736,"I","s"
"894","5071","S2531","2010",-3155.598364,"I","s"
"894","5910","S2531","2013",1734.040671,"I","s"
"894","5910","S2531","2012",228.040671,"I","s"
"894","5910","S2531","2011",199.040671,"I","s"
"894","5910","S2531","2010",476.656629,"I","s"
"894","5525","S2531","2013",1228.20937,"I","s"
"894","5525","S2531","2012",1247.456077,"I","s"
"894","5525","S2531","2011",1068.654039,"I","s"
"894","5525","S2531","2010",953.846499,"I","s"
"894","5016","S2531","2013",2222.669562,"I","s"
"894","5016","S2531","2012",2257.5,"I","s"
"894","5016","S2531","2011",1933.925,"I","s"
"894","5016","S2531","2010",1726.15975,"I","s"
"894","5023","S2531","2013",0,"I","s"
"894","5023","S2531","2012",0,"I","s"
"894","5023","S2531","2011",0,"I","s"
"894","5023","S2531","2010",0,"I","s"
"894","5141","S2531","2013",33266.157808,"I","s"
"894","5141","S2531","2012",31913.713733,"I","s"
"894","5141","S2531","2011",29848.951813,"I","s"
"894","5141","S2531","2010",28189.106693,"I","s"
"894","261","S2531","2013",21689.310461,"I","s"
"894","261","S2531","2012",20920.579307,"I","s"
"894","261","S2531","2011",19562.629925,"I","s"
"894","261","S2531","2010",18455.124312,"I","s"
"894","271","S2531","2013",515.283833,"I","s"
"894","271","S2531","2012",496.080713,"I","s"
"894","271","S2531","2011",466.451858,"I","s"
"894","271","S2531","2010",443.445752,"I","s"
"894","281","S2531","2013",50.305457,"I","s"
"894","281","S2531","2012",43.87254,"I","s"
"894","281","S2531","2011",40.443142,"I","s"
"894","281","S2531","2010",38.382056,"I","s"
"894","664","S2531","2013",3.900419,"I","s"
"894","664","S2531","2012",3.887283,"I","s"
"894","664","S2531","2011",3.756971,"I","s"
"894","664","S2531","2010",3.666015,"I","s"
"894","674","S2531","2013",0.092664,"I","s"
"894","674","S2531","2012",0.092177,"I","s"
"894","674","S2531","2011",0.089582,"I","s"
"894","674","S2531","2010",0.088089,"I","s"
"894","684","S2531","2013",0.009047,"I","s"
"894","684","S2531","2012",0.008153,"I","s"
"894","684","S2531","2011",0.007767,"I","s"
"894","684","S2531","2010",0.007624,"I","s"
"894","5165","S2531","2013",35.289642,"I","s"
"894","5165","S2531","2012",18.567642,"I","s"
"894","5165","S2531","2011",16.995562,"I","s"
"894","5165","S2531","2010",22.972373,"I","s"
"894","5166","S2531","2013",0,"I","s"
"894","5166","S2531","2012",0,"I","s"
"894","5166","S2531","2011",0,"I","s"
"894","5166","S2531","2010",0,"I","s"
"894","665","S2531","2013",5.982297,"T","i"
"894","665","S2531","2012",5.929933,"T","i"
"894","665","S2531","2011",5.732442,"T","i"
"894","665","S2531","2010",5.599619,"T","i"
"894","5510","S2532","2013",1114583,"I","s"
"894","5510","S2532","2012",1107954,"I","s"
"894","5510","S2532","2011",1132150,"I","s"
"894","5510","S2532","2010",1151700,"I","s"
"894","5610","S2532","2013",83.268439,"I","s"
"894","5610","S2532","2012",112.785733,"I","s"
"894","5610","S2532","2011",3.784997,"I","s"
"894","5610","S2532","2010",54.500368,"I","s"
"894","5071","S2532","2013",0,"I","s"
"894","5071","S2532","2012",0,"I","s"
"894","5910","S2532","2013",934.039669,"I","s"
"894","5910","S2532","2012",402.926154,"I","s"
"894","5910","S2532","2011",13.625092,"I","s"
"894","5910","S2532","2010",81.750552,"I","s"
"894","5016","S2532","2013",89099.062579,"I","s"
"894","5016","S2532","2012",88569.144497,"I","s"
"894","5016","S2532","2011",90503.357488,"I","s"
"894","5016","S2532","2010",92066.172167,"I","s"
"894","5023","S2532","2013",0,"I","s"
"894","5023","S2532","2012",0,"I","s"
"894","5023","S2532","2011",0,"I","s"
"894","5023","S2532","2010",0,"I","s"
"894","5141","S2532","2013",1025525.572388,"I","s"
"894","5141","S2532","2012",1019388.6405,"I","s"
"894","5141","S2532","2011",1041650.427509,"I","s"
"894","5141","S2532","2010",1059633.827833,"I","s"
"894","261","S2532","2013",1250512.953291,"I","s"
"894","261","S2532","2012",1243041.3328,"I","s"
"894","261","S2532","2011",1270187.355879,"I","s"
"894","261","S2532","2010",1292117.48966,"I","s"
"894","271","S2532","2013",10265.270214,"I","s"
"894","271","S2532","2012",10204.058404,"I","s"
"894","271","S2532","2011",10426.898892,"I","s"
"894","271","S2532","2010",10606.934617,"I","s"
"894","281","S2532","2013",1866.435766,"I","s"
"894","281","S2532","2012",1855.285437,"I","s"
"894","281","S2532","2011",1895.801889,"I","s"
"894","281","S2532","2010",1928.533567,"I","s"
"894","664","S2532","2013",224.88141,"I","s"
"894","664","S2532","2012",230.971291,"I","s"
"894","664","S2532","2011",243.937385,"I","s"
"894","664","S2532","2010",256.672389,"I","s"
"894","674","S2532","2013",1.846018,"I","s"
"894","674","S2532","2012",1.896031,"I","s"
"894","674","S2532","2011",2.002469,"I","s"
"894","674","S2532","2010",2.107012,"I","s"
"894","684","S2532","2013",0.335644,"I","s"
"894","684","S2532","2012",0.344733,"I","s"
"894","684","S2532","2011",0.364086,"I","s"
"894","684","S2532","2010",0.383093,"I","s"
"894","5165","S2532","2013",0,"I","s"
"894","5165","S2532","2012",0,"I","s"
"894","5165","S2532","2011",0,"I","s"
"894","5165","S2532","2010",0,"I","s"
"894","5166","S2532","2013",-892.406197,"I","s"
"894","5166","S2532","2012",-293.925418,"I","s"
"894","5166","S2532","2011",-13.625092,"I","s"
"894","5166","S2532","2010",-27.250184,"I","s"
"894","665","S2532","2013",184.42163,"T","i"
"894","665","S2532","2012",189.414064,"T","i"
"894","665","S2532","2011",200.047245,"T","i"
"894","665","S2532","2010",210.490724,"T","i"
"894","5510","S2533","2013",188355,"I","s"
"894","5510","S2533","2012",163484,"I","s"
"894","5510","S2533","2011",146614,"I","s"
"894","5510","S2533","2010",252867,"I","s"
"894","5610","S2533","2013",13,"I","s"
"894","5610","S2533","2012",14,"I","s"
"894","5610","S2533","2011",4,"I","s"
"894","5610","S2533","2010",0,"I","s"
"894","5071","S2533","2013",37673,"I","s"
"894","5071","S2533","2012",0,"I","s"
"894","5071","S2533","2011",0,"I","s"
"894","5071","S2533","2010",0,"I","s"
"894","5910","S2533","2013",3,"I","s"
"894","5910","S2533","2012",21,"I","s"
"894","5910","S2533","2011",21,"I","s"
"894","5910","S2533","2010",0,"I","s"
"894","5016","S2533","2013",14173.71375,"I","s"
"894","5016","S2533","2012",12302.171,"I","s"
"894","5016","S2533","2011",11032.7035,"I","s"
"894","5016","S2533","2010",19028.24175,"I","s"
"894","5023","S2533","2013",0,"I","s"
"894","5023","S2533","2012",0,"I","s"
"894","5023","S2533","2011",0,"I","s"
"894","5023","S2533","2010",0,"I","s"
