"geographicAreaM49","measuredElementSuaFbs","measuredItemParentCPC","measuredItemChildCPC","timePointYears","Value","flagObservationStatus","flagMethod"
"398","share","01449.90","21920","2020",0.9950699266,"I","i"
"398","share","01449.90","21920","2019",0.9856361149,"I","i"
"398","share","01449.90","21920","2018",0.1670100783,"I","i"
"398","share","01449.90","21920","2017",0.164037309,"I","i"
"398","share","01449.90","21920","2016",0.1667193151,"I","i"
"398","share","01449.90","21920","2015",0.17035709,"I","i"
"398","share","01449.90","21920","2014",0.1562560715,"I","i"
"398","share","01510","21313","2022",1,"I","i"
"398","share","01510","21313","2021",1,"I","i"
"398","share","01510","21313","2020",1,"I","i"
"398","share","01510","21313","2019",1,"I","i"
"398","share","01510","21313","2018",1,"I","i"
"398","share","01510","21313","2017",1,"I","i"
"398","share","01510","21313","2016",1,"I","i"
"398","share","01510","21313","2015",1,"I","i"
"398","share","01510","21313","2014",1,"I","i"
"398","share","01510","21392","2022",1,"I","i"
"398","share","01510","21392","2021",1,"I","i"
"398","share","01510","21392","2020",1,"I","i"
"398","share","01510","21392","2019",1,"I","i"
"398","share","01510","21392","2018",1,"I","i"
"398","share","01510","21392","2017",1,"I","i"
"398","share","01510","21392","2016",1,"I","i"
"398","share","01510","21392","2015",1,"I","i"
"398","share","01510","21392","2014",1,"I","i"
"398","share","01510","24110","2022",0.015034099,"I","i"
"398","share","01510","24110","2021",0.015624273,"I","i"
"398","share","01510","24110","2020",0.0298372973,"I","i"
"398","share","01510","24110","2019",0.0414695378,"I","i"
"398","share","01510","24110","2018",0.039535131,"I","i"
"398","share","01510","24110","2017",0.0394820968,"I","i"
"398","share","01510","24110","2016",0.0396772248,"I","i"
"398","share","01510","24110","2015",0.0394475851,"I","i"
"398","share","01510","24110","2014",0.0393226757,"I","i"
"398","share","01510","2413","2022",0.0160998202,"I","i"
"398","share","01510","2413","2021",0.017100533,"I","i"
"398","share","01510","2413","2020",0.0239549718,"I","i"
"398","share","01510","2413","2019",0.0301949897,"I","i"
"398","share","01510","2413","2018",0.0248333222,"I","i"
"398","share","01510","2413","2017",0.024813757,"I","i"
"398","share","01510","2413","2016",0.0248801438,"I","i"
"398","share","01510","2413","2015",0.0248055103,"I","i"
"398","share","01510","2413","2014",0.0247535815,"I","i"
"398","share","01510","39130.03","2022",1,"I","i"
"398","share","01510","39130.03","2021",1,"I","i"
"398","share","01510","39130.03","2020",1,"I","i"
"398","share","01510","39130.03","2019",1,"I","i"
"398","share","01510","39130.03","2018",1,"I","i"
"398","share","01510","39130.03","2017",1,"I","i"
"398","share","01510","39130.03","2016",1,"I","i"
"398","share","01510","39130.03","2015",1,"I","i"
"398","share","01510","39130.03","2014",1,"I","i"
"398","share","01620","23913","2022",1,"I","c"
"398","share","01620","23913","2021",1,"I","c"
"398","share","01620","23913","2020",1,"I","c"
"398","share","01640","23610.01","2022",1,"I","i"
"398","share","01640","23610.01","2021",1,"I","i"
"398","share","01640","23610.01","2020",1,"I","i"
"398","share","01640","23610.01","2019",1,"I","i"
"398","share","01640","23610.01","2018",1,"I","i"
"398","share","01640","23610.01","2017",1,"I","i"
"398","share","01640","23610.01","2016",1,"I","i"
"398","share","01640","23610.01","2015",1,"I","i"
"398","share","01640","23610.01","2014",1,"I","i"
"398","share","01640","39150.02","2022",1,"I","i"
"398","share","01640","39150.02","2021",1,"I","i"
"398","share","01640","39150.02","2020",1,"I","i"
"398","share","01640","39150.02","2019",1,"I","i"
"398","share","01640","39150.02","2018",1,"I","i"
"398","share","01640","39150.02","2017",1,"I","i"
"398","share","01640","39150.02","2016",1,"I","i"
"398","share","01640","39150.02","2015",1,"I","i"
"398","share","01640","39150.02","2014",1,"I","i"
"398","share","01801","2351f","2022",1,"I","i"
"398","share","01801","2351f","2021",1,"I","i"
"398","share","01801","2351f","2020",1,"I","i"
"398","share","01801","2351f","2019",1,"I","i"
"398","share","01801","2351f","2018",1,"I","i"
"398","share","01801","2351f","2017",1,"I","i"
"398","share","01801","2351f","2016",1,"I","i"
"398","share","01801","2351f","2015",1,"I","i"
"398","share","01801","2351f","2014",1,"I","i"
"398","share","01801","23540","2022",1,"I","i"
"398","share","01801","23540","2021",1,"I","i"
"398","share","01801","23540","2020",1,"I","i"
"398","share","01801","23540","2019",1,"I","i"
"398","share","01801","23540","2018",1,"I","i"
"398","share","01801","23540","2017",1,"I","i"
"398","share","01801","23540","2016",1,"I","i"
"398","share","01801","23540","2015",1,"I","i"
"398","share","01801","23540","2014",1,"I","i"
"398","share","01801","39140.01","2022",1,"I","i"
"398","share","01801","39140.01","2021",1,"I","i"
"398","share","01801","39140.01","2020",1,"I","i"
"398","share","01801","39140.01","2019",1,"I","i"
"398","share","01801","39140.01","2018",1,"I","i"
"398","share","01801","39140.01","2017",1,"I","i"
"398","share","01801","39140.01","2016",1,"I","i"
"398","share","01801","39140.01","2015",1,"I","i"
"398","share","01801","39140.01","2014",1,"I","i"
"398","share","01921.01","0143","2022",1,"I","i"
"398","share","01921.01","0143","2021",1,"I","i"
"398","share","01921.01","0143","2020",1,"I","i"
"398","share","01921.01","0143","2019",1,"I","i"
"398","share","01921.01","0143","2018",1,"I","i"
"398","share","01921.01","0143","2017",1,"I","i"
"398","share","01921.01","0143","2016",1,"I","i"
"398","share","01921.01","0143","2015",1,"I","i"
"398","share","01921.01","0143","2014",1,"I","i"
"398","share","01921.01","01921.02","2022",1,"I","i"
"398","share","01921.01","01921.02","2021",1,"I","i"
"398","share","01921.01","01921.02","2020",1,"I","i"
"398","share","01921.01","01921.02","2019",1,"I","i"
"398","share","01921.01","01921.02","2018",1,"I","i"
"398","share","01921.01","01921.02","2017",1,"I","i"
"398","share","01921.01","01921.02","2016",1,"I","i"
"398","share","01921.01","01921.02","2015",1,"I","i"
"398","share","01921.01","01921.02","2014",1,"I","i"
"398","share","01921.01","F0769","2022",1,"I","i"
"398","share","01921.01","F0769","2021",1,"I","i"
"398","share","01921.01","F0769","2020",1,"I","i"
"398","share","01921.01","F0769","2019",1,"I","i"
"398","share","01921.01","F0769","2018",1,"I","i"
"398","share","01921.01","F0769","2017",1,"I","i"
"398","share","01921.01","F0769","2016",1,"I","i"
"398","share","01921.01","F0769","2015",1,"I","i"
"398","share","01921.01","F0769","2014",1,"I","i"
"398","share","02211","22110.02","2022",1,"I","i"
"398","share","02211","22110.02","2021",1,"I","i"
"398","share","02211","22110.02","2020",1,"I","i"
"398","share","02211","22110.02","2019",1,"I","i"
"398","share","02211","22110.02","2018",1,"I","i"
"398","share","02211","22110.02","2017",1,"I","i"
"398","share","02211","22110.02","2016",1,"I","i"
"398","share","02211","22110.02","2015",1,"I","i"
"398","share","02211","22110.02","2014",1,"I","i"
"398","share","02211","22120","2022",1,"I","i"
"398","share","02211","22120","2021",1,"I","i"
"398","share","02211","22120","2020",1,"I","i"
"398","share","02211","22120","2019",1,"I","i"
"398","share","02211","22120","2018",1,"I","i"
"398","share","02211","22120","2017",1,"I","i"
"398","share","02211","22120","2016",1,"I","i"
"398","share","02211","22120","2015",1,"I","i"
"398","share","02211","22120","2014",1,"I","i"
"398","share","02211","22130.01","2022",0.9954208324,"I","i"
"398","share","02211","22130.01","2021",0.995202345,"I","i"
"398","share","02211","22130.01","2020",0.9945468753,"I","i"
"398","share","02211","22130.01","2019",0.9938945024,"I","i"
"398","share","02211","22130.01","2018",1,"I","i"
"398","share","02211","22130.01","2017",1,"I","i"
"398","share","02211","22130.01","2016",1,"I","i"
"398","share","02211","22130.01","2015",1,"I","i"
"398","share","02211","22130.01","2014",1,"I","i"
"398","share","02211","22211","2022",0.8313744321,"I","i"
"398","share","02211","22211","2021",0.8314789493,"I","i"
"398","share","02211","22211","2020",0.8306712935,"I","i"
"398","share","02211","22211","2019",0.8287980171,"I","i"
"398","share","02211","22211","2018",0.849919096,"I","i"
"398","share","02211","22211","2017",0.8542647717,"I","i"
"398","share","02211","22211","2016",0.8465246992,"I","i"
"398","share","02211","22211","2015",0.8490438182,"I","i"
"398","share","02211","22211","2014",0.867659079,"I","i"
"398","share","02211","22212","2022",0,"I","i"
"398","share","02211","22212","2021",0,"I","i"
"398","share","02211","22212","2020",0,"I","i"
"398","share","02211","22212","2019",0,"I","i"
"398","share","02211","22212","2018",0,"I","i"
"398","share","02211","22212","2017",0,"I","i"
"398","share","02211","22212","2016",0,"I","i"
"398","share","02211","22212","2015",0,"I","i"
"398","share","02211","22212","2014",0,"I","i"
"398","share","02211","22221.01","2022",1,"I","i"
"398","share","02211","22221.01","2021",1,"I","i"
"398","share","02211","22221.01","2020",1,"I","i"
"398","share","02211","22221.01","2019",1,"I","i"
"398","share","02211","22221.01","2018",1,"I","i"
"398","share","02211","22221.01","2017",1,"I","i"
"398","share","02211","22221.01","2016",1,"I","i"
"398","share","02211","22221.01","2015",1,"I","i"
"398","share","02211","22221.01","2014",1,"I","i"
"398","share","02211","22230.02","2022",1,"I","i"
"398","share","02211","22230.02","2021",1,"I","i"
"398","share","02211","22230.02","2020",1,"I","i"
"398","share","02211","22230.02","2019",1,"I","i"
"398","share","02211","22230.02","2018",1,"I","i"
"398","share","02211","22230.02","2017",1,"I","i"
"398","share","02211","22230.02","2016",1,"I","i"
"398","share","02211","22230.02","2015",1,"I","i"
"398","share","02211","22230.02","2014",1,"I","i"
"398","share","02211","22230.03","2022",1,"I","i"
"398","share","02211","22230.03","2021",1,"I","i"
"398","share","02211","22230.03","2020",1,"I","i"
"398","share","02211","22230.03","2019",1,"I","i"
"398","share","02211","22230.03","2018",1,"I","i"
"398","share","02211","22230.03","2017",1,"I","i"
"398","share","02211","22230.03","2016",1,"I","i"
"398","share","02211","22230.03","2015",1,"I","i"
"398","share","02211","22230.03","2014",1,"I","i"
"398","share","02211","22241.01","2022",1,"I","i"
"398","share","02211","22241.01","2021",1,"I","i"
"398","share","02211","22241.01","2020",1,"I","i"
"398","share","02211","22241.01","2019",1,"I","i"
"398","share","02211","22241.01","2018",1,"I","i"
"398","share","02211","22241.01","2017",1,"I","i"
"398","share","02211","22241.01","2016",1,"I","i"
"398","share","02211","22241.01","2015",1,"I","i"
"398","share","02211","22241.01","2014",1,"I","i"
"398","share","02211","22251.01","2022",1,"I","i"
"398","share","02211","22251.01","2021",1,"I","i"
"398","share","02211","22251.01","2020",1,"I","i"
"398","share","02211","22251.01","2019",1,"I","i"
"398","share","02211","22251.01","2018",1,"I","i"
"398","share","02211","22251.01","2017",1,"I","i"
"398","share","02211","22251.01","2016",1,"I","i"
"398","share","02211","22251.01","2015",1,"I","i"
"398","share","02211","22251.01","2014",1,"I","i"
"398","share","02292","22130.01","2022",0.0045791676,"I","i"
"398","share","02292","22130.01","2021",0.004797655,"I","i"
"398","share","02292","22130.01","2020",0.0054531247,"I","i"
"398","share","02292","22130.01","2019",0.0061054976,"I","i"
"398","share","02292","22130.01","2018",0,"I","i"
"398","share","02292","22130.01","2017",0,"I","i"
"398","share","02292","22130.01","2016",0,"I","i"
"398","share","02292","22130.01","2015",0,"I","i"
"398","share","02292","22130.01","2014",0,"I","i"
"398","share","02292","22254","2022",1,"I","i"
"398","share","02292","22254","2021",1,"I","i"
"398","share","02292","22254","2020",1,"I","i"
"398","share","02292","22254","2019",1,"I","i"
"398","share","02292","22254","2018",1,"I","i"
"398","share","02292","22254","2017",1,"I","i"
"398","share","02292","22254","2016",1,"I","i"
"398","share","02292","22254","2015",1,"I","i"
"398","share","02292","22254","2014",1,"I","i"
"398","share","0231","23993.02","2022",1,"I","i"
"398","share","0231","23993.02","2021",1,"I","i"
"398","share","0231","23993.02","2020",1,"I","i"
"398","share","0231","23993.02","2019",1,"I","i"
"398","share","0231","23993.02","2018",1,"I","i"
"398","share","0231","23993.02","2017",1,"I","i"
"398","share","0231","23993.02","2016",1,"I","i"
"398","share","0231","23993.02","2015",1,"I","i"
"398","share","0231","23993.02","2014",1,"I","i"
"398","share","0231","23993.03","2022",1,"I","i"
"398","share","0231","23993.03","2021",1,"I","i"
"398","share","0231","23993.03","2020",1,"I","i"
"398","share","0231","23993.03","2019",1,"I","i"
"398","share","0231","23993.03","2018",1,"I","i"
"398","share","0231","23993.03","2017",1,"I","i"
"398","share","0231","23993.03","2016",1,"I","i"
"398","share","0231","23993.03","2015",1,"I","i"
"398","share","0231","23993.03","2014",1,"I","i"
"398","share","02951.01","02951.04","2022",1,"I","i"
"398","share","02951.01","02951.04","2021",1,"I","i"
"398","share","02951.01","02951.04","2020",1,"I","i"
"398","share","02951.01","02951.04","2019",1,"I","i"
"398","share","02951.01","02951.04","2018",1,"I","i"
"398","share","02951.01","02951.04","2017",1,"I","i"
"398","share","02951.01","02951.04","2016",1,"I","i"
"398","share","02951.01","02951.04","2015",1,"I","i"
"398","share","02951.01","02951.04","2014",1,"I","i"
"398","share","02951.01","02951.06","2022",1,"I","i"
"398","share","02951.01","02951.06","2021",1,"I","i"
"398","share","02951.01","02951.06","2020",1,"I","i"
"398","share","02951.01","02951.06","2019",1,"I","i"
"398","share","02951.01","02951.06","2018",1,"I","i"
"398","share","02951.01","02951.06","2017",1,"I","i"
"398","share","02951.01","02951.06","2016",1,"I","i"
"398","share","02951.01","02951.06","2015",1,"I","i"
"398","share","02951.01","02951.06","2014",1,"I","i"
"398","share","02951.04","02951.05","2022",1,"I","i"
"398","share","02951.04","02951.05","2021",1,"I","i"
"398","share","02951.04","02951.05","2020",1,"I","i"
"398","share","02951.04","02951.05","2019",1,"I","i"
"398","share","02951.04","02951.05","2018",1,"I","i"
"398","share","02951.04","02951.05","2017",1,"I","i"
"398","share","02951.04","02951.05","2016",1,"I","i"
"398","share","02951.04","02951.05","2015",1,"I","i"
"398","share","02951.04","02951.05","2014",1,"I","i"
"398","share","02952.01","02952.04","2022",1,"I","i"
"398","share","02952.01","02952.04","2021",1,"I","i"
"398","share","02952.01","02952.04","2020",1,"I","i"
"398","share","02952.01","02952.04","2019",1,"I","i"
"398","share","02952.01","02952.04","2018",1,"I","i"
"398","share","02952.01","02952.04","2017",1,"I","i"
"398","share","02952.01","02952.04","2016",1,"I","i"
"398","share","02952.01","02952.04","2015",1,"I","i"
"398","share","02952.01","02952.04","2014",1,"I","i"
"398","share","02953","02953.01","2019",1,"I","i"
"398","share","02953","02953.01","2018",1,"I","i"
"398","share","02953","02953.01","2017",1,"I","i"
"398","share","02953","02953.01","2016",1,"I","i"
"398","share","02953","02953.01","2015",1,"I","i"
"398","share","02953","02953.01","2014",1,"I","i"
"398","share","02953","02953.03","2022",1,"I","i"
"398","share","02953","02953.03","2021",1,"I","i"
"398","share","02953","02953.03","2020",1,"I","i"
"398","share","02953","02953.03","2019",1,"I","i"
"398","share","02953","02953.03","2018",1,"I","i"
"398","share","02953","02953.03","2017",1,"I","i"
"398","share","02953","02953.03","2016",1,"I","i"
"398","share","02953","02953.03","2015",1,"I","i"
"398","share","02953","02953.03","2014",1,"I","i"
"398","share","02953.03","02953.04","2022",1,"I","i"
"398","share","02953.03","02953.04","2021",1,"I","i"
"398","share","02953.03","02953.04","2020",1,"I","i"
"398","share","02953.03","02953.04","2019",1,"I","i"
"398","share","02953.03","02953.04","2018",1,"I","i"
"398","share","02953.03","02953.04","2017",1,"I","i"
"398","share","02953.03","02953.04","2016",1,"I","i"
"398","share","02953.03","02953.04","2015",1,"I","i"
"398","share","02953.03","02953.04","2014",1,"I","i"
"398","share","21111.01","21111.02","2022",1,"I","i"
"398","share","21111.01","21111.02","2021",1,"I","i"
"398","share","21111.01","21111.02","2020",1,"I","i"
"398","share","21111.01","21111.02","2019",1,"I","i"
"398","share","21111.01","21111.02","2018",1,"I","i"
"398","share","21111.01","21111.02","2017",1,"I","i"
"398","share","21111.01","21111.02","2016",1,"I","i"
"398","share","21111.01","21111.02","2015",1,"I","i"
"398","share","21111.01","21111.02","2014",1,"I","i"
"398","share","21111.01","21182","2022",1,"I","i"
"398","share","21111.01","21182","2021",1,"I","i"
"398","share","21111.01","21182","2020",1,"I","i"
"398","share","21111.01","21182","2019",1,"I","i"
"398","share","21111.01","21182","2018",1,"I","i"
"398","share","21111.01","21182","2017",1,"I","i"
"398","share","21111.01","21182","2016",1,"I","i"
"398","share","21111.01","21182","2015",1,"I","i"
"398","share","21111.01","21182","2014",1,"I","i"
"398","share","21111.01","21512.01","2022",1,"I","i"
"398","share","21111.01","21512.01","2021",1,"I","i"
"398","share","21111.01","21512.01","2020",1,"I","i"
"398","share","21111.01","21512.01","2019",1,"I","i"
"398","share","21111.01","21512.01","2018",1,"I","i"
"398","share","21111.01","21512.01","2017",1,"I","i"
"398","share","21111.01","21512.01","2016",1,"I","i"
"398","share","21111.01","21512.01","2015",1,"I","i"
"398","share","21111.01","21512.01","2014",1,"I","i"
"398","share","21111.01","23991.04","2022",1,"I","i"
"398","share","21111.01","23991.04","2021",1,"I","i"
"398","share","21111.01","23991.04","2020",1,"I","i"
"398","share","21111.01","23991.04","2019",1,"I","i"
"398","share","21111.01","23991.04","2018",1,"I","i"
"398","share","21111.01","23991.04","2017",1,"I","i"
"398","share","21111.01","23991.04","2016",1,"I","i"
"398","share","21111.01","23991.04","2015",1,"I","i"
"398","share","21111.01","23991.04","2014",1,"I","i"
"398","share","21111.01","F0875","2022",1,"I","i"
"398","share","21111.01","F0875","2021",1,"I","i"
"398","share","21111.01","F0875","2020",1,"I","i"
"398","share","21111.01","F0875","2019",1,"I","i"
"398","share","21111.01","F0875","2018",1,"I","i"
"398","share","21111.01","F0875","2017",1,"I","i"
"398","share","21111.01","F0875","2016",1,"I","i"
"398","share","21111.01","F0875","2015",1,"I","i"
"398","share","21111.01","F0875","2014",1,"I","i"
"398","share","21113.01","02959.01","2022",1,"I","i"
"398","share","21113.01","02959.01","2021",1,"I","i"
"398","share","21113.01","02959.01","2020",1,"I","i"
"398","share","21113.01","02959.01","2019",1,"I","i"
"398","share","21113.01","02959.01","2018",1,"I","i"
"398","share","21113.01","02959.01","2017",1,"I","i"
"398","share","21113.01","02959.01","2016",1,"I","i"
"398","share","21113.01","02959.01","2015",1,"I","i"
"398","share","21113.01","02959.01","2014",1,"I","i"
"398","share","21113.01","21113.02","2022",1,"I","i"
"398","share","21113.01","21113.02","2021",1,"I","i"
"398","share","21113.01","21113.02","2020",1,"I","i"
"398","share","21113.01","21113.02","2019",1,"I","i"
"398","share","21113.01","21113.02","2018",1,"I","i"
"398","share","21113.01","21113.02","2017",1,"I","i"
"398","share","21113.01","21113.02","2016",1,"I","i"
"398","share","21113.01","21113.02","2015",1,"I","i"
"398","share","21113.01","21113.02","2014",1,"I","i"
"398","share","21113.01","21511.02","2022",1,"I","i"
"398","share","21113.01","21511.02","2021",1,"I","i"
"398","share","21113.01","21511.02","2020",1,"I","i"
"398","share","21113.01","21511.02","2019",1,"I","i"
"398","share","21113.01","21511.02","2018",1,"I","i"
"398","share","21113.01","21511.02","2017",1,"I","i"
"398","share","21113.01","21511.02","2016",1,"I","i"
"398","share","21113.01","21511.02","2015",1,"I","i"
"398","share","21113.01","21511.02","2014",1,"I","i"
"398","share","21113.02","21184.02","2022",1,"I","i"
"398","share","21113.02","21184.02","2021",1,"I","i"
"398","share","21113.02","21184.02","2020",1,"I","i"
"398","share","21113.02","21184.02","2019",1,"I","i"
"398","share","21113.02","21184.02","2018",1,"I","i"
"398","share","21113.02","21184.02","2017",1,"I","i"
"398","share","21113.02","21184.02","2016",1,"I","i"
"398","share","21113.02","21184.02","2015",1,"I","i"
"398","share","21113.02","21184.02","2014",1,"I","i"
"398","share","21113.02","F1042","2022",1,"I","i"
"398","share","21113.02","F1042","2021",1,"I","i"
"398","share","21113.02","F1042","2020",1,"I","i"
"398","share","21113.02","F1042","2019",1,"I","i"
"398","share","21113.02","F1042","2018",1,"I","i"
"398","share","21113.02","F1042","2017",1,"I","i"
"398","share","21113.02","F1042","2016",1,"I","i"
"398","share","21113.02","F1042","2015",1,"I","i"
"398","share","21113.02","F1042","2014",1,"I","i"
"398","share","21151","21183","2022",1,"I","i"
"398","share","21151","21183","2021",1,"I","i"
"398","share","21151","21183","2020",1,"I","i"
"398","share","21151","21183","2019",1,"I","i"
"398","share","21151","21183","2018",1,"I","i"
"398","share","21151","21183","2017",1,"I","i"
"398","share","21151","21183","2016",1,"I","i"
"398","share","21151","21183","2015",1,"I","i"
"398","share","21151","21183","2014",1,"I","i"
"398","share","21170.92","F1172","2022",1,"I","i"
"398","share","21170.92","F1172","2021",1,"I","i"
"398","share","21170.92","F1172","2020",1,"I","i"
"398","share","21170.92","F1172","2019",1,"I","i"
"398","share","21170.92","F1172","2018",1,"I","i"
"398","share","21170.92","F1172","2017",1,"I","i"
"398","share","21170.92","F1172","2016",1,"I","i"
"398","share","21170.92","F1172","2015",1,"I","i"
"398","share","21170.92","F1172","2014",1,"I","i"
"398","share","21511.02","21521","2022",1,"I","i"
"398","share","21511.02","21521","2021",1,"I","i"
"398","share","21511.02","21521","2020",1,"I","i"
"398","share","21511.02","21521","2019",1,"I","i"
"398","share","21511.02","21521","2018",1,"I","i"
"398","share","21511.02","21521","2017",1,"I","i"
"398","share","21511.02","21521","2016",1,"I","i"
"398","share","21511.02","21521","2015",1,"I","i"
"398","share","21511.02","21521","2014",1,"I","i"
"398","share","21514","21529.03","2022",1,"I","i"
"398","share","21514","21529.03","2021",1,"I","i"
"398","share","21514","21529.03","2020",1,"I","i"
"398","share","21514","21529.03","2019",1,"I","i"
"398","share","21514","21529.03","2018",1,"I","i"
"398","share","21514","21529.03","2017",1,"I","i"
"398","share","21514","21529.03","2016",1,"I","i"
"398","share","21514","21529.03","2015",1,"I","i"
"398","share","21514","21529.03","2014",1,"I","i"
"398","share","21631.01","21700.02","2022",1,"I","i"
"398","share","21631.01","21700.02","2021",1,"I","i"
"398","share","21631.01","21700.02","2020",1,"I","i"
"398","share","21631.01","21700.02","2019",1,"I","i"
"398","share","21631.01","21700.02","2018",1,"I","i"
"398","share","21631.01","21700.02","2017",1,"I","i"
"398","share","21631.01","21700.02","2016",1,"I","i"
"398","share","21631.01","21700.02","2015",1,"I","i"
"398","share","21631.01","21700.02","2014",1,"I","i"
"398","share","2168","21700.02","2022",0,"I","i"
"398","share","2168","21700.02","2021",0,"I","i"
"398","share","2168","21700.02","2020",0,"I","i"
"398","share","2168","21700.02","2019",0,"I","i"
"398","share","2168","21700.02","2018",0,"I","i"
"398","share","2168","21700.02","2017",0,"I","i"
"398","share","2168","21700.02","2016",0,"I","i"
"398","share","2168","21700.02","2015",0,"I","i"
"398","share","2168","21700.02","2014",0,"I","i"
"398","share","22110.02","22211","2022",0.1686255679,"I","i"
"398","share","22110.02","22211","2021",0.1685210507,"I","i"
"398","share","22110.02","22211","2020",0.1693287065,"I","i"
"398","share","22110.02","22211","2019",0.1712019829,"I","i"
"398","share","22110.02","22211","2018",0.150080904,"I","i"
"398","share","22110.02","22211","2017",0.1457352283,"I","i"
"398","share","22110.02","22211","2016",0.1534753008,"I","i"
"398","share","22110.02","22211","2015",0.1509561818,"I","i"
"398","share","22110.02","22211","2014",0.132340921,"I","i"
"398","share","22110.02","22212","2022",1,"I","i"
"398","share","22110.02","22212","2021",1,"I","i"
"398","share","22110.02","22212","2020",1,"I","i"
"398","share","22110.02","22212","2019",1,"I","i"
"398","share","22110.02","22212","2018",1,"I","i"
"398","share","22110.02","22212","2017",1,"I","i"
"398","share","22110.02","22212","2016",1,"I","i"
"398","share","22110.02","22212","2015",1,"I","i"
"398","share","22110.02","22212","2014",1,"I","i"
"398","share","22110.02","22260","2022",1,"I","i"
"398","share","22110.02","22260","2021",1,"I","i"
"398","share","22110.02","22260","2020",1,"I","i"
"398","share","22110.02","22260","2019",1,"I","i"
"398","share","22110.02","22260","2018",1,"I","i"
"398","share","22110.02","22260","2017",1,"I","i"
"398","share","22110.02","22260","2016",1,"I","i"
"398","share","22110.02","22260","2015",1,"I","i"
"398","share","22110.02","22260","2014",1,"I","i"
"398","share","22130.01","22130.03","2022",1,"I","i"
"398","share","22130.01","22130.03","2021",1,"I","i"
"398","share","22130.01","22130.03","2020",1,"I","i"
"398","share","22130.01","22130.03","2019",1,"I","i"
"398","share","22130.01","22130.03","2018",1,"I","i"
"398","share","22130.01","22130.03","2017",1,"I","i"
"398","share","22130.01","22130.03","2016",1,"I","i"
"398","share","22130.01","22130.03","2015",1,"I","i"
"398","share","22130.01","22130.03","2014",1,"I","i"
"398","share","22230.03","22230.04","2022",1,"I","i"
"398","share","22230.03","22230.04","2021",1,"I","i"
"398","share","22230.03","22230.04","2020",1,"I","i"
"398","share","22230.03","22230.04","2019",1,"I","i"
"398","share","23110","23140.08","2022",1,"I","i"
"398","share","23110","23140.08","2021",1,"I","i"
"398","share","23110","23140.08","2020",1,"I","i"
"398","share","23110","23140.08","2019",1,"I","i"
"398","share","23110","23140.08","2018",1,"I","i"
"398","share","23110","23140.08","2017",1,"I","i"
"398","share","23110","23140.08","2016",1,"I","i"
"398","share","23110","23140.08","2015",1,"I","i"
"398","share","23110","23140.08","2014",1,"I","i"
"398","share","23110","23220.01","2022",1,"I","i"
"398","share","23110","23220.01","2021",1,"I","i"
"398","share","23110","23220.01","2020",1,"I","i"
"398","share","23110","23220.01","2019",1,"I","i"
"398","share","23110","23220.01","2018",1,"I","i"
"398","share","23110","23220.01","2017",1,"I","i"
"398","share","23110","23220.01","2016",1,"I","i"
"398","share","23110","23220.01","2015",1,"I","i"
"398","share","23110","23220.01","2014",1,"I","i"
"398","share","23110","23220.02","2022",1,"I","i"
"398","share","23110","23220.02","2021",1,"I","i"
"398","share","23110","23220.02","2020",1,"I","i"
"398","share","23110","23220.02","2019",1,"I","i"
"398","share","23110","23220.02","2018",1,"I","i"
"398","share","23110","23220.02","2017",1,"I","i"
"398","share","23110","23220.02","2016",1,"I","i"
"398","share","23110","23220.02","2015",1,"I","i"
"398","share","23110","23220.02","2014",1,"I","i"
"398","share","23110","23710","2022",1,"I","i"
"398","share","23110","23710","2021",1,"I","i"
"398","share","23110","23710","2020",1,"I","i"
"398","share","23110","23710","2019",1,"I","i"
"398","share","23110","23710","2018",1,"I","i"
"398","share","23110","23710","2017",1,"I","i"
"398","share","23110","23710","2016",1,"I","i"
"398","share","23110","23710","2015",1,"I","i"
"398","share","23110","23710","2014",1,"I","i"
"398","share","23120.03","23220.04","2022",1,"I","i"
"398","share","23120.03","23220.04","2021",1,"I","i"
"398","share","23120.03","23220.04","2020",1,"I","i"
"398","share","23120.03","23220.04","2019",1,"I","i"
"398","share","23120.03","23220.04","2018",1,"I","i"
"398","share","23120.03","23220.04","2017",1,"I","i"
"398","share","23120.03","23220.04","2016",1,"I","i"
"398","share","23120.03","23220.04","2015",1,"I","i"
"398","share","23120.03","23220.04","2014",1,"I","i"
"398","share","23120.03","39130.02","2022",1,"I","i"
"398","share","23120.03","39130.02","2021",1,"I","i"
"398","share","23120.03","39130.02","2020",1,"I","i"
"398","share","23120.03","39130.02","2019",1,"I","i"
"398","share","23120.03","39130.02","2018",1,"I","i"
"398","share","23120.03","39130.02","2017",1,"I","i"
"398","share","23120.03","39130.02","2016",1,"I","i"
"398","share","23120.03","39130.02","2015",1,"I","i"
"398","share","23120.03","39130.02","2014",1,"I","i"
"398","share","23140.04","23120.02","2022",1,"I","i"
"398","share","23140.04","23120.02","2021",1,"I","i"
"398","share","23140.04","23120.02","2020",1,"I","i"
"398","share","23140.04","23120.02","2019",1,"I","i"
"398","share","23140.04","23120.02","2018",1,"I","i"
"398","share","23140.04","23120.02","2017",1,"I","i"
"398","share","23140.04","23120.02","2016",1,"I","i"
"398","share","23140.04","23120.02","2015",1,"I","i"
"398","share","23140.04","23120.02","2014",1,"I","i"
"398","share","23140.04","23140.05","2022",1,"I","i"
"398","share","23140.04","23140.05","2021",1,"I","i"
"398","share","23140.04","23140.05","2020",1,"I","i"
